ID_Review,Platform,Nama_Hotel,Review_Date,Text_Review,Kenyamanan,Kebersihan,Pelayanan,Harga,Lokasi,Fasilitas,Makanan,Alasan_Kenyamanan,Alasan_Kebersihan,Alasan_Pelayanan,Alasan_Harga,Alasan_Lokasi,Alasan_Fasilitas,Alasan_Makanan
376,Agoda,Hotel Santika Bandung,11/25/2012,lokasi terbaik untuk mengunjungi factory outlet di bandung. anda bisa berjalan kaki mengunjungi beberapa factory outlet terbaik di bandung,,,,,positif,,,,,,,lokasi terbaik untuk mengunjungi factory outlet di bandung,,
377,Agoda,Hotel Santika Bandung,11/25/2012,"staf layanan sopan dan berpengetahuan. terletak di seberangnya adalah persimpangan riau, pusat perbelanjaan kecil yang memadai dengan pasar super dan tempat makan.",,,positif,,positif,,,,,staf layanan sopan dan berpengetahuan,,terletak di seberangnya adalah persimpangan riau,,
378,Agoda,Hotel Santika Bandung,11/19/2012,"masa menginap saya luar biasa. kamarnya bersih, pelayanan dari stafnya luar biasa, bahkan mereka menyediakan antar-jemput gratis ke stasiun kereta. terletak di dago yang merupakan salah satu kawasan terpenting dan sibuk di bandung, santika akan memberikan anda pergerakan paling nyaman ketika mengunjungi bandung. namun, sarapannya tidak begitu menarik.",positif,positif,positif,positif,positif,,negatif,kamarnya bersih,"kamarnya bersih, pelayanan dari stafnya luar biasa, bahkan","pelayanan dari stafnya luar biasa, menyediakan antar-jemput gratis ke stasiun kereta",mereka menyediakan antar-jemput gratis ke stasiun kereta,terletak di dago yang merupakan salah satu kawasan terpenting di bandung,,sarapannya tidak begitu menarik
379,Agoda,Hotel Santika Bandung,11/4/2012,"hotel yang bagus, dekat factory outlet jalan riaw bandung. makanannya sangat enak dengan harga terjangkau. pasti akan kembali lagi pada kunjungan saya berikutnya ke bandung.",,,,positif,positif,,positif,,,,makanannya sangat enak dengan harga terjangkau.,dekat factory outlet jalan riau bandung,,makanannya sangat enak dengan harga terjangkau
380,Agoda,Hotel Santika Bandung,10/27/2012,"nikmati masa menginap dengan staf yang membantu. telah ditingkatkan ke kamar suite. kondisi toilet perlu dilakukan renovasi karena sudah tua. secara keseluruhan, kamar hotel yang bagus dengan staf yang membantu dan ramah.",positif,netral,positif,,,,,kamar hotel yang bagus,kondisi toilet perlu dilakukan renovasi karena sudah tua.,staf yang membantu dan ramah,,,,
381,Agoda,Hotel Santika Bandung,10/25/2012,"lokasi bagus dan pusat perbelanjaan. dari sini, kita dapat mengakses pusat perbelanjaan lain dengan taksi atau angkutan lokal dengan biaya sekitar ind $ atau us sekitar 20 sen. untuk taksi menuju pasar lokal, biayanya sekitar ind $ atau sekitar us $2. perjalanan memakan waktu sekitar 20 menit. ada banyak factory outlet di dekat hotel santika. staf hotel sangat ramah dan mampu memberikan nasihat yang baik mengenai makanan lokal, tempat-tempat menarik di sekitar area dan juga tempat-tempat menarik.",,,positif,netral,positif,,netral,,,staf hotel sangat ramah,taksi atau angkutan lokal dengan biaya sekitar ind $ atau us sekitar 20 sen,ada banyak factory outlet di dekat hotel santika,,"nasihat yang baik mengenai makanan lokal, tempat-tempat menarik di sekitar area dan"
382,Agoda,Hotel Santika Bandung,10/2/2012,"kamarnya cukup kecil tapi bersih. saya memilih hotel ini karena dekat dengan tempat pertemuan bisnis saya. sarapan yang disajikan enak, mereka mengubah menu setiap hari.",,positif,,,positif,,positif,,kamarnya cukup kecil tapi bersih.,,,dekat dengan tempat pertemuan bisnis saya,,"sarapan yang disajikan enak, mereka mengubah menu setiap hari"
383,Agoda,Hotel Santika Bandung,10/2/2012,"masa menginap kami menyenangkan, stafnya sangat ramah makanannya lezat. direkomendasikan untuk pelancong solo keluarga.",,,positif,,,,positif,,,stafnya sangat ramah,,,,makanannya lezat
384,Agoda,Hotel Santika Bandung,9/29/2012,hotel yang bagus dengan staf yang baik. hanya perlu membayar untuk layanan pengepresan. sebaiknya berikan setrika gratis ke setiap kamar.,,,positif,positif,,negatif,,,,hotel yang bagus dengan staf yang baik,sebaiknya berikan setrika gratis ke setiap kamar.,,"hanya perlu membayar untuk layanan pengepresan, sebaiknya berikan setrika gratis",
385,Agoda,Hotel Santika Bandung,9/26/2012,"semuanya bagus, mulai dari reservasi hingga waktu check out. meskipun ada beberapa kesalahan kecil yang dilakukan front office. saya minta di bangunkan jam 12 malam, karena kami belum tidur sampai jam 7 pagi. fo tidak membuat pemberitahuan kepada semua, untuk tidak mengganggu kamar kami. maka tidak heran saya mendapat telepon dua kali dari orang lain (spa dan sarapan wanita) di waktu yang berbeda menanyakan layanan mereka.",,,negatif,,,,netral,,,"fo tidak membuat pemberitahuan kepada semua, untuk tidak mengganggu kamar kami",,,,dua kali dari orang lain (spa dan sarapan wanita) di waktu yang berbeda menanyakan layanan
386,Agoda,Hotel Santika Bandung,9/22/2012,it is lookks 3 stars hotel not 4 star also it is nosy not quite,negatif,,,,,,,"hotel terlihat seperti bintang 3 bukan 4, juga berisik",,,,,,
387,Agoda,Hotel Santika Bandung,9/21/2012,bagus. menyenangkan. lokasi bagus. hotel nyaman dan nyaman. makanan enak disajikan.,positif,,,,positif,,positif,hotel nyaman dan nyaman,,,,lokasi bagus,,makanan enak disajikan
388,Agoda,Hotel Santika Bandung,9/6/2012,"lokasi bagus dan sarapan disajikan berdasarkan makanan lokal. jarak jalan kaki ke factory outlet, sekitar kurang dari 100 meter. harus mencoba restoran lokal di dekat factory outlet. berbeda dengan hotel lain, di hotel santika, kami tidak dapat meminta perpanjangan lebih dari 1 jam misalnya maksimal 2 jam meskipun hotel tersebut tidak terisi penuh. harus mencari air panas di kamar mandi karena pada hari terakhir kami menginap, air berubah warna ""coklat"". staf hotel berhasil menyelesaikan masalah tetapi perhatikan.",positif,,netral,,positif,,positif,harus mencari air panas di kamar mandi karena pada hari terakhir kami,,staf hotel berhasil menyelesaikan masalah tetapi perhatikan.,,lokasi bagus dan sarapan disajikan berdasarkan makanan lokal,,sarapan disajikan berdasarkan makanan lokal
389,Agoda,Hotel Santika Bandung,9/3/2012,hotel santika bandung terletak tepat di seberang pusat perbelanjaan dengan supermarket sehingga sangat nyaman bagi kami untuk mengambil makanan cepat saji atau air dan makanan ringan. hotel ini juga terletak tepat di tengah-tengah area perbelanjaan dengan banyak factory outlet di kiri dan kanan kami. berjalan di sepanjang jalan sangat nyaman.,positif,,,,positif,,netral,supermarket sehingga sangat nyaman bagi kami untuk mengambil makanan cepat saji,,,,hotel ini terletak tepat di seberang pusat perbelanjaan dengan supermarket,,nyaman bagi kami untuk mengambil makanan cepat saji atau air dan makanan ringan
390,Agoda,Hotel Santika Bandung,8/29/2012,itu adalah waktu yang ramai selama idul fitri namun staf tetap menjaga pelayanan yang baik. sayangnya kami tidak bisa mendapatkan tempat tidur king size yang jumlahnya terbatas. (berharap itu diinformasikan di web agoda).,negatif,,positif,,,,,kami tidak bisa mendapatkan tempat tidur king size yang jumlahnya terbatas,,staf tetap menjaga pelayanan yang baik,,,,
391,Agoda,Hotel Santika Bandung,8/23/2012,ini pengalaman menginap yang menyenangkan. hotel ini kecil tapi nyaman untuk menginap karena dekat dengan area perbelanjaan. sarapannya sederhana dan menyenangkan,positif,,,,positif,,positif,hotel ini kecil tapi nyaman untuk menginap karena dekat dengan area perbelanjaan.,,,,hotel ini kecil tapi nyaman untuk menginap karena dekat dengan area perbelanjaan,,sarapannya sederhana dan menyenangkan
392,Agoda,Hotel Santika Bandung,8/20/2012,"saya ingin mengatakan bahwa saya cukup senang dengan layanan ini. semua staf ramah dan memberi saya layanan terbaik mereka. lokasinya juga sangat bagus, dekat dengan fo dan juga beberapa kafe. kolam renangnya tidak begitu bagus, saya mencoba berenang tetapi airnya sangat dingin br dan juga sangat kecil. berhati-hatilah saat memarkir mobil anda, pastikan anda parkir di tempat parkir yang memiliki langit-langit.",,,positif,,positif,negatif,,,,semua staf ramah dan memberi saya layanan terbaik mereka,,"lokasinya juga sangat bagus, dekat dengan fo dan juga beberapa kafe",kolam renang airnya sangat dingin dan juga sangat kecil,
393,Agoda,Hotel Santika Bandung,8/13/2012,"hotelnya cukup tua namun masih terawat, berada di pusat kota, dan dilayani oleh staf yang sangat ramah. dekat dengan beberapa factory outlet dan restoran. lokasi tepat di depan riau junction, supermarket, jalan dago (juanda) dan bip mall. kebersihan hotel ini sangat baik. sarapan di hotel juga menarik.",,positif,positif,,positif,,positif,,kebersihan hotel ini sangat baik,staf yang sangat ramah,,"berada di pusat kota, dan dilayani oleh staf yang sangat ramah",,sarapan di hotel juga menarik
394,Agoda,Hotel Santika Bandung,7/14/2012,"kami menginap 2 malam di hotel santika. rupanya ini lebih untuk penduduk lokal karena kami tidak bertemu banyak orang asing. mereka memiliki transfer bandara gratis dan sarapan prasmanan yang cukup beragam. kamarnya bersih dengan banyak program televisi wi-fi gratis. walaupun bahasa inggris staf hotel kurang bagus, mereka cepat dalam pelayanan kamar. hotel ini sangat nyaman. dalam 5 menit berjalan kaki terdapat supermarket plaza matahari. jarak berjalan kaki ke outlet rahasia. hotel santika berada di persimpangan sehingga kami dapat mendengar jalan yang sibuk. selanjutnya kita bisa mendengar suara pesawat terbang di atas kita.",positif,positif,positif,positif,,positif,positif,hotel ini sangat nyaman,kamarnya bersih dengan banyak program televisi wi-fi gratis.,mereka cepat dalam pelayanan kamar,mereka memiliki transfer bandara gratis dan sarapan prasmanan yang cukup beragam.,,kamarnya bersih dengan banyak program televisi wi-fi gratis.,sarapan prasmanan yang cukup beragam
395,Agoda,Hotel Santika Bandung,7/12/2012,"kami menginap selama 2 malam di hotel ini, lokasi sangat dekat dengan factory outlet dan restoran. saya mendapat akomodasi keluarga ugrade dengan 2 kamar, bukan 2 kamar dengan pintu penghubung.",,,,,positif,,,,,,,lokasi sangat dekat dengan factory outlet dan restoran,,
396,Agoda,Hotel Santika Bandung,7/5/2012,"d hotel dekat dengan banyak objek wisata, seperti taman lalu lintas, mall, museum geologi, restoran, cafe dan. outlet pabrik di luar jalur. menu sarapannya biasa saja, tapi cukup baik untuk anak-anak. sayangnya bagi kami, jus apel terasa sangat asam. dengan desain kesederhanaan kamar yang telah direnovasi, terdapat cukup ruang untuk tempat tidur tambahan dan tas serta 'area anak-anak'.",,,,,positif,,netral,,,,,hotel dekat dengan banyak objek wisata,,"menu sarapannya biasa saja, tapi cukup baik untuk anak-anak"
397,Agoda,Hotel Santika Bandung,7/3/2012,"saya sangat senang menginap di hotel santika. kamarnya bagus, nyaman dan yang paling penting bersih. ketika kami tiba, kami disambut oleh staf yang membantu dan menyenangkan. hotel ini memiliki lokasi yang bagus dan rapi ke pusat perbelanjaan dan supermarket. meja depan membantu kami dalam memutuskan untuk naik taksi atau menyewa mobil dan sopir setiap jam. dia membantu kami menghitung bahwa sewa mobil per jam jauh lebih baik karena tidak ada pelancong yang saya miliki di grup saya. saya akan merekomendasikan teman saya untuk menginap di santika jika mereka mengunjungi bandung.",positif,positif,positif,,positif,,,"kamarnya bagus, nyaman dan yang paling penting bersih","kamarnya bagus, nyaman dan yang paling penting bersih.",kami disambut oleh staf yang membantu dan menyenangkan,,hotel ini memiliki lokasi yang bagus dan rapi ke pusat perbelanjaan,,
398,Agoda,Hotel Santika Bandung,7/3/2012,"stafnya sangat ramah, terutama meja depannya bagus. lokasinya agak jauh dari stasiun tapi dekat dengan pusat perbelanjaan. untuk sarapan, saya ingin menu yang lebih banyak pilihan. fasilitasnya bagus. saya akan mempertimbangkan untuk tinggal di sana lagi ketika saya kembali ke bandung tahun depan.",,,positif,,positif,positif,negatif,,,"stafnya sangat ramah, terutama meja depannya bagus",,lokasinya agak jauh dari stasiun tapi dekat dengan pusat perbelanjaan,fasilitasnya bagus,"untuk sarapan, saya ingin menu yang lebih banyak pilihan"
399,Agoda,Hotel Santika Bandung,7/2/2012,"hotel yang terletak di jantung kota bandung, dikelilingi oleh kawasan perbelanjaan dan beragam makanan. pengalaman menginap yang sangat menyenangkan bersama santika bandung dan akan merekomendasikan hotel ini kepada siapa pun yang pergi ke bandung untuk pengalaman berbelanja dan kuliner. secara keseluruhan pengalaman menginap yang sangat menyenangkan",,,,,positif,,positif,,,,,"hotel yang terletak di jantung kota bandung, dikelilingi oleh kawasan perbelanjaan",,kawasan perbelanjaan dan beragam makanan
400,Agoda,Hotel Santika Bandung,6/28/2012,"hotel yang bagus untuk menginap bersama keluarga, terdapat kolam renang dan restoran yang menyenangkan juga mudah dijangkau kemana-mana seperti pusat perbelanjaan, butik fashion dan kulinery",,,,,positif,positif,,,,,,mudah dijangkau kemana-mana seperti pusat perbelanjaan,terdapat kolam renang dan restoran yang menyenangkan,
401,Agoda,Hotel Santika Bandung,6/25/2012,"pertama kali menggunakan hotel ini. ini adalah hotel tua tapi stafnya sangat ramah. saya mendapat upgrade karena ada yang terlambat check-out. kamarnya rata-rata, tapi cukup layak. agak bising di pagi hari karena kamar saya tepat di atas kolam renang.",negatif,,positif,,,netral,,agak bising di pagi hari karena kamar saya tepat di atas kolam renang,,stafnya sangat ramah,,,agak bising di pagi hari karena kamar saya tepat di atas kolam renang.,
402,Agoda,Hotel Santika Bandung,6/4/2012,lokasi bagus dengan banyak tempat belanja yang bisa dilakukan di siang dan malam hari. staf hotel ramah dan memberikan nasihat dan petunjuk yang baik tentang tempat dan hal yang harus dilakukan. ini adalah perjalanan pertama saya ke bandung jadi bantuan mereka sangat penting. bersulang,,,positif,,positif,,,,,staf hotel ramah dan memberikan nasihat dan petunjuk yang baik,,lokasi bagus dengan banyak tempat belanja,,
403,Agoda,Hotel Santika Bandung,5/30/2012,"secara keseluruhan, saya memiliki pengalaman yang baik menginap di sini. ini adalah hotel tua, jadi fasilitasnya sudah ketinggalan zaman. namun mereka mencoba memperbarui interiornya (tv layar datar, seprai bersih, sofa baru, dll). umumnya bersih. aku menemukan sesuatu yang awalnya tampak seperti pasir di dekat rangka tempat tidur, dan kemudian aku menyadari bahwa itu adalah butiran kayu. saya curiga mungkin ada rayap. saya memesan kamar deluxe bisnis. kamarnya luas tapi mejanya sangat kecil, dan tidak ada bak mandi. pemandangan dari kamar ( 119) buruk: tembok tetangga. lokasinya luar biasa, tepat di pusat kota. berjalan kaki ke bip mall dan pusat factory outlet (jalan riau). pilihan menu layanan kamar sangat buruk. namun, ketika ada begitu banyak restoran bagus di luar hotel, makan di luar menjadi mudah. mini barnya sangat jarang diisi. jika ingin tidur di akhir pekan hindari kamar di lantai 1, karena bersebelahan dengan kolam renang yang paginya ramai dikunjungi anak-anak. panggilan jam 9 setiap hari untuk menawarkan perawatan spa agak mengganggu. stafnya luar biasa: sangat sopan, penuh hormat dan membantu. apakah saya akan tinggal di sana lagi? mungkin tidak.",negatif,positif,positif,,positif,netral,negatif,"ini adalah hotel tua, jadi fasilitasnya sudah ketinggalan zaman.","namun mereka mencoba memperbarui interiornya (tv layar datar, seprai bersih, sofa baru, dll).","stafnya luar biasa: sangat sopan, penuh hormat dan membantu",,"lokasinya luar biasa, tepat di pusat kota","namun mereka mencoba memperbarui interiornya (tv layar datar, seprai bersih, sofa baru, dll).",pilihan menu layanan kamar sangat buruk
404,Agoda,Hotel Santika Bandung,3/22/2012,"jika alasan anda bepergian ke bandung adalah factory outlet, hotel santika bandung adalah pilihan yang tepat. hanya beberapa menit dari jalan riau.",,,,,positif,,,,,,,"hotel santika bandung adalah pilihan yang tepat, hanya beberapa menit dari jalan riau",,
405,Agoda,Hotel Santika Bandung,2/17/2012,"saya memilih hotel ini karena lokasinya, terletak dalam jarak berjalan kaki ke jalan riau, salah satu jalan paling terkenal untuk berbelanja di factory outlet. saya melihat gambar kamar dan fasilitas yang tampak modern dan bagus. di pagi hari saya menerima email dari eksekutif penjualan hotel. pesannya sangat ramah dan informatif, dia bahkan memberi saya peta bandung. pesannya ""hotel santika bandung semuanya sudah direnovasi total baik interior maupun eksteriornya. untuk lantainya kita tidak lagi menggunakan karpet tapi sekarang menggunakan parket. "" check in hotelnya tenang mudah, lobinya bagus, tapi masalah mulai setelah itu. liftnya cuma muat 3 - 4 orang, tua dan bau. area umum selain lobi juga tua dan bau. kamarnya mengecewakan, lebih seperti furnitur finishing baru, televisi lcd sekitar 22"" lebih kecil dari monitor komputer saya, kamar mandi tidak direnovasi, bak mandi dan lemari tua. ada aksesoris baru tapi terlihat murahan dan tidak bermerek. bagaimana mereka bisa bilang sudah direnovasi total? dan akhirnya kaget, kaget bukan lantai karpet tapi juga lantai parket. itu lantai keramik motif kayu. keramiknya paling buruk dari karpet, harganya juga lebih murah, keras dan dingin di malam hari. kebanyakan hotel baru di bandung sudah menggunakan lantai marmer sekitar 10 kali lipat lebih mahal daripada keramik. secara keseluruhan saya mencoba sangat menyukai hotel ini. saya percaya jika mereka tidak memberi saya informasi yang menyesatkan, hotel ini dapat dinilai sebagai rata-rata tetapi karena menyesatkan - mengakui - maka tidak mengucapkan sepatah kata pun sesudahnya.",negatif,netral,positif,netral,positif,netral,,"kamarnya mengecewakan, lebih seperti furnitur finishing baru",untuk lantainya kita tidak lagi menggunakan karpet tapi sekarang menggunakan parket.,""" check in hotelnya tenang mudah, lobinya bagus, tapi masalah mulai setelah itu.","keramiknya paling buruk dari karpet, harganya juga lebih murah, keras dan dingin di malam hari.",terletak dalam jarak berjalan kaki ke jalan riau,saya melihat gambar kamar dan fasilitas yang tampak modern dan bagus.,
406,Agoda,Hotel Santika Bandung,2/6/2012,minuman selamat datangnya cocok untuk pelancong yang baru pertama kali ke bandung. lokasinya terpusat dengan mal besar yang mencakup toko butik dan supermarket serta supermarket cina. pembelian menit terakhir untuk belanja menit terakhir untuk barang-barang pribadi dan makanan khas indonesia.,,,,,positif,,netral,,,,,lokasinya terpusat dengan mal besar yang mencakup toko butik dan supermarket,,untuk barang-barang pribadi dan makanan khas indonesia
407,Agoda,Hotel Santika Bandung,2/6/2012,berlokasi sentral ke sebagian besar toko factory outlet dengan mal besar toko butik di dalam mal dan supermarket di mal. di seberang jalan dari hotel ada supermarket cina.,,,,,positif,,,,,,,berlokasi sentral ke sebagian besar toko factory outlet,,
408,Agoda,Hotel Santika Bandung,6/9/2011,hotel ini terletak di tengah kota bandung di mana anda dapat berjalan kaki ke factory outlet terdekat.,,,,,positif,,,,,,,hotel ini terletak di tengah kota bandung di mana anda dapat berjalan kaki ke factory outlet,,
409,Agoda,Hotel Santika Bandung,5/25/2011,"lokasi bagus, dekat dengan mall dan lokasi kerja yang ingin saya tuju. pelayanan ramah ramah. dan banyak situs yang menyediakan kuliner enak",,,positif,,positif,,,,,pelayanan ramah ramah,,"lokasi bagus, dekat dengan mall dan lokasi kerja",,
410,Agoda,Hotel Santika Bandung,5/24/2011,"tempat menginap yang bagus di bandung, sangat direkomendasikan untuk keluarga menginap disini. lokasinya bagus, anda bisa mengunjungi banyak factory outlet di dekatnya. anda dapat dengan mudah menemukan makanan di sekitar hotel. hotelnya bersih, pegawainya sangat membantu.",,positif,positif,,positif,,,,hotelnya bersih,pegawainya sangat membantu,,"lokasinya bagus, anda bisa mengunjungi banyak factory outlet di dekatnya",,
411,Agoda,Hotel Santika Bandung,3/31/2011,saya menginap hanya 1 (satu) malam namun tampaknya sangat terkesan dengan keramahtamahan staf hotel. lokasi hotel ini sempurna. tepat di pusat kota bandung. ada satu pusat perbelanjaan besar tepat di depannya.,,,positif,,positif,,,,,terkesan dengan keramahtamahan staf hotel,,"lokasi hotel ini sempurna, tepat di pusat kota bandung",,
412,Agoda,Hotel Santika Bandung,10/4/2010,seperti pada review saya di atas hotel yang bagus dan menyenangkan dengan staf yang sangat membantu tetapi kurang fasilitas hotel bintang empat. paling nyaman bagi mereka yang suka berbelanja di factory outlet jalan riau karena jaraknya dapat dicapai dengan berjalan kaki. ada juga pusat perbelanjaan dan supermarket di seberang jalan.,,,positif,,positif,negatif,,,,bagus dan menyenangkan dengan staf yang sangat membantu tetapi kurang fasilitas,,paling nyaman bagi mereka yang suka berbelanja di factory outlet jalan riau,sangat membantu tetapi kurang fasilitas hotel bintang empat,
413,Agoda,Hotel Santika Bandung,8/2/2010,saya dan keluarga saya menikmati kami menginap di hotel santika. kamar kami bagus dan bersih. pasti akan tinggal di sana lagi.,positif,positif,,,,,,kamar kami bagus dan bersih,kamar kami bagus dan bersih.,,,,,
414,Agoda,Hotel Santika Bandung,1/27/2020,"kamar luas, breakfast baik, parkir mobil baik",positif,,,,,positif,positif,kamar luas,,,,,parkir mobil baik,breakfast baik
415,Agoda,Hotel Santika Bandung,12/3/2021,bagus laah walapun bangunan tua,negatif,,,,,,,bagus laah walapun bangunan tua,,,,,,
416,Agoda,Hotel Santika Bandung,2/29/2024,"karena menghadap jalan utama, kebisingan mobil dan motor terdengar sepanjang hari. apalagi di tengah malam, saya terbangun karena suara motor melaju kencang dan kurang tidur. mereka yang sensitif terhadap kebisingan harus menghindarinya.",negatif,,,,,,,kebisingan mobil dan motor terdengar sepanjang hari,,,,,,
417,Agoda,Hotel Santika Bandung,12/13/2014,saya punya masalah saat memasang pancuran.,,,,,,negatif,,,,,,,saya punya masalah saat memasang pancuran,
418,Agoda,Hotel Santika Bandung,3/2/2013,"saya pergi ke sana untuk bekerja, dan stafnya luar biasa dan saya tidak punya apa-apa untuk dikatakan. untuk sarapannya banyak masakan indonesia, jadi bisa menikmati nuansa lokal. namun, bangunannya sudah agak tua.",,,positif,,,,positif,,,stafnya luar biasa,,,,sarapannya banyak masakan indonesia
419,Agoda,Hotel Santika Bandung,3/2/2013,"wi-fi tersedia di kamar, cocok untuk penggunaan kerja. ini memiliki akses yang baik dari bandara dan mudah digunakan.",,,,,,positif,,,,,,,"wi-fi tersedia di kamar, cocok untuk penggunaan kerja",
420,Agoda,Hotel Santika Bandung,12/13/2012,"letaknya di pusat kota dan dekat dengan mall, jadi sangat nyaman. meski bangunannya sudah cukup tua, namun kamarnya luas dan tetap bersih. wi-fi gratis di kamar, tetapi kecepatannya lambat. sarapannya enak, tapi mungkin karena datang di jam sibuk, beberapa hidangan belum siap tepat waktu.",positif,positif,,positif,positif,netral,negatif,kamarnya luas dan tetap bersih,"meski bangunannya sudah cukup tua, namun kamarnya luas dan tetap bersih.",,"wi-fi gratis di kamar, tetapi kecepatannya lambat.",letaknya di pusat kota dan dekat dengan mall,"wi-fi gratis di kamar, tetapi kecepatannya lambat.",beberapa hidangan belum siap tepat waktu
421,Agoda,Hotel Santika Bandung,5/3/2023,"lokasi tenanga, dekat pusat belanja jadi perlu apa2 dekat. didepan hotel ada foodstreet, ada soto yang lumayan enak. staf nya ramah2 dan cekatan. hotel lama tapi sangat terawat kebersihan nya. kamar juga bersih. kamar mandi bersih. semoga sarapan nya bisa diperbaiki menu dan kualitas makanan nya.",positif,positif,positif,,positif,,negatif,kamar mandi bersih.,hotel lama tapi sangat terawat kebersihannya,staf nya ramah2 dan cekatan,,"lokasi tenang, dekat pusat belanja",,semoga sarapan nya bisa diperbaiki menu dan kualitas makanan nya
422,Agoda,Hotel Santika Bandung,4/26/2023,cocok untuk keluarga,,,,,,,,,,,,,,
423,Agoda,Hotel Santika Bandung,12/5/2022,"menginap bersama keluarga di santika bandung, walau hotel sudah nampak lelah perlu banyak maintenance namun memberikan pelayanan yang baik, staf nya ramah dan helpfull. lokasi strategis dekat dengan public space. terima kasih",,,positif,,positif,,,,,"memberikan pelayanan yang baik, staf nya ramah dan helpfull",,lokasi strategis dekat dengan public space,,
424,Agoda,Hotel Santika Bandung,7/7/2022,"tempat yang strategis, dekat pusat kota dan perbelanjaan. cocok untuk staycation jika punya balita",,,,,positif,,,,,,,"tempat yang strategis, dekat pusat kota dan perbelanjaan",,
425,Agoda,Hotel Santika Bandung,12/22/2021,"untuk lokasi hotel ini sangat strategis, kamar relatif luas, namun untuk interior perlu di upgrade",netral,,,,positif,,,kamar relatif luas,,,,untuk lokasi hotel ini sangat strategis,,
426,Agoda,Hotel Santika Bandung,11/16/2021,"lokasi yang super bagus, sayang fasilitas hotel sudah terlalu ketinggalan jaman dan ini berpengaruh pada semangat dan aura pelayanannya.",,,,,positif,negatif,,,,,,lokasi yang super bagus,fasilitas hotel sudah terlalu ketinggalan jaman,
427,Agoda,Hotel Santika Bandung,8/19/2021,harga sangat bagus dengan lokasi tengah kota,,,,positif,positif,,,,,,harga sangat bagus,lokasi tengah kota,,
428,Agoda,Hotel Santika Bandung,6/15/2021,hotel yang lokasinya terbaik. diseberang ada riau junction tempat belanja yang didalamnya ada beragam pusat jajan enak. sampingnnya ada bip mal. dipinggi hotel juga ada tempat jajan kaki 5.,,,,,positif,,,,,,,"lokasi hotel ini sangat strategis, diseberang ada riau junction",,
429,Agoda,Hotel Santika Bandung,1/25/2021,"lokasi yang sangat strategis, staf ramah, kebersihan kamar baik",positif,positif,positif,,positif,,,"lokasi yang sangat strategis, staf ramah, kebersihan kamar baik",kebersihan kamar baik,staf ramah,,lokasi yang sangat strategis,,
430,Agoda,Hotel Santika Bandung,8/1/2020,"lokasi strategis, fasilitas bagus, harga berpatutan. topp lahh",,,,positif,positif,positif,,,,,harga berpatutan,lokasi strategis,fasilitas bagus,
431,Agoda,Hotel Santika Bandung,10/9/2018,"lokasi hotel di tengah keramaian jalan riau. disekitar hotel ada beberapa fo dan resto. suasana hotel tenang, sarapan yang enak dan suasana kamar yang besar dan nyaman.",positif,,,,positif,,positif,"suasana hotel tenang, kamar yang besar dan nyaman",,,,lokasi hotel di tengah keramaian jalan riau,,sarapan yang enak
432,Agoda,Hotel Santika Bandung,9/27/2018,"makanan enak dan bervariasi. budaya sunda kental sekali disini, saya suka",,,,,,,positif,,,,,,,"makanan enak dan bervariasi, budaya sunda kental sekali"
433,Agoda,Hotel Santika Bandung,10/12/2015,"best. hotel yang berhampiran dengan matahari mall, mudah untuk mendapatkan pelbagai jenis makanan. kolam renang yang bersih.",,positif,,,positif,positif,netral,,kolam renang yang bersih.,,,hotel yang berhampiran dengan matahari mall,kolam renang yang bersih,"hotel yang berhampiran dengan matahari mall, mudah untuk mendapatkan pelbagai jenis makanan."
434,Agoda,Hotel Santika Bandung,8/23/2014,hotel yang bagus tetapi lantainya tidak dipasang dengan karpet juga pancuran air dikamar mandinya kurang bagus menyebabkan keseluruhan lantainya menjadi basah.,negatif,netral,,,,,,lantainya tidak dipasang dengan karpet juga pancuran air dikamar mandinya kurang bagus,lantainya tidak dipasang dengan karpet juga pancuran air dikamar mandinya kurang bagus,,,,,
435,Agoda,Hotel Santika Bandung,1/14/2013,"cawangan hotel santika yang terkecil serta bangunan yang lama berbanding santika semarang, jakarta atau surabaya.",,,,,,,,,,,,,,
436,Agoda,Hotel Santika Bandung,7/2/2012,"sangat di rekomendasikan untuk wisatawan yang akan mengunjungi kota bandung, karena terletak di pusat kota dan sangat dekat dengan pusat perbelanjaan bandung indah plaza, dan dekat dengan pusat oleh-oleh.",,,,,positif,,,,,,,terletak di pusat kota dan sangat dekat dengan pusat perbelanjaan bandung indah plaza,,
437,Agoda,Hotel Santika Bandung,6/3/2012,"baru saja bercuti di bandung bersama keluarga pada mei 2012. ini kali ke-2 saya ke bandung. tapi kali pertama menginap di santika hotel. so far so bagus. memang sangat berpuas hati. saya hanya menginap bilik superior, tapi dah cukup selesa. hari pertama sampai, bilik superior sudah habis, walaupun saya telah booking dari awal. namun sebagai tanda maaf, pihak santika telah upgrade our room to suite type with no extra charges. but only for 1 night lor. keesokannya baru lah kami berpindah ke bilik superior. semuanya diuruskan oleh staf santika. balik saja dari pasar baru, semua brg2 dah di transfer to our new room. masuk bilik rehat je. best sgt! mlm nyer lak, boleh pergi fo dkt jalan riaw. dekat sgt2 dengan hotel. jalan kaki je. sarapan pon baik. byk pilihan. thanks santika. we will come again for sure.",,,positif,,positif,,positif,,,semua diuruskan oleh staf santika,,"dekat sgt2 dengan hotel, jalan kaki je ke fo",,"sarapan pon baik, byk pilihan"
