review_id,platform,hotel_name,text_review,text_review_original,date,original_language
3979,Agoda,Hotel Santika Cirebon,"Tidak ada yang perlu dikatakan tentang itu, hanya menginap satu malam. Bersih dan rapi, kamar besar, staf adalah yang terbaik. Sarapan bukanlah pilihan terbatas yang bagus.","There's nothing to say about it, only stayed for one night. Clean and tidy, big room, staffs were the best. Breakfast is not that great limited selection.",2011-12-26,en
3980,Agoda,Hotel Santika Cirebon,"Hotel persis seperti yang diharapkan. Ini yang terbaik di kota, tapi di kota kecil di Jawa, Anda tidak mengharapkan bintang 5. Ini adalah hotel internasional bintang 3. Kamar bersih, agak ketinggalan jaman dan perlu diperbarui. Restoran - hanya mencoba untuk sarapan. Sarapannya cukup, disajikan sampai jam 10 pagi. Kedua hari kami turun pada jam 9 pagi dan sebagian besar semuanya diambil oleh orang yang bangun pagi dan meskipun bertanya kepada manajer, mereka gagal mengisi ulang sebagian besar barang. Tidak dapat diterima. Lokasinya bagus, mudah untuk mencapai tempat-tempat utama di kota. Kolam renangnya besar dan cerah. Bar hotel kosong. Cirebon adalah kota yang tenang -","Hotel exactly what was expected. Its the best in town, but in a small Javanese town, you don't expect 5 star. THis is a 3 star international hotel. Clean rooms, bit dated and in need of some updating. Restaurant - only tried for breakfast. Breakfast is adequate, served till 10 am. Both days we came down at 9 am and most everything was picked over by early risers and despite asking the manager, they failed to refill most things. Not acceptable. Location is good, easy to get to the major sites in town. Pool is large and sunny. Hotel bar is empty. Cirebon is a quiet town -",2011-11-30,en
3981,Agoda,Hotel Santika Cirebon,"Lokasi hotel ditengah kota sangat strategis, dekat dengan pusat perbelanjaan, rumah sakit, transportasi umum, perkantoran. Kebersihannya terjaga dengan baik. Fasilitas kamar cukup lengkap : shower air panas & dingin, toiletries, mini bar, notes & pinsil. Fasilitas hotel cukup lengkap : gym, kolam renang, resto, wifi, tempat parkir luas. Keistimewaan yg berbeda dgn hotel lain, setiap pagi mobil kami sudah kinclong dibersihkan oleh staf hotel 👍🏻👏🏻 Ini kali kedua kami menginap di Santika Hotel Cirebon. Saran : varian menu makanan sarapan pagi tolong ditambah 😊 Terimakasih","Lokasi hotel ditengah kota sangat strategis, dekat dengan pusat perbelanjaan, rumah sakit, transportasi umum, perkantoran. Kebersihannya terjaga dengan baik. Fasilitas kamar cukup lengkap : shower air panas & dingin, toiletries, mini bar, notes & pinsil. Fasilitas hotel cukup lengkap : gym, kolam renang, resto, wifi, tempat parkir luas. Keistimewaan yg berbeda dgn hotel lain, setiap pagi mobil kami sudah kinclong dibersihkan oleh staf hotel 👍🏻👏🏻 Ini kali kedua kami menginap di Santika Hotel Cirebon. Saran : varian menu makanan sarapan pagi tolong ditambah 😊 Terimakasih",2025-01-24,id
3982,Agoda,Hotel Santika Cirebon,"Lokasi berdekatan lokasi perkantoran kota cirebon, kamar luas dengan cukup bersih. Kolam renang bersih dengan disediakan handuk. Staf sangat ramah dan menunjukkan inisiatif untuk membantu terutama yg bertugas di kolam renang dan kebun/ taman sekitar kolam. Untuk makanan biasa saja.","Lokasi berdekatan lokasi perkantoran kota cirebon, kamar luas dengan cukup bersih. Kolam renang bersih dengan disediakan handuk. Staf sangat ramah dan menunjukkan inisiatif untuk membantu terutama yg bertugas di kolam renang dan kebun/ taman sekitar kolam. Untuk makanan biasa saja.",2025-09-15,id
3983,Agoda,Hotel Santika Cirebon,"Hotel dengan lokasi ditengah kota Cirebon dengan fasilitas lengkap dan pelayanan yg baik, staff yg ramah dan helpfull, membuat perjalanan bisnis menjadi menyenangkan. Kamarnya nyaman, toiletries cukup lengkap, menu breakfast beragam dan rasanya lezat. Terimakasih Hotel Santika Cirebon 🙏🏻","Hotel dengan lokasi ditengah kota Cirebon dengan fasilitas lengkap dan pelayanan yg baik, staff yg ramah dan helpfull, membuat perjalanan bisnis menjadi menyenangkan. Kamarnya nyaman, toiletries cukup lengkap, menu breakfast beragam dan rasanya lezat. Terimakasih Hotel Santika Cirebon 🙏🏻",2025-01-14,id
3984,Agoda,Hotel Santika Cirebon,Tempat yg nyaman buat istirahat saya dn keluarga ketika ke kota Cirebon apalagi kolam renangnya luas dn bersih,Tempat yg nyaman buat istirahat saya dn keluarga ketika ke kota Cirebon apalagi kolam renangnya luas dn bersih,2025-10-14,id
3985,Agoda,Hotel Santika Cirebon,"Disambut dengan staf yg ramah dan pelayanan yg baik, kamarnya bersih, fasilitas lainnya lengkap (resto, kolam renang anak dan dewasa, tempat fitness)… next time bisa nginep lagi…","Disambut dengan staf yg ramah dan pelayanan yg baik, kamarnya bersih, fasilitas lainnya lengkap (resto, kolam renang anak dan dewasa, tempat fitness)… next time bisa nginep lagi…",2025-06-15,id
3986,Agoda,Hotel Santika Cirebon,kamar yang indah dengan minibar gratis. kamar mandi yang bagus dengan banyak air panas yang menyenangkan setelah seharian berjalan. juga pijatan de otentik sangat bagus untuk otot-otot yang tegang dan kolam renang yang bagus untuk pagi hari.,beautiful room with free minibar. nice bathroom with lots of hot water which is nice after a long day walking. also de authentic massage is great for acking muscles and a nice swimmingpool for the mornings.,2011-11-22,en
3987,Agoda,Hotel Santika Cirebon,"Santika Hotel di Cirebon adalah bagian dari jaringan di Indonesia dan kami telah tinggal di hotel mereka di Bali. Pelayanannya secara konsisten baik dan hotel ini dirancang dengan baik. Soalnya lalatnya padahal ini endemik di Cirebon yang saya diberitahu banyak membuat ikan asin. Lokasinya bagus dengan akses mudah ke tempat makan populer seperti Mang Dul, kurang dari satu kilometer jauhnya. Namun ada satu peringatan - koordinat Google Maps salah dan jika Anda mengikutinya, Anda akan berakhir di bagian kota yang sama sekali berbeda. Stasiun kereta api tidak terlalu jauh dan hotel menawarkan antar-jemput gratis ke stasiun.","Santika Hotel in Cirebon is part of a chain in Indonesia and we have stayed in their hotel in Bali. The service is consistently good and the hotel is well designed. Problem is the flies though this is endemic in Cirebon which I have been told makes a lot of salted fish. The location is good with easy access to popular eating spots such as Mang Dul less than a kilometer up the road. One warning though - the Google Maps coordinates are wrong and if you follow them, you will end up in an entirely different part of town. THe train station is not too far away and the hotel offers a free shuttle to the station.",2011-11-17,en
3988,Agoda,Hotel Santika Cirebon,"Hotel ini hotel bagus, fasilitas lengkap, makanan enak dan terbaik di Cirebon","This hotel is a good hotel, complete facilities, delicious food and the best in Cirebon",2011-11-10,en
3989,Agoda,Hotel Santika Cirebon,"hotel ini sangat indah, sangat bersih dan layanannya sangat baik. pekerjaan hotel sangat bagus dan luar biasa dan ini adalah tempat yang sangat bagus untuk menginap lagi, saya berterima kasih kepada semua staf hotel...terima kasih","the hotel was very lovely, very clean and the service was very excellent. the works of the hotel were very nice and wonderfull and its very great place to stay again, i thanks all the staff of the hotel...thank you",2011-10-31,en
3990,Agoda,Hotel Santika Cirebon,"Ini adalah pertama kalinya kami menginap di hotel ini dan saya tidak berharap banyak karena harganya. Itu benar-benar hotel yang indah. Ruangan itu sangat besar, pengaturan di kolam renang luar biasa dan hotel ini sangat tenang. Nilai uang yang sangat luar biasa.","This was the first time we stayed at this hotel and I was not expecting much because of the price. It was absolutely a wonderful hotel. The room was very large, the setting at the pool is unbelievable and the hotel is very quiet. An absolutely great value for the money.",2011-10-13,en
3991,Agoda,Hotel Santika Cirebon,"Lokasi hotel ditengah kota sangat strategis, dekat dengan pusat perbelanjaan, rumah sakit, transportasi umum, perkantoran. Kebersihannya terjaga dengan baik. Fasilitas kamar cukup lengkap : shower air panas & dingin, toiletries, mini bar, notes & pinsil. Fasilitas hotel cukup lengkap : gym, kolam renang, resto, wifi, tempat parkir luas. Keistimewaan yg berbeda dgn hotel lain, setiap pagi mobil kami sudah kinclong dibersihkan oleh staf hotel 👍🏻👏🏻 Ini kali kedua kami menginap di Santika Hotel Cirebon. Saran : varian menu makanan sarapan pagi tolong ditambah 😊 Terimakasih","Lokasi hotel ditengah kota sangat strategis, dekat dengan pusat perbelanjaan, rumah sakit, transportasi umum, perkantoran. Kebersihannya terjaga dengan baik. Fasilitas kamar cukup lengkap : shower air panas & dingin, toiletries, mini bar, notes & pinsil. Fasilitas hotel cukup lengkap : gym, kolam renang, resto, wifi, tempat parkir luas. Keistimewaan yg berbeda dgn hotel lain, setiap pagi mobil kami sudah kinclong dibersihkan oleh staf hotel 👍🏻👏🏻 Ini kali kedua kami menginap di Santika Hotel Cirebon. Saran : varian menu makanan sarapan pagi tolong ditambah 😊 Terimakasih",2025-01-24,id
3992,Agoda,Hotel Santika Cirebon,"Lokasi berdekatan lokasi perkantoran kota cirebon, kamar luas dengan cukup bersih. Kolam renang bersih dengan disediakan handuk. Staf sangat ramah dan menunjukkan inisiatif untuk membantu terutama yg bertugas di kolam renang dan kebun/ taman sekitar kolam. Untuk makanan biasa saja.","Lokasi berdekatan lokasi perkantoran kota cirebon, kamar luas dengan cukup bersih. Kolam renang bersih dengan disediakan handuk. Staf sangat ramah dan menunjukkan inisiatif untuk membantu terutama yg bertugas di kolam renang dan kebun/ taman sekitar kolam. Untuk makanan biasa saja.",2025-09-15,id
3993,Agoda,Hotel Santika Cirebon,"Hotel dengan lokasi ditengah kota Cirebon dengan fasilitas lengkap dan pelayanan yg baik, staff yg ramah dan helpfull, membuat perjalanan bisnis menjadi menyenangkan. Kamarnya nyaman, toiletries cukup lengkap, menu breakfast beragam dan rasanya lezat. Terimakasih Hotel Santika Cirebon 🙏🏻","Hotel dengan lokasi ditengah kota Cirebon dengan fasilitas lengkap dan pelayanan yg baik, staff yg ramah dan helpfull, membuat perjalanan bisnis menjadi menyenangkan. Kamarnya nyaman, toiletries cukup lengkap, menu breakfast beragam dan rasanya lezat. Terimakasih Hotel Santika Cirebon 🙏🏻",2025-01-14,id
3994,Agoda,Hotel Santika Cirebon,Tempat yg nyaman buat istirahat saya dn keluarga ketika ke kota Cirebon apalagi kolam renangnya luas dn bersih,Tempat yg nyaman buat istirahat saya dn keluarga ketika ke kota Cirebon apalagi kolam renangnya luas dn bersih,2025-10-14,id
3995,Agoda,Hotel Santika Cirebon,"Disambut dengan staf yg ramah dan pelayanan yg baik, kamarnya bersih, fasilitas lainnya lengkap (resto, kolam renang anak dan dewasa, tempat fitness)… next time bisa nginep lagi…","Disambut dengan staf yg ramah dan pelayanan yg baik, kamarnya bersih, fasilitas lainnya lengkap (resto, kolam renang anak dan dewasa, tempat fitness)… next time bisa nginep lagi…",2025-06-15,id
3996,Agoda,Hotel Santika Cirebon,"Saya sudah melakukan pemesanan 30 menit sebelum check in. Saat saya check in, pemesanan saya masih belum muncul di sistem mereka. Tapi stafnya sangat responsif dan membantu, saya mendapatkan kunci kamar dalam waktu 10 menit :) Hotelnya bagus, di tengah kota. Bersih banget, kamarnya cukup besar.","I've made booking 30 minutes before check in. When I checked in, my booking still not appear yet on their system. But the staff was really responsive and helpful, I got my room key within 10 minutes :) The hotel was nice, it's in the middle of the town. Really clean, the room was large enough.",2011-09-12,en
3997,Agoda,Hotel Santika Cirebon,Pengalaman menginap yang menyenangkan dan saya pribadi menghargai gym yang terawat baik dan sarapan lezat.,Enjoyable stay and I personally appreciated the well maintained gym and yummy breakfasts.,2011-09-06,en
3998,Agoda,Hotel Santika Cirebon,"pengalaman menginap yang sangat menyenangkan. Staf sangat profesional. Makanan enak. Poin negatifnya, Pusat kebugaran perlu diperbarui.","Very nice stay. Staff very professional. Food good. Negative point, Fitness center need to be updated.",2011-08-23,en
3999,Agoda,Hotel Santika Cirebon,Hotel yang menyenangkan dengan staf yang ramah. Namun hotel ini tidak memiliki kemampuan bahasa yang baik dan penutur bahasa Inggris akan kesulitan untuk memahaminya. Setelah jam 7 malam Anda dapat menembakkan meriam di lobi hotel dan tidak mengenai siapa pun.,A pleasant hotel with friendly staff. However the hotel is not strong on langauge skills and English speakers will find it difficult to make themselves understood. After 7pm you could fire a cannon in the hotel foyer and not hit anyone.,2011-07-07,en
4000,Agoda,Hotel Santika Cirebon,"pengalaman menginap kami di hotel santika cirebon sangat menyenangkan. Meskipun semua staf sopan dan penuh hormat, mereka tidak memiliki ketulusan dan kehangatan dalam menyambut kami.","our stay at hotel santika cirebon was pleasant. while all staff were polite and respectful, they lacked the sincerity and warmth in welcoming us.",2011-03-30,en
4001,Agoda,Hotel Santika Cirebon,"Lokasi hotel ditengah kota sangat strategis, dekat dengan pusat perbelanjaan, rumah sakit, transportasi umum, perkantoran. Kebersihannya terjaga dengan baik. Fasilitas kamar cukup lengkap : shower air panas & dingin, toiletries, mini bar, notes & pinsil. Fasilitas hotel cukup lengkap : gym, kolam renang, resto, wifi, tempat parkir luas. Keistimewaan yg berbeda dgn hotel lain, setiap pagi mobil kami sudah kinclong dibersihkan oleh staf hotel 👍🏻👏🏻 Ini kali kedua kami menginap di Santika Hotel Cirebon. Saran : varian menu makanan sarapan pagi tolong ditambah 😊 Terimakasih","Lokasi hotel ditengah kota sangat strategis, dekat dengan pusat perbelanjaan, rumah sakit, transportasi umum, perkantoran. Kebersihannya terjaga dengan baik. Fasilitas kamar cukup lengkap : shower air panas & dingin, toiletries, mini bar, notes & pinsil. Fasilitas hotel cukup lengkap : gym, kolam renang, resto, wifi, tempat parkir luas. Keistimewaan yg berbeda dgn hotel lain, setiap pagi mobil kami sudah kinclong dibersihkan oleh staf hotel 👍🏻👏🏻 Ini kali kedua kami menginap di Santika Hotel Cirebon. Saran : varian menu makanan sarapan pagi tolong ditambah 😊 Terimakasih",2025-01-24,id
4002,Agoda,Hotel Santika Cirebon,"Lokasi berdekatan lokasi perkantoran kota cirebon, kamar luas dengan cukup bersih. Kolam renang bersih dengan disediakan handuk. Staf sangat ramah dan menunjukkan inisiatif untuk membantu terutama yg bertugas di kolam renang dan kebun/ taman sekitar kolam. Untuk makanan biasa saja.","Lokasi berdekatan lokasi perkantoran kota cirebon, kamar luas dengan cukup bersih. Kolam renang bersih dengan disediakan handuk. Staf sangat ramah dan menunjukkan inisiatif untuk membantu terutama yg bertugas di kolam renang dan kebun/ taman sekitar kolam. Untuk makanan biasa saja.",2025-09-15,id
4003,Agoda,Hotel Santika Cirebon,"Hotel dengan lokasi ditengah kota Cirebon dengan fasilitas lengkap dan pelayanan yg baik, staff yg ramah dan helpfull, membuat perjalanan bisnis menjadi menyenangkan. Kamarnya nyaman, toiletries cukup lengkap, menu breakfast beragam dan rasanya lezat. Terimakasih Hotel Santika Cirebon 🙏🏻","Hotel dengan lokasi ditengah kota Cirebon dengan fasilitas lengkap dan pelayanan yg baik, staff yg ramah dan helpfull, membuat perjalanan bisnis menjadi menyenangkan. Kamarnya nyaman, toiletries cukup lengkap, menu breakfast beragam dan rasanya lezat. Terimakasih Hotel Santika Cirebon 🙏🏻",2025-01-14,id
4004,Agoda,Hotel Santika Cirebon,Tempat yg nyaman buat istirahat saya dn keluarga ketika ke kota Cirebon apalagi kolam renangnya luas dn bersih,Tempat yg nyaman buat istirahat saya dn keluarga ketika ke kota Cirebon apalagi kolam renangnya luas dn bersih,2025-10-14,id
4005,Agoda,Hotel Santika Cirebon,"Disambut dengan staf yg ramah dan pelayanan yg baik, kamarnya bersih, fasilitas lainnya lengkap (resto, kolam renang anak dan dewasa, tempat fitness)… next time bisa nginep lagi…","Disambut dengan staf yg ramah dan pelayanan yg baik, kamarnya bersih, fasilitas lainnya lengkap (resto, kolam renang anak dan dewasa, tempat fitness)… next time bisa nginep lagi…",2025-06-15,id
4006,Agoda,Hotel Santika Cirebon,"Hanya tinggal di sana untuk urusan bisnis, jadi tidak bisa menikmati hotel ini sebanyak yang saya inginkan.","Only stayed there for business, so couldn't really enjoy the hotel as much as I would have liked.",2011-01-15,en
4007,Agoda,Hotel Santika Cirebon,Pasti akan menginap di hotel ini lagi untuk perjalanan berikutnya.,Definitely will stay in this hotel again for the next trip.,2010-12-30,en
4008,Agoda,Hotel Santika Cirebon,"ini hanya pengalaman menginap satu hari untuk pertama kalinya, tetapi suasana umum hotel memberikan kesan terakhir yang panjang. lokasinya bagus tapi agak jauh dari kota. akan lebih baik jika memiliki lebih banyak layanan antar-jemput gratis, yang menghubungkan hotel dengan berbagai tempat utama (wisata, transportasi, komersial) di kota.","it is just a first timer's one day stay, but the general ambience of the hotel gave long last impression. the location is nice but rather far from the city. it would be good to have more complimentary shuttle services, connecting the hotel with various main spots (touristic, transportation, commercial)of the city.",2010-12-23,en
4009,Agoda,Hotel Santika Cirebon,"Bagus nyaman bakal nginap disini lagi dan juga pelayanannya sangat ramah, tp butuh renov saja krn bangunan sudah tua terimakasih ya","Bagus nyaman bakal nginap disini lagi dan juga pelayanannya sangat ramah, tp butuh renov saja krn bangunan sudah tua terimakasih ya",2024-04-16,id
4010,Agoda,Hotel Santika Cirebon,"Pertama masuk lobby, hotel cukup lama , tapiiii...kerren banget, makanan enak enak , kamar nya dingin , shower air hangat berfungsi dengan sangat baik Staff nya ramah ramah semua , mantap pokoknya Nginep 2 malam , tapi ntar kalo ke cirebon balik lagi ke santika","Pertama masuk lobby, hotel cukup lama , tapiiii...kerren banget, makanan enak enak , kamar nya dingin , shower air hangat berfungsi dengan sangat baik Staff nya ramah ramah semua , mantap pokoknya Nginep 2 malam , tapi ntar kalo ke cirebon balik lagi ke santika",2024-02-01,id
4011,Agoda,Hotel Santika Cirebon,"Lokasi hotel ditengah kota sangat strategis, dekat dengan pusat perbelanjaan, rumah sakit, transportasi umum, perkantoran. Kebersihannya terjaga dengan baik. Fasilitas kamar cukup lengkap : shower air panas & dingin, toiletries, mini bar, notes & pinsil. Fasilitas hotel cukup lengkap : gym, kolam renang, resto, wifi, tempat parkir luas. Keistimewaan yg berbeda dgn hotel lain, setiap pagi mobil kami sudah kinclong dibersihkan oleh staf hotel 👍🏻👏🏻 Ini kali kedua kami menginap di Santika Hotel Cirebon. Saran : varian menu makanan sarapan pagi tolong ditambah 😊 Terimakasih","Lokasi hotel ditengah kota sangat strategis, dekat dengan pusat perbelanjaan, rumah sakit, transportasi umum, perkantoran. Kebersihannya terjaga dengan baik. Fasilitas kamar cukup lengkap : shower air panas & dingin, toiletries, mini bar, notes & pinsil. Fasilitas hotel cukup lengkap : gym, kolam renang, resto, wifi, tempat parkir luas. Keistimewaan yg berbeda dgn hotel lain, setiap pagi mobil kami sudah kinclong dibersihkan oleh staf hotel 👍🏻👏🏻 Ini kali kedua kami menginap di Santika Hotel Cirebon. Saran : varian menu makanan sarapan pagi tolong ditambah 😊 Terimakasih",2025-01-24,id
4012,Agoda,Hotel Santika Cirebon,"Lokasi berdekatan lokasi perkantoran kota cirebon, kamar luas dengan cukup bersih. Kolam renang bersih dengan disediakan handuk. Staf sangat ramah dan menunjukkan inisiatif untuk membantu terutama yg bertugas di kolam renang dan kebun/ taman sekitar kolam. Untuk makanan biasa saja.","Lokasi berdekatan lokasi perkantoran kota cirebon, kamar luas dengan cukup bersih. Kolam renang bersih dengan disediakan handuk. Staf sangat ramah dan menunjukkan inisiatif untuk membantu terutama yg bertugas di kolam renang dan kebun/ taman sekitar kolam. Untuk makanan biasa saja.",2025-09-15,id
4013,Agoda,Hotel Santika Cirebon,"Hotel dengan lokasi ditengah kota Cirebon dengan fasilitas lengkap dan pelayanan yg baik, staff yg ramah dan helpfull, membuat perjalanan bisnis menjadi menyenangkan. Kamarnya nyaman, toiletries cukup lengkap, menu breakfast beragam dan rasanya lezat. Terimakasih Hotel Santika Cirebon 🙏🏻","Hotel dengan lokasi ditengah kota Cirebon dengan fasilitas lengkap dan pelayanan yg baik, staff yg ramah dan helpfull, membuat perjalanan bisnis menjadi menyenangkan. Kamarnya nyaman, toiletries cukup lengkap, menu breakfast beragam dan rasanya lezat. Terimakasih Hotel Santika Cirebon 🙏🏻",2025-01-14,id
4014,Agoda,Hotel Santika Cirebon,Tempat yg nyaman buat istirahat saya dn keluarga ketika ke kota Cirebon apalagi kolam renangnya luas dn bersih,Tempat yg nyaman buat istirahat saya dn keluarga ketika ke kota Cirebon apalagi kolam renangnya luas dn bersih,2025-10-14,id
4015,Agoda,Hotel Santika Cirebon,"Disambut dengan staf yg ramah dan pelayanan yg baik, kamarnya bersih, fasilitas lainnya lengkap (resto, kolam renang anak dan dewasa, tempat fitness)… next time bisa nginep lagi…","Disambut dengan staf yg ramah dan pelayanan yg baik, kamarnya bersih, fasilitas lainnya lengkap (resto, kolam renang anak dan dewasa, tempat fitness)… next time bisa nginep lagi…",2025-06-15,id
4016,Agoda,Hotel Santika Cirebon,"Saya selalu nyaman menginap di hotel santika di Cirebon Hotel ini selalu menjadi tempat favorit saya untuk menginap dan banyak kenangan saya di hotel ini Hotel ini tidak jauh dari semua yang ingin Anda lakukan, Jika Anda ingin mengambil dan pergi kemana-mana di daerah Cirebon biayanya sangat nyaman untuk berkeliling perjalanan Anda, Jadi yang bisa saya katakan adalah hotel santika ini yang paling nyaman untuk menginap dan dijalani❤️❤️😃❤️","I am always comfortable staying this hotel santika at Cirebon This hotel always my favourite place to stay and lots of my memorable this hotel This hotel it’s not far from everything you want to do, If you want to catch a grab and to go everywhere in Cirebon area the cost it’s so comfortable to go around your trips, So all I can said is this hotel santika it’s the most comfortable to stay and to lived for❤️❤️😃❤️",2024-01-20,en
4017,Agoda,Hotel Santika Cirebon,"Saat bingung mau menginap dimana, pilihan ke Santika selalu yang paling aman. Standar hotelnya selalu sama meskipun di kota yang berbeda. Sudah beberapa kali ke Santika Cirebon, kamar cukup luas, bersih, dan suasana tenang untuk istirahat","Saat bingung mau menginap dimana, pilihan ke Santika selalu yang paling aman. Standar hotelnya selalu sama meskipun di kota yang berbeda. Sudah beberapa kali ke Santika Cirebon, kamar cukup luas, bersih, dan suasana tenang untuk istirahat",2024-01-01,id
4018,Agoda,Hotel Santika Cirebon,"Dari tahun 90-an orang tua saya memilih hotel Santika. Dan kita kembali ke sini setelah bertahun² kemudian untuk nostalgia. Kamarnya masih seperti dulu, tapi kalau bisa mohon di perhatikan kembali kamar² yang perlu di perbaiki. Seperti drainase kamar mandi, lemari, dll Untuk restorannya Tamansari, makanannya bervariasi, pelayanannya juga bagus 👍🏼👍🏼👍🏼👍🏼. Fasilitas seperti kolam renang masih seperti dulu. Anak saya suka sampai masih pengen main. Padahal sudah bersin² 😅🤦🏻‍♀️. Fasilitas jemput dan antar ke stasiunnya juga bagus 👍🏼👍🏼👍🏼👍🏼. Receptionist-nya juga sangat membantu 👍🏼👍🏼👍🏼👍🏼 (Mas Wardi, Mas Yoga, Mba Upit, Mba Melanda). Terima kasih Hotel Santika yang sudah menemani nostalgia saya dan keluarga. Pertahankan nilai tradisional-nya.","Dari tahun 90-an orang tua saya memilih hotel Santika. Dan kita kembali ke sini setelah bertahun² kemudian untuk nostalgia. Kamarnya masih seperti dulu, tapi kalau bisa mohon di perhatikan kembali kamar² yang perlu di perbaiki. Seperti drainase kamar mandi, lemari, dll Untuk restorannya Tamansari, makanannya bervariasi, pelayanannya juga bagus 👍🏼👍🏼👍🏼👍🏼. Fasilitas seperti kolam renang masih seperti dulu. Anak saya suka sampai masih pengen main. Padahal sudah bersin² 😅🤦🏻‍♀️. Fasilitas jemput dan antar ke stasiunnya juga bagus 👍🏼👍🏼👍🏼👍🏼. Receptionist-nya juga sangat membantu 👍🏼👍🏼👍🏼👍🏼 (Mas Wardi, Mas Yoga, Mba Upit, Mba Melanda). Terima kasih Hotel Santika yang sudah menemani nostalgia saya dan keluarga. Pertahankan nilai tradisional-nya.",2023-08-09,id
4019,Agoda,Hotel Santika Cirebon,"Nama besar santika emang ga perlu diraguin lagi. Semua aspek hotel bagus tuh terpenuhi. kebersihan kamar, lobby, lift lorong, kolam renang semua bagus. Staff ramah. Makanan di resto pas sarapan enak semua. bakal balik lg ke santika kalo ke luar kota","Nama besar santika emang ga perlu diraguin lagi. Semua aspek hotel bagus tuh terpenuhi. kebersihan kamar, lobby, lift lorong, kolam renang semua bagus. Staff ramah. Makanan di resto pas sarapan enak semua. bakal balik lg ke santika kalo ke luar kota",2023-07-03,id
4020,Agoda,Hotel Santika Cirebon,"Hotelnya memang sudah agak tua tetapi fasilitas dan kebersihannya sangat terjaga baik. Kamar sangat nyaman, kamar mandi ok. Staff ramah dan helpful. Pak security bahkan mengantar kami ke CSB.","Hotelnya memang sudah agak tua tetapi fasilitas dan kebersihannya sangat terjaga baik. Kamar sangat nyaman, kamar mandi ok. Staff ramah dan helpful. Pak security bahkan mengantar kami ke CSB.",2023-01-13,id
4021,Agoda,Hotel Santika Cirebon,"Lokasi hotel ditengah kota sangat strategis, dekat dengan pusat perbelanjaan, rumah sakit, transportasi umum, perkantoran. Kebersihannya terjaga dengan baik. Fasilitas kamar cukup lengkap : shower air panas & dingin, toiletries, mini bar, notes & pinsil. Fasilitas hotel cukup lengkap : gym, kolam renang, resto, wifi, tempat parkir luas. Keistimewaan yg berbeda dgn hotel lain, setiap pagi mobil kami sudah kinclong dibersihkan oleh staf hotel 👍🏻👏🏻 Ini kali kedua kami menginap di Santika Hotel Cirebon. Saran : varian menu makanan sarapan pagi tolong ditambah 😊 Terimakasih","Lokasi hotel ditengah kota sangat strategis, dekat dengan pusat perbelanjaan, rumah sakit, transportasi umum, perkantoran. Kebersihannya terjaga dengan baik. Fasilitas kamar cukup lengkap : shower air panas & dingin, toiletries, mini bar, notes & pinsil. Fasilitas hotel cukup lengkap : gym, kolam renang, resto, wifi, tempat parkir luas. Keistimewaan yg berbeda dgn hotel lain, setiap pagi mobil kami sudah kinclong dibersihkan oleh staf hotel 👍🏻👏🏻 Ini kali kedua kami menginap di Santika Hotel Cirebon. Saran : varian menu makanan sarapan pagi tolong ditambah 😊 Terimakasih",2025-01-24,id
4022,Agoda,Hotel Santika Cirebon,"Lokasi berdekatan lokasi perkantoran kota cirebon, kamar luas dengan cukup bersih. Kolam renang bersih dengan disediakan handuk. Staf sangat ramah dan menunjukkan inisiatif untuk membantu terutama yg bertugas di kolam renang dan kebun/ taman sekitar kolam. Untuk makanan biasa saja.","Lokasi berdekatan lokasi perkantoran kota cirebon, kamar luas dengan cukup bersih. Kolam renang bersih dengan disediakan handuk. Staf sangat ramah dan menunjukkan inisiatif untuk membantu terutama yg bertugas di kolam renang dan kebun/ taman sekitar kolam. Untuk makanan biasa saja.",2025-09-15,id
4023,Agoda,Hotel Santika Cirebon,"Hotel dengan lokasi ditengah kota Cirebon dengan fasilitas lengkap dan pelayanan yg baik, staff yg ramah dan helpfull, membuat perjalanan bisnis menjadi menyenangkan. Kamarnya nyaman, toiletries cukup lengkap, menu breakfast beragam dan rasanya lezat. Terimakasih Hotel Santika Cirebon 🙏🏻","Hotel dengan lokasi ditengah kota Cirebon dengan fasilitas lengkap dan pelayanan yg baik, staff yg ramah dan helpfull, membuat perjalanan bisnis menjadi menyenangkan. Kamarnya nyaman, toiletries cukup lengkap, menu breakfast beragam dan rasanya lezat. Terimakasih Hotel Santika Cirebon 🙏🏻",2025-01-14,id
4024,Agoda,Hotel Santika Cirebon,Tempat yg nyaman buat istirahat saya dn keluarga ketika ke kota Cirebon apalagi kolam renangnya luas dn bersih,Tempat yg nyaman buat istirahat saya dn keluarga ketika ke kota Cirebon apalagi kolam renangnya luas dn bersih,2025-10-14,id
4025,Agoda,Hotel Santika Cirebon,"Disambut dengan staf yg ramah dan pelayanan yg baik, kamarnya bersih, fasilitas lainnya lengkap (resto, kolam renang anak dan dewasa, tempat fitness)… next time bisa nginep lagi…","Disambut dengan staf yg ramah dan pelayanan yg baik, kamarnya bersih, fasilitas lainnya lengkap (resto, kolam renang anak dan dewasa, tempat fitness)… next time bisa nginep lagi…",2025-06-15,id
