ID_Review,Platform,Nama_Hotel,Review_Date,Text_Review,Kenyamanan,Kebersihan,Pelayanan,Harga,Lokasi,Fasilitas,Makanan,Alasan_Kenyamanan,Alasan_Kebersihan,Alasan_Pelayanan,Alasan_Harga,Alasan_Lokasi,Alasan_Fasilitas,Alasan_Makanan
3578,Tiket,Hotel Santika Bandung,12/24/2025,"bagus, bersih, nyaman. lokasi strategis.",positif,positif,none,none,positif,none,none,nyaman,bersih,,,lokasi strategis,,
3581,Tiket,Hotel Santika Bandung,12/12/2025,akses mudah ke toko-toko terdekat. staf ramah anak.,none,none,positif,none,positif,none,none,,,staf ramah anak.,,akses mudah ke toko-toko terdekat.,,
3584,Tiket,Hotel Santika Bandung,12/9/2025,"nyaman, strategis dan makanan enak""",positif,none,none,none,positif,none,positif,nyaman,,,,strategis,,makanan enak
3585,Tiket,Hotel Santika Bandung,12/6/2025,"bagus, bersih, nyaman. top pokoknya",positif,positif,none,none,none,none,none,"bagus, bersih, nyaman.","bagus, bersih, nyaman.",,,,,
3586,Tiket,Hotel Santika Bandung,12/2/2025,"bersih, dan makanan enak",none,positif,none,none,none,none,positif,,bersih,,,,,makanan enak
3587,Tiket,Hotel Santika Bandung,11/21/2025,staf penitipan anak yang ramah.,none,none,positif,none,none,none,none,,,staf penitipan anak yang ramah.,,,,
3588,Tiket,Hotel Santika Bandung,11/20/2025,kebersihan terjaga dengan baik. menu kreatif. layanan pelanggan yang ramah. harga bersaing.,none,positif,positif,positif,none,none,netral,,kebersihan terjaga dengan baik,layanan pelanggan yang ramah,harga bersaing,,,menu kreatif.
3589,Tiket,Hotel Santika Bandung,11/14/2025,kamar bersih yang menawan. kuliner dengan presentasi sempurna. hotel super hemat. lingkungan yang menyenangkan.,positif,positif,none,none,none,none,none,kamar bersih yang menawan.,kamar bersih yang menawan.,,,,,
3590,Tiket,Hotel Santika Bandung,11/13/2025,kamar yang luas. resepsionis profesional dan asli. lokasi strategis. membersihkan. tempat parkir yang luas.,positif,positif,positif,none,positif,positif,none,kamar yang luas,membersihkan,resepsionis profesional,,lokasi strategis,tempat parkir yang luas,
3591,Tiket,Hotel Santika Bandung,11/3/2025,tempatnya bersih dan strategis,none,positif,none,none,positif,none,none,,tempatnya bersih,,,strategis,,
3592,Tiket,Hotel Santika Bandung,10/28/2025,kebersihan parkir sangat baik.,none,none,none,none,none,positif,none,,,,,,kebersihan parkir sangat baik.,
3593,Tiket,Hotel Santika Bandung,10/5/2025,kamarnya berkilauan. program liburan anak-anak.,none,none,none,none,none,none,none,,,,,,,
3594,Tiket,Hotel Santika Bandung,9/17/2025,"bagus banget, deket dengan keramaian kota sanitasi terbaik. tempat tidur yang nyaman. ada menu yang menggugah selera.",positif,positif,none,none,positif,none,positif,tempat tidur yang nyaman,sanitasi terbaik,,,deket dengan keramaian kota,,ada menu yang menggugah selera
3596,Tiket,Hotel Santika Bandung,9/8/2025,"rekomen bgt! asik tempatnya, makanannya enak",none,none,none,none,none,none,positif,,,,,,,makanannya enak
3597,Tiket,Hotel Santika Bandung,9/5/2025,kamarnya bersih dan segar. area parkir sangat tertata.,none,positif,none,none,none,netral,none,,kamarnya bersih dan segar.,,,,area parkir sangat tertata.,
3598,Tiket,Hotel Santika Bandung,8/28/2025,kemana2 deket dan nyaman,positif,none,none,none,none,none,none,kemana2 deket dan nyaman,,,,,,
3599,Tiket,Hotel Santika Bandung,8/26/2025,"harga murah, kamar luas, saat bf variasi makanannya dikit, air kolam renang nya dingin banget",positif,none,none,positif,none,negatif,negatif,kamar luas,,,harga murah,,air kolam renang nya dingin banget,saat bf variasi makanannya dikit
3601,Tiket,Hotel Santika Bandung,8/7/2025,toilet bersih. nuansa elegan. petugas parkir cepat tanggap. suhu ruangan yang dapat disesuaikan. staf ahli.,positif,positif,positif,none,none,positif,none,suhu ruangan yang dapat disesuaikan,toilet bersih,petugas parkir cepat tanggap. staf ahli,,,petugas parkir cepat tanggap.,
3602,Tiket,Hotel Santika Bandung,8/7/2025,kebersihan maksimal. air conditioner yang efisien. sentuhan antik. suasana kolam renang yang menyenangkan. interiornya instagrammable.,positif,positif,none,none,none,positif,none,air conditioner yang efisien,kebersihan maksimal,,,,suasana kolam renang yang menyenangkan,
3603,Tiket,Hotel Santika Bandung,7/24/2025,suasana bersih yang menarik.,none,positif,none,none,none,none,none,,suasana bersih yang menarik.,,,,,
3604,Tiket,Hotel Santika Bandung,7/24/2025,"hotel lokasi strategis, staf ramah pake banget, menu sarapan bagus, pokoknya bagus",none,none,positif,none,positif,none,positif,,,staf ramah pake banget,,hotel lokasi strategis,,menu sarapan bagus
3606,Tiket,Hotel Santika Bandung,7/22/2025,rekomendasi rapi dan teratur. layanan kamar keluarga.,none,none,netral,none,none,none,none,,,layanan kamar keluarga.,,,,
3607,Tiket,Hotel Santika Bandung,7/18/2025,"dekat dengan stasiun dan berbagai restoran juga mall. tetapi akses parkir terbatas, tersedia layanan vallet",none,none,netral,none,positif,negatif,none,,,"tetapi akses parkir terbatas, tersedia layanan vallet",,dekat dengan stasiun dan berbagai restoran juga mall,akses parkir terbatas,
3609,Tiket,Hotel Santika Bandung,7/12/2025,makanan khas lokal yang menyenangkan.,none,none,none,none,none,none,positif,,,,,,,makanan khas lokal yang menyenangkan.
3611,Tiket,Hotel Santika Bandung,7/5/2025,secara keseluruhan rapi. pemandangan tepi kolam renang yang indah. sarapan lezat dan beragam.,netral,none,none,none,none,positif,positif,pemandangan tepi kolam renang yang indah.,,,,,pemandangan tepi kolam renang yang indah,sarapan lezat dan beragam
3612,Tiket,Hotel Santika Bandung,6/29/2025,hotel lama perlu perbaikan dan renovasi,negatif,none,none,none,none,none,none,hotel lama perlu perbaikan dan renovasi,,,,,,
3613,Tiket,Hotel Santika Bandung,6/28/2025,"hotelnya wangi, bersih, stafnya ramah",none,positif,positif,none,none,none,none,,"hotelnya wangi, bersih",stafnya ramah,,,,
3616,Tiket,Hotel Santika Bandung,6/12/2025,kamarnya bersih dan segar. interior ramah anak-anak. makanan lezat dan bergizi.,none,positif,none,none,none,none,positif,,kamarnya bersih,,,,,makanan lezat dan bergizi
3617,Tiket,Hotel Santika Bandung,6/11/2025,"hotel old school yang menyenangkan, pelayanan baik, fasiltas bagus, kolam renang bersih, gym ada, sepeda tersedia, makanan enak lokasinya dekat dengan mall, di sekitarnya banyak tempat makan enak2. komplit sudah maaf tidak bisa upload foto, filenya hi res karena saya suka dengan detail arsitekturalnya, keren",none,positif,positif,none,positif,positif,positif,,kolam renang bersih,pelayanan baik,,"lokasinya dekat dengan mall, di sekitarnya banyak tempat makan enak2","fasiltas bagus, kolam renang bersih, gym ada, sepeda tersedia",makanan enak
3618,Tiket,Hotel Santika Bandung,6/9/2025,seru banget. santika selalu menjadi tujuan saya untuk menginap baik untuk teman maupun perjalanan bisnis,none,none,none,none,none,none,none,,,,,,,
3619,Tiket,Hotel Santika Bandung,6/3/2025,bagus kolam renang dengan air panas.,positif,none,none,none,none,positif,none,bagus kolam renang dengan air panas.,,,,,bagus kolam renang dengan air panas,
3620,Tiket,Hotel Santika Bandung,5/30/2025,kebersihannya terjaga dengan baik.,none,none,none,none,none,none,none,,,,,,,
3621,Tiket,Hotel Santika Bandung,5/9/2025,desain interior yang menawan.,none,none,none,none,none,none,none,,,,,,,
3622,Tiket,Hotel Santika Bandung,4/25/2025,"sangat ramah para staffnya dan makanannya juga enak""",none,none,positif,none,none,none,positif,,,sangat ramah para staffnya,,,,makanannya juga enak
3623,Tiket,Hotel Santika Bandung,4/24/2025,"nyaman, tengah kota,",positif,none,none,none,positif,none,none,nyaman,,,,tengah kota,,
3624,Tiket,Hotel Santika Bandung,4/24/2025,"libur lebaran kemarin setelah balik dari surabaya, mendadak mampir ke bandung, cari sana sini akhirnya stay di santika untuk 3 hari, karena memang sudah menjadi member myvalue, lokasinya strategis di tengah kota, dekat tempat makan, mall dan staf yang ramah, cek in yang smooth, dan sarapannya enak karena ada menu2 tradisional. ",none,none,positif,none,positif,none,positif,,,"staf yang ramah, cek in yang smooth",,"lokasinya strategis di tengah kota, dekat tempat makan, mall",,sarapannya enak karena ada menu2 tradisional
3625,Tiket,Hotel Santika Bandung,4/21/2025,"bersenang, bersih, strategis, tenang",positif,positif,none,none,positif,none,none,tenang,bersih,,,strategis,,
3626,Tiket,Hotel Santika Bandung,4/20/2025,layanan yang berfokus pada tamu. resepsionis ramah dan ramah anak.,none,none,positif,none,none,none,none,,,resepsionis ramah dan ramah anak.,,,,
3628,Tiket,Hotel Santika Bandung,4/16/2025,baik. bersih. strategis,none,positif,none,none,positif,none,none,,bersih.,,,strategis,,
3629,Tiket,Hotel Santika Bandung,4/3/2025,"kamarnya bersih dan segar. interior yang luar biasa. pemandangan menakjubkan. harga murah, kualitas tinggi. kamarnya bersih dan segar. interior yang luar biasa. pemandangan menakjubkan. harga murah, kualitas tinggi.",netral,positif,none,positif,none,none,none,pemandangan menakjubkan.,kamarnya bersih dan segar,,"harga murah, kualitas tinggi",,,
3630,Tiket,Hotel Santika Bandung,3/13/2025,menyenangkan polite service.,none,none,netral,none,none,none,none,,,menyenangkan polite service.,,,,
3631,Tiket,Hotel Santika Bandung,3/11/2025,"kamar bagus, pelayanan bagus, lokasi bagus",positif,none,positif,none,positif,none,none,kamar bagus,,pelayanan bagus,,lokasi bagus,,
3632,Tiket,Hotel Santika Bandung,3/4/2025,"bagus deket juga dari pusat perbelanjaan yang pasti bersih, yang penting buat anak2 berenang nyaman.",none,positif,none,none,positif,positif,none,,"bagus deket juga dari pusat perbelanjaan yang pasti bersih, yang penting buat anak2 berenang nyaman.",,,deket juga dari pusat perbelanjaan,buat anak2 berenang nyaman,
3633,Tiket,Hotel Santika Bandung,2/27/2025,makanan enak kamar bagus dan bersih,positif,positif,none,none,none,none,positif,kamar bagus,kamar bagus dan bersih,,,,,makanan enak
3634,Tiket,Hotel Santika Bandung,2/25/2025,kamar segar banget. hidangan tradisional lezat.,none,none,none,none,none,none,netral,,,,,,,hidangan tradisional lezat.
3635,Tiket,Hotel Santika Bandung,2/15/2025,makanan bikin berselera makan. kebersihan dan kenyamanan nomor satu.,none,positif,none,none,none,none,positif,,kebersihan dan kenyamanan nomor satu,,,,,makanan bikin berselera makan
3636,Tiket,Hotel Santika Bandung,2/11/2025,makanannya bervariatif,none,none,none,none,none,none,positif,,,,,,,makanannya bervariatif
3637,Tiket,Hotel Santika Bandung,2/11/2025,"kamarnya cozy, akses ke kota nya dekat sekali, pelayanannya excellent",positif,none,positif,none,positif,none,none,kamarnya cozy,,pelayanannya excellent,,akses ke kota nya dekat sekali,,
3638,Tiket,Hotel Santika Bandung,1/31/2025,menyenangkan dan efisien. mohon ditinkatkan,none,none,none,none,none,none,none,,,,,,,
3639,Tiket,Hotel Santika Bandung,1/24/2025,"bagus, good, dekat kota",none,none,none,none,positif,none,none,,,,,"bagus, good, dekat kota",,
3642,Tiket,Hotel Santika Bandung,1/19/2025,ruangan lega dan nyaman dekat pusat perbelanjaan bip bersih dan klasik,positif,positif,none,none,positif,none,none,ruangan lega dan nyaman,bersih,,,dekat pusat perbelanjaan bip,,
3643,Tiket,Hotel Santika Bandung,1/14/2025,daerah bandung kota jadi dekat kemana mana,none,none,none,none,positif,none,none,,,,,daerah bandung kota jadi dekat kemana mana,,
3644,Tiket,Hotel Santika Bandung,1/13/2025,kebersihan sangat baik. kamar sangat bersih. resepsionis yang ramah anak dan terlatih baik.,none,positif,positif,none,none,none,none,,kebersihan sangat baik. kamar sangat bersih,resepsionis yang ramah,,,,
3645,Tiket,Hotel Santika Bandung,1/10/2025,akses mudah ke mana-mana. tempat parkir memadai. fasilitas kolam yang mewah.,none,none,none,none,positif,positif,none,,,,,akses mudah ke mana-mana,tempat parkir memadai. fasilitas kolam yang mewah,
3646,Tiket,Hotel Santika Bandung,1/7/2025,fasilitas sangat bersih terawat. parkir mudah diakses. resepsionis ramah baget.,none,positif,positif,none,none,positif,none,,fasilitas sangat bersih terawat,resepsionis ramah baget,,,parkir mudah diakses,
3647,Tiket,Hotel Santika Bandung,1/4/2025,suka dan sudah incer lama karena ada ev chargingnya,none,none,none,none,none,none,none,,,,,,,
3648,Tiket,Hotel Santika Bandung,1/2/2025,"gg, bagus, nyaman, menarik",positif,none,none,none,none,none,none,"gg, bagus, nyaman, menarik",,,,,,
3650,Tiket,Hotel Santika Bandung,12/27/2024,keramahtamahan yang luar biasa dengan kamar yang luas dan bersih,positif,positif,positif,none,none,none,none,kamar yang luas,kamar yang luas dan bersih,keramahtamahan yang luar biasa,,,,
3652,Tiket,Hotel Santika Bandung,12/24/2024,"bagus surantap, tapi kamarnya bau rokok",negatif,none,none,none,none,none,none,kamarnya bau rokok,,,,,,
3653,Tiket,Hotel Santika Bandung,12/19/2024,hotel baik sarapan juga baik,none,none,none,none,none,none,positif,,,,,,,sarapan juga baik
3654,Tiket,Hotel Santika Bandung,12/19/2024,pelayan yang sigap dan tulus.,none,none,none,none,none,none,none,,,,,,,
3655,Tiket,Hotel Santika Bandung,12/19/2024,pwlayanannya best banget,none,none,none,none,none,none,none,,,,,,,
3657,Tiket,Hotel Santika Bandung,12/17/2024,untuk yang kedua kalinya nginap disini.,none,none,none,none,none,none,none,,,,,,,
3658,Tiket,Hotel Santika Bandung,12/15/2024,"pelayanan baik semua, menu sarapannya lengkap dan enak enak",none,none,positif,none,none,none,positif,,,pelayanan baik semua,,,,menu sarapannya lengkap dan enak enak
3659,Tiket,Hotel Santika Bandung,12/6/2024,kamar bersih dan bagus banget. kebersihan dan kenyamanan nomor satu.,positif,positif,none,none,none,none,none,kebersihan dan kenyamanan nomor satu,kamar bersih dan bagus banget,,,,,
3660,Tiket,Hotel Santika Bandung,12/6/2024,kamar tidak bikin alegri. staf pengasuh ramah.,none,none,positif,none,none,none,none,,,staf pengasuh ramah.,,,,
3662,Tiket,Hotel Santika Bandung,11/26/2024,bagus dekat dengan pusat hiburan.,none,none,none,none,positif,none,none,,,,,bagus dekat dengan pusat hiburan.,,
3663,Tiket,Hotel Santika Bandung,11/25/2024,lokasi aman untuk keluarga. makanan sangat lezat. kamar sangat bersih.,none,positif,none,none,positif,none,positif,,kamar sangat bersih,,,lokasi aman untuk keluarga,,makanan sangat lezat
3664,Tiket,Hotel Santika Bandung,11/23/2024,"diluar dugaan, meskipun bangunan tua tapi nyaman dan bersih, apalagi kamar mandi nya dengan shower yang air nya kencang mantap. bakal nginep disini lagi. jaga kebersihan yang paling penting ya",positif,positif,none,none,none,none,none,meskipun bangunan tua tapi nyaman,"bersih, apalagi kamar mandi nya dengan shower yang air nya kencang mantap",,,,,
3665,Tiket,Hotel Santika Bandung,11/18/2024,"tempat dekat rs dan riau juction. pelayanan ramah dan bersahabat. kebersihan baik hotel terjangkau, pilihan terbaik.",none,positif,positif,positif,positif,none,none,,kebersihan baik,pelayanan ramah dan bersahabat,hotel terjangkau,tempat dekat rs dan riau juction,,
3666,Tiket,Hotel Santika Bandung,11/18/2024,tempat bagus bersih dan makanan enak. bagus,none,positif,none,none,none,none,positif,,tempat bagus bersih,,,,,makanan enak
3667,Tiket,Hotel Santika Bandung,11/10/2024,bagus hotel. dekat mall. menyenangkan menginap dihotel ini.,none,none,none,none,positif,none,none,,,,,dekat mall,,
3668,Tiket,Hotel Santika Bandung,11/7/2024,kebersihan yang terjaga baik. kebersihan yang terjaga baik. staf yang penuh perhatian dan peduli.,none,positif,positif,none,none,none,none,,kebersihan yang terjaga baik,staf yang penuh perhatian dan peduli,,,,
3669,Tiket,Hotel Santika Bandung,11/5/2024,"baik gaada masalah enak pula, sarapan baik",none,none,none,none,none,none,positif,,,,,,,sarapan baik
3670,Tiket,Hotel Santika Bandung,10/29/2024,"kebersihan sangat baik. lokasi strategis untuk keluarga. suasana kolam cerah. harga terjangkau, kualitas tinggi.",none,positif,none,positif,positif,netral,none,,kebersihan sangat baik,,"harga terjangkau, kualitas tinggi",lokasi strategis untuk keluarga,suasana kolam cerah.,
3671,Tiket,Hotel Santika Bandung,10/20/2024,sipsipsipspsispsispsispsispsispsispsisps,none,none,none,none,none,none,none,,,,,,,
3672,Tiket,Hotel Santika Bandung,10/17/2024,"sedari dulu kami suka dengan hotel ini, meski sudah lama tetap nyaman. karyawannya tetap konsisten dalam pelayanan, ramah, sopan, senyum dan help full. harga tidak terlalu mahal dan dekat dengan mall",positif,none,positif,positif,positif,none,none,meski sudah lama tetap nyaman,,"karyawannya tetap konsisten dalam pelayanan, ramah, sopan, senyum dan help full",harga tidak terlalu mahal,dekat dengan mall,,
3673,Tiket,Hotel Santika Bandung,10/14/2024,bagus dan nyaman cocok buat kluaraga,positif,none,none,none,none,none,none,bagus dan nyaman cocok buat kluaraga,,,,,,
3674,Tiket,Hotel Santika Bandung,10/8/2024,sistem kebersihan udara bagus.,none,none,none,none,none,none,none,,,,,,,
3675,Tiket,Hotel Santika Bandung,10/7/2024,ramah bersih nyaman kids ramah dekat dengan mana2,positif,positif,positif,none,positif,none,none,nyaman,bersih,ramah,,dekat dengan mana2,,
3676,Tiket,Hotel Santika Bandung,10/5/2024,kebersihan kamar sangat dijaga. staf penerima tamu ramah banget.,none,positif,positif,none,none,none,none,,kebersihan kamar sangat dijaga,staf penerima tamu ramah banget,,,,
3677,Tiket,Hotel Santika Bandung,9/23/2024,parkir mudah dijangkau.,none,none,none,none,none,positif,none,,,,,,parkir mudah dijangkau.,
3678,Tiket,Hotel Santika Bandung,9/17/2024,"kamar bersih, sarapan baik, bagus kamar terjaga bersih.",positif,positif,none,none,none,none,positif,"kamar bersih, sarapan baik, bagus kamar terjaga bersih.","kamar bersih, bagus kamar terjaga bersih",,,,,sarapan baik
3679,Tiket,Hotel Santika Bandung,9/15/2024,"bagus dan bagus hotelnya, tidur nyenyak",positif,none,none,none,none,none,none,tidur nyenyak,,,,,,
3680,Tiket,Hotel Santika Bandung,9/6/2024,pengalaman mengesankan.,none,none,none,none,none,none,none,,,,,,,
3681,Tiket,Hotel Santika Bandung,9/5/2024,. koneksi transportasi yang baik.,none,none,none,none,none,positif,none,,,,,,koneksi transportasi yang baik.,
3683,Tiket,Hotel Santika Bandung,9/4/2024,kebersihannya tidak ada lawan. lobi dengan suasana yang nyaman. resepsionis yang ahli. bakalan balik lagi ini sih,positif,positif,positif,none,none,netral,none,lobi dengan suasana yang nyaman,kebersihannya tidak ada lawan,resepsionis yang ahli,,,lobi dengan suasana yang nyaman.,
3685,Tiket,Hotel Santika Bandung,8/30/2024,staf berpengalaman dengan anak.,none,none,netral,none,none,none,none,,,staf berpengalaman dengan anak.,,,,
3686,Tiket,Hotel Santika Bandung,8/16/2024,"pelayanan ramah, bagus",none,none,positif,none,none,none,none,,,pelayanan ramah,,,,
3687,Tiket,Hotel Santika Bandung,8/15/2024,"keluarga happy, kamar cukup luas, makanan variatif",positif,none,none,none,none,none,positif,kamar cukup luas,,,,,,makanan variatif
3688,Tiket,Hotel Santika Bandung,8/9/2024,baik banget reception isinya baik,none,none,positif,none,none,none,none,,,baik banget reception isinya baik,,,,
3689,Tiket,Hotel Santika Bandung,8/9/2024,cukup baik dan menyenangkan,none,none,none,none,none,none,none,,,,,,,
3690,Tiket,Hotel Santika Bandung,8/1/2024,bagus bagus bagus bagus bagus,none,none,none,none,none,none,none,,,,,,,
3691,Tiket,Hotel Santika Bandung,7/25/2024,tul kamar super bersih.,none,positif,none,none,none,none,none,,kamar super bersih,,,,,
3692,Tiket,Hotel Santika Bandung,7/23/2024,hemat biaya. parkir sangat nyaman.,none,none,none,positif,none,positif,none,,,,hemat biaya,,parkir sangat nyaman,
3693,Tiket,Hotel Santika Bandung,7/22/2024,"booking kan teman yang dinas ke bandung, semua sesuai harapan. dinas lancar, aman dan nyaman",positif,none,none,none,none,none,none,"dinas lancar, aman dan nyaman",,,,,,
3694,Tiket,Hotel Santika Bandung,7/22/2024,kamar bersih dan rapi banget. suasana sangat bersahabat. pelayanan dari staffnya sangat sigap. sat. set. sat. set. lokasi mudah kemana-mana. banyak pilihannya kalau mau cari makan dan hangout ke coffee shop. ,positif,positif,positif,none,positif,none,none,kamar bersih dan rapi banget.,kamar bersih dan rapi banget,pelayanan dari staffnya sangat sigap,,lokasi mudah kemana-mana. banyak pilihannya kalau mau cari makan,,
3695,Tiket,Hotel Santika Bandung,7/18/2024,kebersihan terbaik. fasilitas up-to-date. resepsionis yang terlatih dengan baik dan cekatan.,none,positif,positif,none,none,positif,none,,kebersihan terbaik,resepsionis yang terlatih dengan baik dan cekatan,,,fasilitas up-to-date,
3696,Tiket,Hotel Santika Bandung,7/15/2024,"kamar bagus, pelayanan prima",positif,none,positif,none,none,none,none,kamar bagus,,pelayanan prima,,,,
3697,Tiket,Hotel Santika Bandung,7/12/2024,bagus service and room! pengalaman mengesankan.,none,none,positif,none,none,none,none,,,bagus service and room!,,,,
3699,Tiket,Hotel Santika Bandung,7/9/2024,"kesan hotel jadul, pelayanan dan breakfast baik",negatif,none,positif,none,none,none,positif,kesan hotel jadul,,pelayanan baik,,,,breakfast baik
3701,Tiket,Hotel Santika Bandung,7/3/2024,bagus hotelnya dan nyaman untuk keluarga,positif,none,none,none,none,none,none,bagus hotelnya dan nyaman untuk keluarga,,,,,,
3702,Tiket,Hotel Santika Bandung,7/2/2024,resepsionis profesional dan ramah.,none,none,positif,none,none,none,none,,,resepsionis profesional dan ramah.,,,,
3703,Tiket,Hotel Santika Bandung,7/2/2024,lokasi strategis. staf yang responsif dan cepat.,none,none,positif,none,positif,none,none,,,staf yang responsif dan cepat,,lokasi strategis,,
3704,Tiket,Hotel Santika Bandung,7/1/2024,tempat tidur empuk. pelayanan mengagumkan. pelayan yang responsif dan ramah anak.,positif,none,positif,none,none,none,none,tempat tidur empuk,,pelayanan mengagumkan. pelayan yang responsif dan ramah,,,,
3705,Tiket,Hotel Santika Bandung,6/28/2024,bagus dan nyaman sangat cocok untuk keluarga,positif,none,none,none,none,none,none,bagus dan nyaman sangat cocok untuk keluarga,,,,,,
3706,Tiket,Hotel Santika Bandung,6/23/2024,"ditengah kota, kemana2 dekat, pelayan ramah, kamar bersih. rekomended",positif,positif,positif,none,positif,none,none,"ditengah kota, kemana2 dekat, pelayan ramah, kamar bersih.",kamar bersih,pelayan ramah,,"ditengah kota, kemana2 dekat",,
3707,Tiket,Hotel Santika Bandung,6/18/2024,"lupa foto. hotelnya di tgh kota, kemana2 dekat dan mudah. staffnya sangat ramah dan helpfull. sarapan cukup banyak pilihannya. bangunannya tua tapi terawat. bersih dan nyaman. hanya air conditioner saja yang kurang dingin",netral,positif,positif,none,positif,none,positif,bangunannya tua tapi terawat. bersih dan nyaman. hanya air conditioner saja yang kurang dingin,bersih,staffnya sangat ramah dan helpfull,,"hotelnya di tgh kota, kemana2 dekat dan mudah",,sarapan cukup banyak pilihannya
3709,Tiket,Hotel Santika Bandung,6/16/2024,menu lezat dan baik banget.,none,none,none,none,none,none,positif,,,,,,,menu lezat dan baik banget.
3710,Tiket,Hotel Santika Bandung,6/4/2024,bagus bagus bagus bagus bagus bagus bagus,none,none,none,none,none,none,none,,,,,,,
3711,Tiket,Hotel Santika Bandung,6/2/2024,makanan enak dan bernutrisi. aksesibilitas patut diapresiasi.,none,none,none,none,none,none,positif,,,,,,,makanan enak dan bernutrisi.
3712,Tiket,Hotel Santika Bandung,5/28/2024,"over all baik, makanan enak kamar juga bersih",none,positif,none,none,none,none,positif,,kamar juga bersih,,,,,makanan enak
3714,Tiket,Hotel Santika Bandung,5/23/2024,area bersantai tenang.,positif,none,none,none,none,none,none,area bersantai tenang.,,,,,,
3715,Tiket,Hotel Santika Bandung,5/23/2024,sinyal handphone baik. hidangan gurih yang nikmat.,none,none,none,none,none,positif,none,,,,,,sinyal handphone baik.,
3717,Tiket,Hotel Santika Bandung,5/21/2024,fasilitas dengan kebersihan baik banget.,none,none,none,none,none,positif,none,,,,,,fasilitas dengan kebersihan baik banget.,
3718,Tiket,Hotel Santika Bandung,5/21/2024,ada pilihan makanan ringan. interior minimalis. ada pilihan makanan ringan.,none,none,none,none,none,none,netral,,,,,,,ada pilihan makanan ringan.
3719,Tiket,Hotel Santika Bandung,5/19/2024,"hotelnya nyamn, tetap ditengah kota, akses kemana mana jadi mudah",positif,none,none,none,positif,none,none,hotelnya nyaman,,,,"tetap ditengah kota, akses kemana mana jadi mudah",,
3720,Tiket,Hotel Santika Bandung,5/17/2024,lingkungan sangat rapi. pelayan yang ramah. breakfast enak. lokasi strategis.,none,none,positif,none,positif,none,positif,,,pelayan yang ramah,,lokasi strategis,,breakfast enak
3721,Tiket,Hotel Santika Bandung,5/9/2024,penginapan samagat nyaman dan bersih. makanan pun enak,positif,positif,none,none,none,none,positif,penginapan sangat nyaman,bersih,,,,,makanan pun enak
3722,Tiket,Hotel Santika Bandung,5/6/2024,suasana romantis. paket promo.,none,none,none,positif,none,none,none,,,,paket promo.,,,
3723,Tiket,Hotel Santika Bandung,5/6/2024,"kamar bersih, pelayanan bagus",positif,positif,positif,none,none,none,none,"kamar bersih, pelayanan bagus",kamar bersih,pelayanan bagus,,,,
3726,Tiket,Hotel Santika Bandung,4/29/2024,sudah baik hanya lift rusak,none,none,none,none,none,negatif,none,,,,,,lift rusak,
3727,Tiket,Hotel Santika Bandung,4/26/2024,"pelayan yang responsif dan ramah anak. pelayan yang responsif dan ramah anak. harga terjangkau, pelayanan prima.",none,none,positif,positif,none,none,none,,,pelayan yang responsif dan ramah,"harga terjangkau, pelayanan prima",,,
3728,Tiket,Hotel Santika Bandung,4/22/2024,baik makanan enak kamar cozy,positif,none,none,none,none,none,positif,kamar cozy,,,,,,makanan enak
3731,Tiket,Hotel Santika Bandung,4/15/2024,layanan terbaik. aktivitas keluarga seru banget.,none,none,netral,none,none,none,none,,,layanan terbaik.,,,,
3734,Tiket,Hotel Santika Bandung,4/13/2024,lokasi strategis di pusat kota.,none,none,none,none,positif,none,none,,,,,lokasi strategis di pusat kota,,
3736,Tiket,Hotel Santika Bandung,4/12/2024,dekat dengan pusat kota dengan harga yang masih terjangkau,none,none,none,positif,positif,none,none,,,,harga yang masih terjangkau,dekat dengan pusat kota,,
3737,Tiket,Hotel Santika Bandung,4/10/2024,letak strategis dan samping dengan mall,none,none,none,none,positif,none,none,,,,,letak strategis dan samping dengan mall,,
3738,Tiket,Hotel Santika Bandung,4/7/2024,kamar disanitasi. pelayanan sesuai ekspektasi.,none,none,netral,none,none,none,none,,,pelayanan sesuai ekspektasi.,,,,
3740,Tiket,Hotel Santika Bandung,3/31/2024,lokasi strategia dan nyaman,positif,none,none,none,positif,none,none,nyaman,,,,lokasi strategis,,
3741,Tiket,Hotel Santika Bandung,3/31/2024,hotel bagus lokasi deket mall. bip,none,none,none,none,positif,none,none,,,,,hotel bagus lokasi deket mall. bip,,
3742,Tiket,Hotel Santika Bandung,3/31/2024,hotel bagus makanan enak. lokasi strategis,none,none,none,none,positif,none,positif,,,,,lokasi strategis,,makanan enak
3744,Tiket,Hotel Santika Bandung,3/19/2024,baik meskipun tua ya hotelnya,none,none,none,none,none,none,none,,,,,,,
3745,Tiket,Hotel Santika Bandung,3/16/2024,"bagus place, dekat lokasi belanja tempat makan",none,none,none,none,positif,none,none,,,,,dekat lokasi belanja tempat makan,,
3747,Tiket,Hotel Santika Bandung,3/13/2024,bagus sekali bsa d pertahankan,none,none,none,none,none,none,none,,,,,,,
3748,Tiket,Hotel Santika Bandung,3/11/2024,semua keluarga puas nginep dsni. makasih banyak yahh,none,none,none,none,none,none,none,,,,,,,
3749,Tiket,Hotel Santika Bandung,3/10/2024,cukup nyaman dan lokasi strategis,positif,none,none,none,positif,none,none,cukup nyaman,,,,lokasi strategis,,
