ID_Review,aspect,original_label,v3_label,Platform,Nama_Hotel,Review_Date,Text_Review,original_reason,v3_reason
5119,Pelayanan,negatif,none,Tiket,Hotel Santika Mega City Bekasi,7/20/2024,"pesan via ota, pilih kamar deluxe single bed dikasih yang twin bed, dan smoking room. akses susah jika solo travel yang harus melalui lift didalam mall yang kalau malam tutup","pesan via ota, pilih kamar deluxe single bed dikasih yang twin bed, dan smoking room",
5467,Pelayanan,negatif,none,Tiket,Hotel Santika Bogor,4/1/2018,"kami menginap di kamar 616. saluran pembuangan shower lambat meskipun kotoran/rambut sudah dibersihkan oleh staf hotel. lokasi hotel cukup bagus, memiliki akses langsung ke pusat perbelanjaan botany square. dan botanic. ",saluran pembuangan shower lambat meskipun kotoran/rambut sudah dibersihkan oleh staf hotel.,
5547,Pelayanan,netral,positif,Tiket,Hotel Santika Cirebon,4/25/2024,interior ramah keluarga. harga sangat terjangkau. kualitas pelayanan terbaik.,kualitas pelayanan terbaik.,interior ramah keluarga.
5800,Pelayanan,netral,negatif,Tiket,Hotel Santika Depok,4/5/2019,"ada colokan di samping westafel, tapi sayangnya hairdryernya tidak ada pelayan di restoran saat sarapan, kurang ramah, mukanya pada manyun, masih ngantuk kali yah. reseptionist dan satpamnya baik banget, kamar bersih, cukup luas. ","pelayan di restoran saat sarapan, kurang ramah | reseptionist dan satpamnya baik banget","ada colokan di samping westafel, tapi sayangnya hairdryernya tidak ada pelayan di restoran saat sarapan, kurang ramah, mukanya pada manyun, masih ngantuk kali yah."
6075,Pelayanan,netral,negatif,Traveloka,Hotel Santika Bandung,4/26/2023,"penerimaan sangat membantu dan sopan sayangnya cuaca hangat dan tanpa air conditioner di area lobi. ruangan itu bersih tapi keran lama di wastafel dan shower membuatnya sulit untuk dioperasikan. menu sarapan prasmanan memang tidak sebanyak dua tahun lalu. disebutkan secara khusus ke stasiun telur, memesan telur setengah matang yang tidak pernah datang sampai kami selesai. layanan yang buruk.",penerimaan sangat membantu dan sopan. layanan yang buruk (telur setengah matang yang tidak pernah datang),layanan yang buruk.
7120,Pelayanan,none,positif,Traveloka,Hotel Santika Bandung,8/19/2015,"ramah, nyaman hanya terlalu bebas untuk smoking: (",,"ramah, nyaman hanya terlalu bebas untuk smoking: ("
7131,Pelayanan,netral,positif,Traveloka,Hotel Santika Bandung,8/5/2015,"bermalam di hotel santika bandung, , pegawai nya ramah-ramah, , pelayanan bagus, , bersih banget, , saya menginap bersama anak dan istri saya, , pada saat check-in kamar dengan tempat tidur ukuran king telah terisi semua kamarnya, , namun oleh pihak hotel di usahakan bagaimana caranya agar kami sekeluarga mendapatkan kamar dengan tempat tidur ukuran king, , mengenai breakfast/sarapan pagi menunya banyak sekali namun sayang pelayanan dari pegawai restoran untuk breakfast/sarapan pagi kurang tanggap dan sigap, , karena setelah kami selesai menyantap makanan alat makan yang telah kami gunakan tidak secepatnya diambil oleh para pegawai serta penyediaan kopi dan teh oleh pelayan tidak cepat. terima kasih traveloka, , harga kamarnya murah banget dari pada harga publish dari pihak hotel.","pelayanan bagus, namun pelayanan dari pegawai restoran untuk breakfast kurang tanggap","bermalam di hotel santika bandung, , pegawai nya ramah-ramah, , pelayanan bagus, , bersih banget, , saya menginap bersama anak dan istri saya, , pada saat check-in kamar dengan tempat tidur ukuran king telah terisi semua kamarnya, , namun oleh pihak hotel di usahakan bagaimana caranya agar kami sekeluarga mendapatkan k"
7506,Pelayanan,none,positif,Traveloka,Hotel Santika Bogor,11/22/2023,hotel dan layanan yang bagus. lokasi agak membingungkan.,,hotel dan layanan yang bagus.
8085,Pelayanan,positif,none,Traveloka,Hotel Santika Bogor,3/13/2019,"cemilan di kala sore, santika tau how to treat their customers",santika tau how to treat their customers,
8685,Pelayanan,negatif,none,Traveloka,Hotel Santika Bogor,12/30/2015,"makanan kurang lezat, slow respon jika ada makanan yang mulai habis, ruang makan yang diluar lambt dibersihkan",slow respon jika ada makanan yang mulai habis ruang makan yang diluar lambat dibersihkan,
9497,Pelayanan,none,positif,Traveloka,Hotel Santika Cirebon,7/26/2017,"bagus ruangan, layanan besar, bagus, besar dan bersih kolam renang. kami berenang di malam hari dan itu bagus",,"bagus ruangan, layanan besar, bagus, besar dan bersih kolam renang."
10630,Pelayanan,positif,none,Traveloka,Hotel Santika Depok,11/21/2018,"sebulan sekali saya pasti menginap di hotel santika depok. saya memilih hotel ini selain karena kenyamanannya juga karena praktis. hotel santika depok terhubung langsung dengan di mal. situasi kota depok yang macet setiap kali weekend membuat saya harus mencari semua yang serba praktis, agar waktu tidak habis dijalan. kalau untuk pelayanan dan fasilitas sih tidak usah ditanya, santika hotel top deh",kalau untuk pelayanan dan fasilitas sih tidak usah ditanya santika hotel top deh,
10692,Pelayanan,netral,positif,Traveloka,Hotel Santika Depok,8/29/2018,"overall pelayanannya bagus, minta early check-in 12. 30 baru ready jam 13. 00. semoga pelayanannya semakin bagus untuk selanjutnya.",overall pelayanannya bagus minta early check-in 12.30 baru ready jam 13.00,"overall pelayanannya bagus, minta early check-in 12."
11167,Pelayanan,negatif,none,Traveloka,Hotel Santika Depok,12/21/2016,sangat berkesan dengan hotel santika. hanya perlu di informasikan akses masuk hotel jika mall sudah tutup.,hanya perlu di informasikan akses masuk hotel jika mall sudah tutup,
12637,Pelayanan,negatif,positif,Traveloka,Hotel Santika Mega City Bekasi,1/2/2019,"saya pesan superior king, karena sesuatu hal di free upgrade ke deluxe king. kamar tidak ada kulkas, lemari, bath tub. baru dapat fasilitas tsb sprtinya di kelas premier. wi-fi tidak bisa digunakan. kartu akses hnya bisa diberikan 1 dan ini menyulitkan, terutama karena berpergian bersama anak2. agak sulit menghubungi fo, beberapa kali telpon tidak diangkat. banyak hal yang tidak sesuai dengan buku hotel information. balkon yang jdi nilai tambah kamar deluxe, ternyata dikunci, dan kunci tidak bisa ditinggal di kamar. yang jadi nilai tambah adalah karyawannya ramah, akses yang mudah ke mall mega city, dan menu breakfastnya benar2 kualitas santika: enak dan amat bervariasi. kamarnya juga luas, semua fasilitas lain sprti ac- tv- bathroom shower-electric pot, berfungsi baik. ada kolam renang dan gym.",karyawannya ramah,"yang jadi nilai tambah adalah karyawannya ramah, akses yang mudah ke mall mega city, dan menu breakfastnya benar2 kualitas santika: enak dan amat bervariasi."
13615,Pelayanan,positif,none,Traveloka,Hotel Santika Mega City Bekasi,10/12/2016,nyaman dan bersih. keamanan terjaga.,keamanan terjaga,
14542,Pelayanan,negatif,none,Traveloka,Hotel Santika Tasikmalaya,8/17/2016,tisu toilet dan wajah jaringan tidak tersedia pada malam kedua saya tinggal.,tisu toilet dan wajah jaringan tidak tersedia,
629,Harga,none,positif,Agoda,Hotel Santika Bandung,4/30/2013,"saya puas dengan memilih hotel santika ini, lokasi yang strategis, room service dengan valuable price, makanannya enak.",,"saya puas dengan memilih hotel santika ini, lokasi yang strategis, room service dengan valuable price, makanannya enak."
750,Harga,positif,none,Agoda,Hotel Santika Bogor,6/12/2025,"perdana stay, pasca drop off di lobby, effortnya susah cari parkir, untungnya ada akses dari dalam mall ke dalam hotel. request connecting room, hanya dapat 1 aksesdoor masing², jadi repot kalau mau naik lantai izin staf bantu tap lift. minus hairdryer aja, dan tidak ada dispenser air, exhaust fan kamarmandi tidak terasa sirkulasinya, bantal kempes, cahaya kurang terang. plusnya ada hiburan smarttv dan wi-fi superngebut. breakfastnya b aja, wafflenya rasa adonan pukis, dan roti tawar terlihat kurang fresh, tapi westernfoodnya lumayan enak. pelayanan staf fo kurang senyum, dan jangan lupa bawa struk parkir untuk stamp free parking.","pelayanan staf fo kurang senyum, dan jangan lupa bawa struk parkir untuk stamp free parking.",
897,Harga,netral,positif,Agoda,Hotel Santika Bogor,12/4/2023,terima kasih hotel santika atas keramahtamahannya. anda berhasil mengakomodasi permintaan kami selama kami tinggal. lokasi terbaik dan harga terbaik di bogor. terima kasih lagi.,lokasi terbaik dan harga terbaik di bogor.,lokasi terbaik dan harga terbaik di bogor.
1630,Harga,netral,positif,Agoda,Hotel Santika Bogor,9/22/2012,"kurang mengesankan, untuk harga yang di bayarkan tidak sesuai, hal yang perlu di perbaiki 1. breakfast menu: dikit sekali, dan rasanya kurang enak. saya pernah menginap di santika lainnya tidak seperti ini 2. kamar sempit dan kurang luas 3. kunci kamar tidak bisa mendapatkan 2 4. tidak ada tempat bermain untuk anak-anak secara keseluruhan kurang memuaskan","kurang mengesankan, untuk harga yang di bayarkan tidak sesuai, hal yang perlu di perbaiki 1.","kurang mengesankan, untuk harga yang di bayarkan tidak sesuai, hal yang perlu di perbaiki 1."
2022,Harga,netral,positif,Agoda,Hotel Santika Cirebon,7/8/2012,"cirebon adalah kota kecil. tidak banyak hotel bagus untuk dipilih. yang terbaik adalah hotel ini. saya sudah menginap 1 malam di hotel tersebut. staf hotel sangat ramah. lokasinya bagus. harga masuk akal. jika ke cirebon, saya mungkin akan memilih hotel ini lagi.",harga masuk akal.,harga masuk akal.
5913,Harga,negatif,positif,Tiket,Hotel Santika Tasikmalaya,11/11/2019,"check in dilayani dengan cepat dan ramah, kondisi kamar bersih, amenities lengkap, harga makanan hotel tidak terlalu mahal dan rasanya cukup enak","kamar bersih, amenities lengkap, harga makanan hotel tidak terlalu mahal dan rasanya","check in dilayani dengan cepat dan ramah, kondisi kamar bersih, amenities lengkap, harga makanan hotel tidak terlalu mahal dan rasanya cukup enak"
6797,Harga,netral,negatif,Traveloka,Hotel Santika Bandung,1/11/2017,"gymnya terlalu kecil, kualitas makan malamnya tidak sepadan harga.","gymnya terlalu kecil, kualitas makan malamnya tidak sepadan harga.","gymnya terlalu kecil, kualitas makan malamnya tidak sepadan harga."
8266,Harga,none,positif,Traveloka,Hotel Santika Bogor,4/11/2018,"memuaskan, kamarnya lega, mini bar-nya gratis, tempatnya strategis, makanannya juga banyak variasi. so far sesuai harapan.",,"memuaskan, kamarnya lega, mini bar-nya gratis, tempatnya strategis, makanannya juga banyak variasi."
9551,Harga,none,positif,Traveloka,Hotel Santika Cirebon,5/17/2017,"liburan bareng keluarga kecil, pelayanan ramah, makanan kecil murah dan bisa makan di kolam renang juga, kamar nyaman.",,"liburan bareng keluarga kecil, pelayanan ramah, makanan kecil murah dan bisa makan di kolam renang juga, kamar nyaman."
10193,Harga,none,negatif,Traveloka,Hotel Santika Depok,6/1/2022,"akses masuk susah nyarinya pake map, parkiran kecil, palayanan kurang, fasilitas kamar tidak sesuai dengan harga, kamar ada kecoak.",,"akses masuk susah nyarinya pake map, parkiran kecil, palayanan kurang, fasilitas kamar tidak sesuai dengan harga, kamar ada kecoak."
10647,Harga,none,negatif,Traveloka,Hotel Santika Depok,10/31/2018,"hotel cukup strategis karena satu kawasan dengan mal, turun lift jalan dikit langsung masuk mall depok, fasilitas kamar cukup baik, view lumayan dari lantai 26 hahaha tetapi ukuran kamar agak sempit agak untuk sholat pas-pasan, air mineral banyak, variasi makanan banyak, rasa lumayan enak, parkir lumayan mahal untuk satu hari check in kemudian check out biaya parkir 40rb.",,"hotel cukup strategis karena satu kawasan dengan mal, turun lift jalan dikit langsung masuk mall depok, fasilitas kamar cukup baik, view lumayan dari lantai 26 hahaha tetapi ukuran kamar agak sempit agak untuk sholat pas-pasan, air mineral banyak, variasi makanan banyak, rasa lumayan enak, parkir lumayan mahal untuk sa"
12915,Harga,none,positif,Traveloka,Hotel Santika Mega City Bekasi,6/20/2018,"tempat nyaman, bersih sesuai dengan budget, kolam renang bersih.",,"tempat nyaman, bersih sesuai dengan budget, kolam renang bersih."
1316,Lokasi,none,positif,Agoda,Hotel Santika Bogor,4/22/2026,"dekat dengan mall, pelayanan oke, dan fasilitas mantap, keep it up",,"dekat dengan mall, pelayanan oke, dan fasilitas mantap, keep it up"
1408,Lokasi,none,positif,Agoda,Hotel Santika Bogor,12/18/2023,"dekat kebun raya, botani square. makanannya enak, staf ramah. baik buat keluarga.",,"dekat kebun raya, botani square."
1491,Lokasi,netral,positif,Agoda,Hotel Santika Bogor,9/2/2019,"pertama sampai di hotel memiliki kesan yang luar biasa, lokasi yang baik dekat dengan mal kebersihan cukup baik. untuk fasilitas kolam renang juga bagus. santika sangat terkenal dengan beragaman sarapanya yang pasti enak. untuk staf saya merasa kurang ramah. bagian fo, tempat sarapan, kolam renang, mungkin karena libur lebaran ramai tamu mereka kelelahan sehingga ya biasa saja, tapi untuk satpamnya sangat baik dan ramah.","memiliki kesan yang luar biasa, lokasi yang baik dekat dengan mal kebersihan cukup baik","pertama sampai di hotel memiliki kesan yang luar biasa, lokasi yang baik dekat dengan mal kebersihan cukup baik."
1713,Lokasi,netral,positif,Agoda,Hotel Santika Cirebon,7/2/2024,"ini adalah hotel yang cukup tua tapi terawat dengan baik. kamarnya bersih dan luas, stafnya sangat baik dan ramah. sarapannya bisa lebih baik, perlu ditingkatkan. lokasi sangat bagus, ada pusat perbelanjaan dan restoran di dekatnya.","lokasi sangat bagus, ada pusat perbelanjaan dan restoran di dekatnya.","lokasi sangat bagus, ada pusat perbelanjaan dan restoran di dekatnya."
2346,Lokasi,netral,positif,Agoda,Hotel Santika Cirebon,12/4/2012,lokasi hotel sangat bagus karena dekat sekali dengan stasiun kereta api sehingga tidak takut terlambat. dan juga sangat dekat dengan pusat pertokoan.,lokasi hotel sangat bagus karena dekat sekali dengan,lokasi hotel sangat bagus karena dekat sekali dengan stasiun kereta api sehingga tidak takut terlambat.
5805,Lokasi,none,positif,Tiket,Hotel Santika Tasikmalaya,4/16/2026,kualitas layanan terbaik. hidangan yang disajikan lezat. suasana ramah. dekat dengan pusat hiburan. parkir aman.,,dekat dengan pusat hiburan.
7176,Lokasi,none,positif,Traveloka,Hotel Santika Bandung,6/3/2015,"pelayanannya baik dan hotelnya nyaman, dekat dengan mana saja",,"pelayanannya baik dan hotelnya nyaman, dekat dengan mana saja"
7989,Lokasi,none,positif,Traveloka,Hotel Santika Bogor,9/4/2019,"tempat sangat strategis, parkinya mudah, check-in cepat. pelayanan sangat ramah, handuk sprei dan bersih. air conditioner dan water heater berfungsi dengan baik, tapi tidak ada hair dryer.",,"tempat sangat strategis, parkinya mudah, check-in cepat."
10012,Lokasi,none,positif,Traveloka,Hotel Santika Depok,4/9/2025,"plusnya + lokasi strategis + kamar bersih, air conditioner dingin, water heater berfungsi + makanan bervariasi + ada keterlambatan wkt cek in dari hotel tapi dikasih tambahan wkt 2 jam untuk cek out minusnya - lantai kamar mandi dekat wastafel airnya menggenang terus - tidak ada hair dryer dan kulkas - tidak ada galon isi ulang air, jd hanya dibatasi 4 botol",,"plusnya + lokasi strategis + kamar bersih, air conditioner dingin, water heater berfungsi + makanan bervariasi + ada keterlambatan wkt cek in dari hotel tapi dikasih tambahan wkt 2 jam untuk cek out minusnya - lantai kamar mandi dekat wastafel airnya menggenang terus - tidak ada hair dryer dan kulkas - tidak ada galon"
11167,Lokasi,none,negatif,Traveloka,Hotel Santika Depok,12/21/2016,sangat berkesan dengan hotel santika. hanya perlu di informasikan akses masuk hotel jika mall sudah tutup.,,hanya perlu di informasikan akses masuk hotel jika mall sudah tutup.
168,Fasilitas,netral,positif,Agoda,Hotel Santika Bandung,5/7/2023,lokasi bagus bagi yang ingin menjelajahi kota bandung. lokasi sangat dekat dengan hotel aryaduta (tepat di seberang pintu keluarnya). jalan depan hotel ada 2 arah (bukan 1 arah) sehingga memudahkan kita untuk mengakses hotel. hotel santika merupakan hotel tua namun masih terawat. kamarnya luas namun semua perabotannya harus direnovasi juga fasilitasnya. sarapan memiliki pilihan terbatas namun rasanya cukup enak. area parkir mobil di basement memiliki jalur yang luas namun tempat parkir terbatas.,area parkir mobil di basement memiliki jalur yang luas namun tempat parkir terbatas,area parkir mobil di basement memiliki jalur yang luas namun tempat parkir terbatas.
668,Fasilitas,netral,negatif,Agoda,Hotel Santika Bandung,5/26/2012,"lokasi hotel yang strategis, dilalui taksi dan angkutan kota berbagai jurusan dan dikelilingi mal, pertokoan dan ""factory outlets"" serta dekat dengan berbagai sekolah dan perguruan tinggi. meskipun ukuran hotel tidak luas tapi cukup nyaman. kekurangannya yaitu lobby kecil sehingga tempat duduk sedikit. juga tidak tersedia ""hair dryer"" di kamar meskipun sebelumnya saya baca di internet bahwa di kamar tersedia hair dryer. yang membuat saya lebih senang adalah saat itu kamar saya di-upgrade ke tipe yang lebih tinggi meskipun tidak diminta.",kekurangannya yaitu lobby kecil sehingga tempat duduk sedikit.,kekurangannya yaitu lobby kecil sehingga tempat duduk sedikit.
697,Fasilitas,negatif,none,Agoda,Hotel Santika Bogor,1/10/2025,"lokasinya bagus karena bersebelahan dengan pusat perbelanjaan sehingga tidak perlu jauh-jauh. namun secara keseluruhan fasilitas terasa agak tua, mungkin karena hotelnya sudah tua. stafnya ramah, saya suka lokasinya, dan harganya. juga, ada pembangunan yang sedang berlangsung di sebelah, jadi saya tidur siang, tapi selain kebisingan, saya tidak punya keluhan.",secara keseluruhan fasilitas terasa agak tua,
1064,Fasilitas,none,negatif,Agoda,Hotel Santika Bogor,11/5/2014,satu malam menginap layanan grup tidak baik! harus menyelesaikannya sebelum kedatangan kamar jika belum siap. kapasitas liftnya tidak baik,,kapasitas liftnya tidak baik
1115,Fasilitas,netral,positif,Agoda,Hotel Santika Bogor,10/10/2013,"saya pernah menginap di grup hotel santika di indonesia, seperti malang dan balikpapang. sama seperti hotel lainnya, staf santika bogor terlatih dan ramah. kamarnya sederhana tapi baik untuk menginap. wi-fi berkecepatan tinggi dan cukup stabil. hotel terletak tepat di sebelah pusat perbelanjaan anda bisa mendapatkan semuanya di sana.",wi-fi berkecepatan tinggi dan cukup stabil.,wi-fi berkecepatan tinggi dan cukup stabil.
1136,Fasilitas,positif,negatif,Agoda,Hotel Santika Bogor,2/16/2013,"karena hujan selalu turun di sore hari, kami dapat, di waktu senggang, berbelanja atau makan malam tanpa basah kuyup atau harus mencari taksi dengan panik. sarapannya memuaskan. ruangan itu baik-baik saja hanya saja transmisi televisi sering terputus dan beberapa saluran meskipun ditunjukkan dalam daftar tidak ada",saja hanya saja transmisi televisi sering terputus dan beberapa saluran meskipun,ruangan itu baik-baik saja hanya saja transmisi televisi sering terputus dan beberapa saluran meskipun ditunjukkan dalam daftar tidak ada
1385,Fasilitas,netral,positif,Agoda,Hotel Santika Bogor,4/12/2024,"hotel bersih dan nyaman, overall baik banget, hanya parkir kendaraan yang kurang baik karena kalau keluar cari2 petugasnya dulu","overall baik banget, hanya parkir kendaraan yang kurang baik karena kalau keluar","hotel bersih dan nyaman, overall baik banget, hanya parkir kendaraan yang kurang baik karena kalau keluar cari2 petugasnya dulu"
1635,Fasilitas,netral,negatif,Agoda,Hotel Santika Bogor,8/26/2012,"terletak di lokasi yang strategis untuk perjalanan dari jakarta, dengan lokasi yang berdampingan dengan botani square menambah kenyamanan dalam liburan. tetapi, fasilitas amenities di kamar mandi sangat minim. cocok untuk tempat menginap keluarga yang melakukan perjalanan ke bogor hanya untuk sekedar jalan2.","tetapi, fasilitas amenities di kamar mandi sangat minim.","tetapi, fasilitas amenities di kamar mandi sangat minim."
1834,Fasilitas,positif,none,Agoda,Hotel Santika Cirebon,2/7/2024,"menginap semalam, kamarnya sangat bersih, stafnya cepat tanggap dan sangat ramah. fasilitasnya lengkap dan anda juga bisa meminta fasilitas lain seperti pengering rambut dan staf akan mengirimkannya ke kamar anda. sarapannya enak tapi tidak ada yang luar biasa tentang sarapan. tampilan hotelnya mungkin agak tua tapi secara keseluruhan sepadan dengan harganya.",fasilitasnya lengkap dan anda juga bisa meminta fasilitas,
2287,Fasilitas,netral,positif,Agoda,Hotel Santika Cirebon,1/5/2015,"sangat menyenangkan dan terjaga privacy, sehingga kami dapat dengan leluasa menikmati fasilitas hotel yang disediakan.",dapat dengan leluasa menikmati fasilitas hotel yang disediakan,"sangat menyenangkan dan terjaga privacy, sehingga kami dapat dengan leluasa menikmati fasilitas hotel yang disediakan."
2366,Fasilitas,netral,positif,Agoda,Hotel Santika Cirebon,3/16/2012,hotel nya bersih dan nyaman serta kolam renang besar dan bersih dan kamar nya besar dan harga nya terjangkau,hotel nya bersih dan nyaman serta kolam renang besar dan bersih dan kamar nya besar dan harga,hotel nya bersih dan nyaman serta kolam renang besar dan bersih dan kamar nya besar dan harga nya terjangkau
2413,Fasilitas,none,negatif,Agoda,Hotel Santika Depok,3/23/2025,"nyaman, strategis di mall, menawarkan sahur, dan staf ramah, kamar bersih, sayangnya tidak ada kulkas mini.",,"nyaman, strategis di mall, menawarkan sahur, dan staf ramah, kamar bersih, sayangnya tidak ada kulkas mini."
2834,Fasilitas,none,negatif,Agoda,Hotel Santika Depok,1/19/2022,floordrain tidak berfungsi. jadi saya harus buka floordrainnya biar airnya tidak menggenang. saya bermalam di unit yang exclusive. hanya dapat buah 3 pcs. penerangan kurang. karpet di ruang family kotor banget sama sofa belum pernah di dryclean kayaknya. selain hal ini nyaman.,,floordrain tidak berfungsi.
2860,Fasilitas,netral,negatif,Agoda,Hotel Santika Depok,3/22/2017,"lokasi di mall dengan banyak pilihan restoran bahkan departemen store. air minum yang disediakan lebih banyak dari standar hotel lain, yaitu 4 botol dengan ukuran sedang. kenyamanan tidur sangat memuaskan dengan bed yang sangat nyaman dan 2 bantal yang nyaman di masing masing bed (twin). kondisi kamar sangat bersih dan fasilitas kamar mandi juga lengkap. yang cukup mengganggu adalah suhu air shower yang sangat tidak stabil, panas dingin bergantian. namun yang paling mengecewakan untuk kami adalah fasilitas wi-fi yang amat sangat lambat, bahkan tidak bisa kami gunakan sama sekali.",fasilitas kamar mandi juga lengkap. fasilitas wi-fi yang amat sangat lambat,"namun yang paling mengecewakan untuk kami adalah fasilitas wi-fi yang amat sangat lambat, bahkan tidak bisa kami gunakan sama sekali."
3852,Fasilitas,netral,positif,Tiket,Hotel Santika Bandung,6/14/2019,yang saya sukai: - fasilitas nya baik - makanan nya baik - karyawan nya ramah2 - tempatnya strategis saran: - tempat parkiran mobilnya tolong di perluas lagi.,fasilitas nya baik | tempat parkiran mobilnya tolong di perluas lagi,yang saya sukai: - fasilitas nya baik - makanan nya baik - karyawan nya ramah2 - tempatnya strategis saran: - tempat parkiran mobilnya tolong di perluas lagi.
4135,Fasilitas,none,negatif,Tiket,Hotel Santika Bandung,9/8/2021,"hotelnya sudah tua, gatau karna penuh atau gimana dapet kamar yang sudah lama tidak dipake kayanya sampe water heaternya harus minta dinyalain dulu ke teknisinya, dan bau lembab banget, sarapan buat sekelas santika kurang banget",,"hotelnya sudah tua, gatau karna penuh atau gimana dapet kamar yang sudah lama tidak dipake kayanya sampe water heaternya harus minta dinyalain dulu ke teknisinya, dan bau lembab banget, sarapan buat sekelas santika kurang banget"
4486,Fasilitas,netral,positif,Tiket,Hotel Santika Mega City Bekasi,7/8/2024,akses mudah ke tempat-tempat terkenal. parkir nyaman. suasana kolam tenang.,parkir nyaman.,parkir nyaman.
4782,Fasilitas,netral,positif,Tiket,Hotel Santika Mega City Bekasi,1/13/2019,"pengalaman yang memuaskan, kamar agak sempit sii hehehe, cuma bersih banget dan untuk saluran televisi nya banyak semutnya, tapi hampir semua baik sii, dari pelayanan receptions nya yang ramah tamah. okonya bagus","bersih banget dan untuk saluran televisi nya banyak semutnya, tapi hampir semua baik sii","pengalaman yang memuaskan, kamar agak sempit sii hehehe, cuma bersih banget dan untuk saluran televisi nya banyak semutnya, tapi hampir semua baik sii, dari pelayanan receptions nya yang ramah tamah."
5539,Fasilitas,netral,positif,Tiket,Hotel Santika Cirebon,9/9/2024,kebersihan terjaga maksimal. kolam renang dengan pemandangan indah. kolam renang dengan pemandangan indah.,kolam renang dengan pemandangan indah.,kolam renang dengan pemandangan indah.
5719,Fasilitas,none,negatif,Tiket,Hotel Santika Cirebon,4/21/2019,"lokasi strstegis, makan pagi baik, cuma air panas kurang dan shower kurang kencang.",,"lokasi strstegis, makan pagi baik, cuma air panas kurang dan shower kurang kencang."
5979,Fasilitas,positif,none,Traveloka,Hotel Santika Bandung,3/26/2025,"lokasi strategis ke mana2 dekat. petugas ramah semua, kamar bersih. terimakasih untuk semua kesan yang baik. ada fasilitas peminjaman seped untuk berkeliling, tapi saya tidak sempat menikmati karena padatnya acara.",ada fasilitas peminjaman sepeda untuk berkeliling,
6158,Fasilitas,positif,none,Traveloka,Hotel Santika Bandung,10/27/2021,"proses cek in mudah, fasilitas biasa saja.","proses cek in mudah, fasilitas biasa saja.",
6452,Fasilitas,negatif,positif,Traveloka,Hotel Santika Bandung,1/10/2018,"hotel tua dengan perawatan yang baik sehingga hotel terlihat masih bagus dan terpelihara dengan baik, dekat dengan masjid tentara dan beberapa pusat perbelanjaan. sarapan varian yang berlimpah dan lezat, kamar bersih dan nyaman. sebagai saran mungkin sedikit kolam renang plus fasilitas ramah anak, seperti slide kecil atau tempat bermain akan menjadi lebih baik.",sedikit kolam renang plus fasilitas ramah anak,"sebagai saran mungkin sedikit kolam renang plus fasilitas ramah anak, seperti slide kecil atau tempat bermain akan menjadi lebih baik."
6818,Fasilitas,netral,positif,Traveloka,Hotel Santika Bandung,12/28/2016,kamar dan lift yang mulai termakan zaman. kurang nyaman,kamar dan lift yang mulai termakan zaman.,kamar dan lift yang mulai termakan zaman.
7190,Fasilitas,netral,positif,Traveloka,Hotel Santika Bandung,4/29/2015,"hotel nya bagus meskipun bangunan lama, pegawainya ramah dan sopan. kamar bersih. siaran televisi kabel banyak pilihan. breakfast nya enak dan banyak macamnya. puas dan recommend menginap di santika bandung. thanks traveloka atas diskon nya. transaksi mudah dan cepat. traveloka memang pas untuk kita.",siaran televisi kabel banyak pilihan.,breakfast nya enak dan banyak macamnya.
7728,Fasilitas,none,positif,Traveloka,Hotel Santika Bogor,12/1/2021,"kamar bersih, kolam renang bersih, makanan lumayan enak, protokol covid, pelayanan cukup baik, staf ramah dan membantu, hanya minta handuk tambahan agak lama, cukup menyenangkan.",,"kamar bersih, kolam renang bersih, makanan lumayan enak, protokol covid, pelayanan cukup baik, staf ramah dan membantu, hanya minta handuk tambahan agak lama, cukup menyenangkan."
7823,Fasilitas,none,negatif,Traveloka,Hotel Santika Bogor,12/30/2020,"review dikit menginap disana. pegawai ramah semua. check-in dan check-out cepat. kamar sama kaya di gambar. minta request jendela dengan view dikasih. complimentary kamar free. air conditioner dingin. water heater dan exhaush fan baik. malam hari saya minta tolong pihak dapur untuk hangat makanan dilayani dengan baik dan cepat, sedikit saran, tempat sampah dikamar dan dikamar mandi kalau bisa bukanya yang di tekan pake kaki, gang yang tutupnya bisa di copot gt soalnya jadi dimaenin anak yang belum paham kalau itu tempat sampah. terus untuk kamar mandinya tidak ada sabun cair untuk cuci tangan, dikasihnya malah yang batang. agak repot ya. ini hotelnya tempel banget sama botani, karena covid, bayi gabisa masuk sana. tapi nyari makan banyak, bisa gojek dan enak-enak ko. parkiran juga gabung sama mal. buat yang menginap disana jangan lupa tiket parkirnya distempel sama pihak hotel biar free. untuk breakfast kurang variatif menunya, apalagi untuk rotinya, dikit banget. tidak ada roti tawar dan selai. overall baik ko. 8/10. terima kasih ya.",,"terus untuk kamar mandinya tidak ada sabun cair untuk cuci tangan, dikasihnya malah yang batang."
8040,Fasilitas,negatif,positif,Traveloka,Hotel Santika Bogor,6/12/2019,"kamar yang cukup baik untuk tidak kecil, dan varian untuk sarapan sedikit kurang, rasanya cukup. kolam kecil yang tenang tapi stafnya sangat ramah secara keseluruhan hotel ini bagus dan membuat liburan saya hampir sempurna terima kasih santika bogor",kolam kecil,kolam kecil yang tenang tapi stafnya sangat ramah secara keseluruhan hotel ini bagus dan membuat liburan saya hampir sempurna terima kasih santika bogor
