web_scraper_order,web_scraper_start_url,teks_ulasan,tanggal,gambar-1-src,gambar-2-src,gambar-3-src,gambar-4-src,gambar-5-src
1779820180-1249,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,bagus sih pelayanannya ramah banget. cuman ya kamarnya agak sempit aja sihh hehe tp ya okelah,12-Apr-22,,,,,
1779820180-1250,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"Kamarnya bagus, pelayanannya ramah. Good deh",13-Feb-22,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/rsfit110110gsm/review/2022/02/13/73dd8b54-a2c4-4786-90f9-b253e39cd808-1644746835971-9945954e37b861ed49ec3d7f1768a23f.jpg,,,,
1779820180-1251,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"Fasilitas OK, pelayanan ramah, harga terjangkau. Great",2-Jan-22,,,,,
1779820180-1252,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"sarapannya agak kurang ya, ntah kenapa",31-Oct-21,,,,,
1779820180-1253,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"Petugas sarapan perlu ditambah, kasihan sedikit kewalahan shg jd agak kurang ramah. Namun overall baik.",17-Oct-21,,,,,
1779820180-1254,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"Mantap bgt deh, gak kecewa..",12-Oct-21,,,,,
1779820180-1255,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,There’s nothing’s wrong with the hotel.but at the first time when i was checking in. The receptionist took (extra) a lil bit longer to found out my reservation. Idk which of tiket.com or the hotle to ...Selengkapnya,25-Jul-19,,,,,
1779820180-1256,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,Hotel yg bagus dan lokasi yang strategis,3-Jul-19,,,,,
1779820180-1257,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"Begitu masuk, petugas ramah dan sigap membantu.
Pelayanan check in cepat, kamar nyaman.

Terima kasih",4-Jun-19,,,,,
1779820180-1258,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,Fasilitas sangat lengkap dengan harga yang tidak terlalu mahal.,24-Apr-19,,,,,
1779820180-1259,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"Ada colokan di samping westafel, tapi sayangnya hairdryernya tidak ada
Pelayan di restoran saat sarapan, kurang ramah, mukanya pada manyun, masih ngantuk kali yah..
reseptionist dan satpamnya baik ban...Selengkapnya",5-Apr-19,,,,,
1779820180-1260,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,Beri diskon untuk pengguna tiket.com,7-Mar-19,,,,,
1779820180-1261,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"Lokasi strategis, fasilitas hotel - kebersihan sangat bagus, Menu dan mutu breakfast danger memuaskan. Hotel ini cocok jugs untuk keluarga.",24-Jan-19,,,,,
1779820180-1262,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"Pengalaman yg memuaskan, kamar agak sempit sii hehehe, cuma bersih bgt dan untuk saluran TV nya banyak semutnya, tapi hampir semua baik sii, dari pelayanan receptions nya yg ramah tamah..okonya good",13-Jan-19,,,,,
1779820180-1263,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,Kaca shower berlumut spt jarang dibersihkan..overall lumayan lah. Tidak ambil paket sarapan jd blm bisa kasih review restoran,20-Nov-19,,,,,
1779820180-1264,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,Lokasi strategis dekat pusat belanja & kuliner...,26-Oct-19,,,,,
1779820180-1265,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,Suka sama pelayanannya,24-Sep-19,,,,,
1779820180-1266,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,Mantap! Makanan nya juga enak dan beragam. Pelayanan ramah. Cuma kamar nya aja kayak kurang bersih.,19-Sep-19,,,,,
1779820180-1267,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,⭐⭐⭐⭐⭐⭐⭐⭐⭐,11-Sep-19,,,,,
1779820180-1268,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"saya suka kamarnya, secara keseluruhan, termasuk kamar mandi. semua bersih dan bagus. 
agak disayangkan, saya memesan king bed size, saat saya masuk kamar memang kamarnya terasa luas dan terlihat king...Selengkapnya",7-Aug-19,,,,,
1779820180-1269,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,Need nya sering bunyi jk putar badan agak mengganggu,11-Jun-19,,,,,
1779820180-1270,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,Utk rasa makanan agak kurang,21-Feb-19,,,,,
1779820180-1271,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"Semua fasilitas hotel saya suka dan semuanya nyaman 
Makanan untuk sarapan pagi pun cukup bervariasi

Hal yang tidak di sukai kamar yang saya huni kmrin kamar mandinya rembes jadi bikin becek",1-Jan-19,,,,,
1779820180-1272,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,pengalaman baru menginap disni .. hotel dengan konsep gabung dengan mall ... bener bener one stop leisure ... dapat room dengan view oke .. tetapi suara bising AC dan kamar mandi tergenang is a big NO,31-Dec-18,,,,,
1779820180-1273,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,Bagus Bersih Ramah Minus nya ngga ada lemari es di kamar,8-May-26,,,,,
1779820180-1274,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,sangat oke tempatnya,23-Apr-26,,,,,
1779820180-1275,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"Kasur dan Handuk sedikit kotor, kondisi ac tidak berfungsi baik, lumayan bising kareng suara outdoor ac di balkon terdengar sampai dalam.",9-Feb-26,,,,,
1779820180-1276,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,utk keberihan Room nya okee. sarapan pagi enak..,8-Feb-26,,,,,
1779820180-1277,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,Kalau ga bawa kendaraan pr banget buat nyampe hotelnya,4-Jun-25,,,,,
1779820180-1278,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,Cleanliness is guaranteed. Tasty flavors.,5-May-25,,,,,
1779820180-1279,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"Bersih, nyaman, aman dan cocok untuk keluarga.",15-Mar-25,,,,,
1779820180-1280,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"Bersih, nyaman, aman dan cocok untuk keluarga.",15-Mar-25,,,,,
1779820180-1281,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"Bersih, nyaman dan cocok utk keluarga.",15-Mar-25,,,,,
1779820180-1282,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"Lokasi strategis, menu makanan pada sarapan pagi bervariasi. Mantul lah",4-Nov-24,,,,,
1779820180-1283,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,Staff sangat ramah. Kamar sangat bersih.,30-Aug-24,,,,,
1779820180-1284,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,Menginap di Santika manapun selalu memberikan kesan nyaman dan elegan,29-Jul-24,,,,,
1779820180-1285,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,Menu sarapan bervariasi.,17-Jul-24,,,,,
1779820180-1286,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"Fasilitas dan peralatan kamar cukup lengkap, sayangnya kamarnya agak sempit. Lokasi sangat baik",25-May-24,,,,,
1779820180-1287,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"Lokasi bagus karena diatas mall, parkir gratis, untuk harga kurang sesuai untuk ukuran kamar yg tidak terlalu luas",25-May-24,,,,,
1779820180-1288,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,Bgus sih minus cuman ga ada kulkas Itu aja Makanan lezat.,7-May-24,,,,,
1779820180-1289,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"Oke bgt hotelnya, bersish ya karna santika memang sudah tdk awam utk hotel bintang mya. Namun kami sempat di dtgi sama cheff dan pelayan saat bfast utk ditawarkan jd member santika, tp nyatanya sampai...Selengkapnya",24-Apr-24,,,,,
1779820180-1290,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,Sarapan nya enak dan lokasi strategis tapi sayang kulkas nya gak ada...,12-Mar-24,,,,,
1779820180-1291,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"Hidangan yang disajikan enak. Nuansa sangat elegan. Murah meriah, pemandangan indah. Resepsionis yang kompeten.",23-Feb-24,,,,,
1779820180-1292,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"Sempat kecewa pas stay disini karena mengalami air yg keluar dr semua kran berlumpur krna ada perbaikan, tp terima kasih banyak sudah di respon komplen saya dan dr hotel mau pindahin saya ke kamar lai...Selengkapnya",6-Feb-24,,,,,
1779820180-1298,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,Itu foto gym nya bukan punya hotel,16-Jun-23,,,,,
1779820180-1301,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"untuk yang naik motor agak kesusahan sih akses masuknya, apalagi kalo abis jalan-jalan dan pulang ke hotel jam tutup mall",9-Mar-23,,,,,
1779820180-1302,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"Kaki berdarah kena HPL dari kasur yg udah ngeletek,parkiran jauh bgt,mo keluar dari hotel kalo gak naik mobil jauh,lift yg jd satu sama mall super ngantri,sarapan enak,bersih nya jg okac dingin",23-Feb-23,,,,,
1779820180-1305,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,Berlokasi di pusat kota dan pusat perbelanjaan membuat menginap di hotel menjadi nyaman. Sarapannya khas ala Santika : beragam dan enak,11-Oct-22,,,,,
1779820180-1308,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"Lokasi bagus, fasilitas sesuai harga",10-Sep-22,,,,,
1779820180-1310,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,Bagussssssssssssssss,24-Jun-22,,,,,
1779820180-1312,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"mau nginep lagi pokoknya, bagus bgt si semuanya sama harganya juga, love!",17-May-22,,,,,
1779820180-1314,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,Duh pokokonya puas setiap nginep disini,3-May-21,,,,,
1779820180-1315,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,Duh pokokonya puas setiap nginep disini,3-May-21,,,,,
1779820180-1316,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,lokasinya jd satu sama mall harusnya ada akses sendiri menuju hotel langsung dr parkiran mall atau lobby. kmrn sampe hotel malem dan mall sudah tutup jd kebingungan nyari akses masuk. dan harus pake l...Selengkapnya,29-Apr-21,,,,,
1779820180-1317,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"Harga tidak sesuai karena breakfast ala kadarnya (minimal, kurang banyak macamnya)",31-Oct-20,,,,,
1779820180-1318,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,Hotelnya nyaman enak banget buat ngimep pelayananya bagus kru nya ramah ramah and Sarapan nya ok...sepuaanye ampe bega,20-Apr-25,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/rsfit110110gsm/images/2025/04/20/99d5920e-aa82-4aeb-a288-e0d70192ee78-1745087542203-c13e323fc70c1bef0f961593f4036789.jpg,,,,
1779820180-1319,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,Lokasi ok Parkir ok Pelayanan ok Sarapan ok Minus ga ada kulkas ....,1-Mar-25,,,,,
1779820180-1320,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"Kidz friendly, banyak fasilitas bermain.",2-Feb-25,,,,,
1779820180-1321,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,Utk 2 x pindah karna AC bocor dikamar sampe pas masuk anak saya kepeleset karna sudah ada genangan air dan diberikan kamar ketiga yg lebih baik Weh ternyata AC nya bocor ngga tp bunyi kaya helikopter ...Selengkapnya,22-Jun-24,,,,,
1779820180-1322,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,Tenpatnya agak susah dijangkau.,29-May-24,,,,,
1779820180-1331,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,Makanan enak tempat strategis kamar standard parkir gratis di dlm mall Mungkin hanyaa kurang kulkas d dlm kamar harusnya di harga lebih dri 600 fasilitasnya sudah kumplit,17-Jun-23,,,,,
1779820180-1332,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,Semua baik hanya saja ada kekurangan d kamar ga ada kulkasnya padahal di harga 700 biasanya sudah dapet kulkas d kamar.,17-Jun-23,,,,,
1779820180-1336,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,Sesuai dengan harganya...,6-Feb-23,,,,,
1779820180-1337,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"Reasonable price, probably gonna visit Santika for another business trip",28-Jan-23,,,,,
1779820180-1338,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,1. Pelayanan oleh resepsionis saat checkin sangat bagus dan membantu sekali. Resepsionis dan staff sangat ramah dan baik. *5 2. Kamar bersih tetapi ac pada koridor mati sehingga lumayan panas saat ber...Selengkapnya,16-Jan-23,,,,,
1779820180-1339,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"Menyenangkan staycation di santika. Cukup nyaman, sayang akses dari mall yang kurang jelas jadi agak membingungkan. Cuma kamarnya kecil.",4-Jan-23,,,,,
1779820180-1340,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"Pelayanan staff ramah, makanan enak dan juga di atas mall jadi gampang cari apa2",21-Dec-22,,,,,
1779820180-1345,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,Bagus dan pelayanan baik,12-Jul-20,,,,,
1779820180-1346,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,Lokasi hotel sangat strategis dan sangat dekat dengan pusat perbelanjaan. Staff ramah dan pelayanan sangat baik.,22-Sep-19,,,,,
1779820180-1347,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"waktu batas checkout ngga di telfon resepsionis, pas checkout jam 2an kena biaya 25% dari rate hari itu, pdhl cuma telat sebentar & hotel sedang tidak terlalu ramai. tp yasudalah enaknya dkt XXI tingg...Selengkapnya",11-Jul-19,,,,,
1779820180-1348,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,Kamar premier hanya luas saja ..tidak ada kelebihan sama sekali...untuk kamar seluas itu TVnya kecil sekali dan tidak jernih channelnya,28-May-19,,,,,
1779820180-1349,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,Nice hotel to stay,18-Mar-19,,,,,
1779820180-1350,https://www.tiket.com/id-id/review?product_type=TIXHOTEL&searchType=INVENTORY&inventory_id=hotel-santika-mega-city-bekasi-108001534490354985&reviewSubmitColumn=RATING_SUMMARY&tag_meta_id=34412887&tag_meta_type=google-hotel,"Lokasi nya bagus, di atas mall, dekat access tol",24-Oct-18,,,,,
