page,review_index,nama,tanggal,tipe_traveler,rating,teks_ulasan,sumber
141,4,Desi Mulyani,27 September 2023,,"5,0",kolam renang tidak bau kaporit. 👍,Ulasan terverifikasi dari tiket.com
141,5,Nehemia Joseph Alvin,27 September 2023,Trip Keluarga,"5,0",Mantqp,Ulasan terverifikasi dari tiket.com
142,2,Nisa Agnia Zelda,25 September 2023,,"4,6","Strategic hotel in Bogor. Pelayanannya ramah, kamar nyaman, fasilitas cukup lengkap, dan breakfast yang beragam. Thankyou Hotel Santika",Ulasan terverifikasi dari tiket.com
142,3,Ahad JS,24 September 2023,,"2,0",Makanan biasa aja,Ulasan terverifikasi dari tiket.com
145,4,Yantri Rumnita,12 September 2023,Trip Keluarga,"4,2","Fasilitas lengkap. Sarapan hari pertama enak, tapi pas hari kedua ada 1 makanan yg kurang enak seperti makanan kemarin yg di angetin tapi sofar semua nya oke. Nyaman, dekat mall jadi mudah semunya.",Ulasan terverifikasi dari tiket.com
146,5,Hartani Djurnie,10 September 2023,,"4,0",Derek,Ulasan terverifikasi dari tiket.com
147,4,Hapizul Ahdi,4 September 2023,,"5,0",Tempatnya strategis dan mudah kemana2. Serta dibawahnya ada mall,Ulasan terverifikasi dari tiket.com
148,3,John Marlissa,1 September 2023,Trip Keluarga,"2,0",Shower toilet rusak,Ulasan terverifikasi dari tiket.com
195,4,Winda Widiastuti,30 April 2023,Trip Keluarga,"5,0",Top banget pokoknya...... Bakal balik lagi sih... 🥰🥰,Ulasan terverifikasi dari tiket.com
196,3,Wahyu Tri Handoko,30 April 2023,Trip Keluarga,"3,4",Cocok untuk transit aja hotel seperti ini..kurang cocok untuk liburan dan trip keluarga,Ulasan terverifikasi dari tiket.com
196,5,Melissa Octavia,30 April 2023,,"4,6","Pelayanan ok, semua ramah2, breakfast cukup enak tp tidak terlalu banyak variasi. Kamar standard ukurannya ok. Bersih standard santika. Dapat 4 botol mineral water. Sebelah botani mall, nyambung dg mall. Lokasi strategis sekali. Harga long weekend 900rb cukup ok dibandingkan hotel lainnya. Kl biasa mungkin 600rb an.Lihat lebih sedikit",Ulasan terverifikasi dari tiket.com
197,3,Mitra Maisofia,29 April 2023,Trip Keluarga,"4,4","Hotelnya nempel sm Botani Square, jd enak kalau mau cari2 makan. Parkiran juga lega, Staff nya Ramah, Kebersihan Ok kecuali kamar yg smoking masih tetep bau Asap. Breakfast pilihannya banyak, Rasanya pas. Kolam renang terlalu bau kaporitnya, mungkin krn ramai. Over all OK sih, bisa jd pilihan utk liburan singkat di kota bogor. Trimakasih Santika Hotel.Lihat lebih sedikit",Ulasan terverifikasi dari tiket.com
198,1,Thessa Tjoeng,28 April 2023,,"4,0",Enak lokasinya langsung nyambung ke mall. Overall enak sih dengan harga sgitu.,Ulasan terverifikasi dari tiket.com
198,5,indah hersanti,26 April 2023,,"5,0","Bersih, dekat masjid, kamar luas, kamar mandi luas, dapat 2 handuk badan 2 handuk muka, air mineral 4 botol per kamar, ada kulkas mini, sara0an bervariasi dan enak.",Ulasan terverifikasi dari tiket.com
201,2,LY,23 April 2023,Trip Keluarga,"5,0",Pelayanan oke banget. Tempat juga strategis.,Ulasan terverifikasi dari tiket.com
202,5,NN,18 April 2023,Trip Keluarga,"4,8","Staff ramah,,kamar nyaman lumayan besar..lokasi menyatu dgn mall jd gampang bgtt cari makan.dapet view gunung..overall ok",Ulasan terverifikasi dari tiket.com
203,1,PR,18 April 2023,Trip Keluarga,"5,0",Enak kamarnya trus ac nya dingin bngt,Ulasan terverifikasi dari tiket.com
203,3,Danang Purwanto,17 April 2023,,"5,0",Keren hotel ini,Ulasan terverifikasi dari tiket.com
204,3,BUKAN,13 April 2023,Trip Keluarga,"4,6","Hotel dg mall di sampng nya..nginap pas bulan ramadhan sarapan di ganti sahur tapi menu nya aedikit, beda dari pas sarapan bukan bulan ramadhan menu makanan nya bnyak",Ulasan terverifikasi dari tiket.com
205,1,Yonita Aprilia Putri,11 April 2023,,"3,8","hmm untuk harga segitu gatau kenapa nih masih kurang puas aja dari fasilitas, tp sebenernya nyaman kokk, enaknya dia connect ke mall sih emang. kalo untuk sekadar istirahat dan makan cukup bgt sih disini, tp kalo lebih dr itu, hotel ini standar aja🙏🏻Lihat lebih sedikit",Ulasan terverifikasi dari tiket.com
205,3,Mila Aprilia,10 April 2023,,"4,0","Nginap disini kemaren dapat kue welcome dari resepsionis nya, pelayanan nya oke, dan yg paling the best sangat dekat dengan mall, turun lift sedikit sudah langsung masuk mall 👍",Ulasan terverifikasi dari tiket.com
207,4,Apryanto Simanjuntak,29 Maret 2023,,"5,0",Bagus,Ulasan terverifikasi dari tiket.com
234,5,RG,31 Desember 2022,Trip Keluarga,"4,0",Bagus,Ulasan terverifikasi dari tiket.com
244,2,Candra Sinaga,25 November 2022,,"5,0",Terlalu banyak,Ulasan terverifikasi dari tiket.com
247,1,Saya berzodiak Sagitarius.,14 November 2022,Trip Keluarga,"4,8","Untuk hotel 3⭐ sih kamarnya bagus, bersih, cukup luas dan oke. Dibilang bersih sekali sih tidak juga karna masih ada serpihan mie instan di lantai kamar dan lantai kamar mandinya agak licin. Tapi overall cukup bersih sih lantainya karna saya tidak pakai slipper. Hanya saja ac agak bau lembab apek, tp ga mengganggu banget. Pemandangan kamar juga tidak ada. Kolam ada 2 anak2 dan dewasa. Lokasi hotel jg bagus berhubungan dengan mol, mudah untuk cari makan. Overall sih oke ya hotelnya, untuk hotel di tengah kota sih mantaplah 👍👍👍Lihat lebih sedikit",Ulasan terverifikasi dari tiket.com
247,3,NM,13 November 2022,Trip Keluarga,"4,0","Selalu ramai karena tempat yg strategis and family friendly banget, we even have to queueing for breakfast. Sy blm terlalu menikmati dgn seksama fasilitas di hotel ini but standar jaringan hotel nya terjamin. Anw plus point hotel ini krn sebelahan mall so its just greatLihat lebih sedikit",Ulasan terverifikasi dari tiket.com
247,4,SATU,12 November 2022,Trip Pasangan,"4,0","Pelayanan bagus. Kamar bersih dan luas. Breakfast lumayan bervariasi. Lokasi strategis di tengah kota, bersebelahan dengan Botani Square Mall dan ada akses khusus tamu ke mall. Minus: Channel TV kurang banyak. Overall, kami puas menginap disini.Lihat lebih sedikit",Ulasan terverifikasi dari tiket.com
249,1,Hendro Murdiyatno,9 November 2022,,"5,0","Hotelnya sangat nyaman, sarapannya juga enak buanget.. Rekomendasi banget apalagi dekat sama Mall, jd gak bosen di kamar",Ulasan terverifikasi dari tiket.com
250,1,Perawat Terdaftar,6 November 2022,,"3,4","Sprei nya putih kumel, closet nya rusak , tisu gulung di toilet diganjal pakai sikat gigi 🤦‍♀️🤦‍♀️ pas di rol copot2 ,keran wastafel air dingin kecil , sarung sofa banyak noda hitam ... Kelebihannya , bisa akses langsung ke mall , pelayanannya cepat ramah , teknisi jg cepat datang , sarapannya banyak pilihan , kolam renangnya luas .Lihat lebih sedikit",Ulasan terverifikasi dari tiket.com
251,3,Dinda Helena Putri,2 November 2022,Trip Keluarga,"3,0",Sudah request early check in jam 12. Tapi sampe jam 14:00 yang mana itu waktu reguler buat check in pun kamarnya belum siap. Baru dapet kamar setelah hampir jam 15:00 Walopun cuma hotel bintang 3 tapi hal seperti ini Sangat tidak professional.Lihat lebih sedikit,Ulasan terverifikasi dari tiket.com
265,4,Yedi Heriyadi,25 September 2022,Trip Keluarga,"4,2",Lokasi hotel nya sebelah sm botani square. Jd kalo mau blanja tgl jalan kaki dekat skali,Ulasan terverifikasi dari tiket.com
266,2,Ronald Foudubun,24 September 2022,,"4,0",Oke,Ulasan terverifikasi dari tiket.com
267,5,MATAHARI,19 September 2022,,"3,0",Secara keseluruhan oke.,Ulasan terverifikasi dari tiket.com
269,2,MS,12 September 2022,Perjalanan Bisnis,"5,0",Sangat bagus dan bersih,Ulasan terverifikasi dari tiket.com
269,4,ema Auliya,11 September 2022,,"4,0","Breakfast menunya banyak pilihan dan enak semua, kamar cukup luas.dan enaknya bisa bulak balik ke mall botani krn akses langsung dari hotel.",Ulasan terverifikasi dari tiket.com
273,2,Ahmad Chaerudin,3 September 2022,,"4,0",Kamar nya agak kecil,Ulasan terverifikasi dari tiket.com
300,5,DW,30 April 2022,,"3,0",Oke,Ulasan terverifikasi dari tiket.com
301,3,Muhammad Boni Erlangga,27 April 2022,Trip Pasangan,"5,0","Lokasi strategis di jalan utama dan terkoneksi dengan mall botani square, menu sahur enak namun kurang variasi dan porsinya. Staff hotel ramah, Kamar deluxe luas, bersih dan Wi-Fi kencang. Terima kasih diberikan free early check-in sebelum jam 2 siang. Sudah ada Cap hotel di karcis parkir, namun tetap ditagih oleh petugas loket mall botani, dengan alasan sudah di enter.Lihat lebih sedikit",Ulasan terverifikasi dari tiket.com
302,3,Windra Mai Haryanto,20 April 2022,,"3,0",Mohon unttuk di upgrade kamar dan desingnya,Ulasan terverifikasi dari tiket.com
303,1,I Gusti Ngurah Putu Agung Budhi Artana,16 April 2022,Trip Keluarga,"5,0",Hotel yang Direkomendasikan,Ulasan terverifikasi dari tiket.com
303,2,Arifki Arifki,16 April 2022,Trip Keluarga,"4,0",Terima Kasih 👌🏼👌🏼👌🏼👌🏼,Ulasan terverifikasi dari tiket.com
303,5,siti qoriah ulfah n,15 April 2022,,"4,0","bagus nyaman sopan, dan ramah , tingkatkan lagu",Ulasan terverifikasi dari tiket.com
304,2,TU,15 April 2022,Trip Keluarga,"4,4","gak nyangka masih bagus n terawat untuk hotel lama. nyaman banget kamarnya. masuk kamar disambut oleh kue dan ucapan selamat datang. senangnya.. kami menginap di kamar suite jadi luas, enak buat anak main n lari2. ada akses lgsg ke botani square. masukannya, tv bisa diganti dengan smart tv, mengikuti perkembangan kebutuhan tamu. di kamar ada mukena dan sajadah nilai plus banget, akan sangat baik jika diberikan plastik sealed sehingga kami yakin itu bersih hasil laundry dan blm dipakai orang lain. overall puass..pasti balik lagi nih... 🥰Lihat lebih sedikit",Ulasan terverifikasi dari tiket.com
305,1,IA,10 April 2022,Trip bareng Teman,"5,0","Lift-nya kecil sekali dan pembatasan kapasitas full-nya sering aktif. Pelayanan staff baik dan ramah. Lokasi dekat botani square mall. Kamar luas. Ada sofa bagus di dalam kamar. TV ukuran biasa. Treadmill gym bagus. Kasur dan bantal enak, bikin bisa tidur nyenyak.Lihat lebih sedikit",Ulasan terverifikasi dari tiket.com
306,1,NN,3 April 2022,Trip Keluarga,"5,0","suka bermalam di hotel santika bogor , tidak berisik . suasana hotel yg sangat menyenangkan dan pelayanan yg memuaskan dan petugas ramah"".... jadi suka tidur di hotel ini. Semua fasilitas ok banget deh ..makanannyapun enak""Lihat lebih sedikit",Ulasan terverifikasi dari tiket.com
322,2,HUDA YANG BERNIAT,29 November 2021,Trip Keluarga,"4,2","Lokasi strategis, kamar nyaman, pelayanan memuaskan",Ulasan terverifikasi dari tiket.com
322,3,Charles Se,28 November 2021,Trip Keluarga,"2,4",Minus Kolam Renang Kecil.Breakfast standard kurang variatif diantara santika yg lain.parkiran susah karena hotel nempel mall. anak 5 tahun breakfast sudah bayar 1/2 harga. Plus Lokasi strategis nempel mall botani.kamar bersih. air panas berfungsi dengan baik.Lihat lebih sedikit,Ulasan terverifikasi dari tiket.com
322,4,RY,26 November 2021,Perjalanan Bisnis,"4,6",cita rasa makanannya ditingkatkan 👍,Ulasan terverifikasi dari tiket.com
322,5,DD,24 November 2021,Trip Keluarga,"2,6",Fasilitas Kamar tidak sesuai harga yang dibayar,Ulasan terverifikasi dari tiket.com
323,1,RP,24 November 2021,Trip Keluarga,"5,0",mantaaap...dekat mal,Ulasan terverifikasi dari tiket.com
323,2,Agung Nugraha,23 November 2021,Trip Keluarga,"3,8","Overall bagus, layaknya hotel santika tp saru hal yg sangat disayangkan ga ada parkir khusus tamu hotel, nyatu sama mall botani square, harus nyari2 parkir smpai basment, bawa2 barang ke kamar sangat jauh, sekali lg sangat disayangkanLihat lebih sedikit",Ulasan terverifikasi dari tiket.com
323,3,Meisi Tri Pitria,23 November 2021,Trip Keluarga,"4,0","Lokasi hotel strategis banget ada akses langsung ke mall botanical,sudah 2 kali menginap disini.hotel sangat menerapkan protokol kesehatan.Sedikit kecewa saya mengambil extra bed jam 11 malam ditelp ditanya apakah extrabed SDH terpasang atau belum waktu itu posisi SDH TDR jadi sedikit terganggu seharusnya kalo mau konfirmasi bukan dijam orang SDH istirahat .Makanan buffet dan anak usia 5 tahun keatas dikenakan charge.Makanan cukup variasi dan rasa enak.untuk bagian minuman khususnya air putih mungkin lebih baik distok khususnya hari weekend Krn yg ngelayani hanya 1 orang dibagian minum dan salad jdinya antri.untuk overall bagus.tQ Santika dan tiket.comLihat lebih sedikit",Ulasan terverifikasi dari tiket.com
323,4,A,23 November 2021,Trip Keluarga,"3,4","AC-nya bocor, pancurannya juga bocor.",Ulasan terverifikasi dari tiket.com
323,5,MK,21 November 2021,Trip Keluarga,"4,0","proses check in / out cepat, seluruh staf ramah dan helpfull, semua permintaan dipenuhi.. saya booking smooking room tp kamar tidak bau rokok, biasanya dihotel lain begitu keluar lift saja koridor sudah bau roko. amaneties lengkap, ac dingin, water heater bagus panasnya lama dan konsisten.. kolam renang lumayan, tapi sayang cuma bisa digunakan sampai jam 7malam, sementara saya lebih suka renang malam... dan tidak ada kids corner/playground dan sejenisnya...Lihat lebih sedikit",Ulasan terverifikasi dari tiket.com
324,1,SR,20 November 2021,Trip Pasangan,"4,8",Hotel yang nyaman dan stategis tpi ada sedikit kekurangan untuk makanan yg tersedia tdk banyak variasinya. Dan sepreinya agak bernoda tdk terlalu bersih. Mohon ditingkatkan kembali kebersihan seprei didlm kmar.Lihat lebih sedikit,Ulasan terverifikasi dari tiket.com
324,2,Humam Abdul Haq,19 November 2021,Trip Keluarga,"4,0",Variasai makanan pada saat sarapan perlu ditingkatkan,Ulasan terverifikasi dari tiket.com
324,3,Achmad Firdaus,17 November 2021,Trip bareng Teman,"5,0",mantap sekali deh pokoknya,Ulasan terverifikasi dari tiket.com
324,4,Achmad Firdaus,17 November 2021,Trip bareng Teman,"5,0","semua mengasyikan, pelayanan ramah, fasilitas lengkap, makanan enak. yg kurang paling parkir yg menyatu sama mall. agak lelah wak cari parkir. hehe",Ulasan terverifikasi dari tiket.com
324,5,K,16 November 2021,Trip Keluarga,"3,6",lokasi bagus karena dekat dengan mall tetapi sayang pas breakfast blm bisa mengambil sendiri,Ulasan terverifikasi dari tiket.com
325,1,SD,15 November 2021,Perjalanan Bisnis,"5,0",kamar luas dan nyaman.,Ulasan terverifikasi dari tiket.com
325,2,Rina Khairunisa,13 November 2021,Trip Keluarga,"4,8","Overall oke banget, suka dengan hotel dan fasilitasnya. Minusnya cuma terlalu banyak penggunaan plastik (handuk dibungkus plastik) kebayang ga berapa banyak sampah plastik setiap harinya? Lalu utk lift nya lambat bangetLihat lebih sedikit",Ulasan terverifikasi dari tiket.com
325,3,DI DALAM,12 November 2021,Perjalanan Bisnis,"4,0","bersih, pelayannya cepat",Ulasan terverifikasi dari tiket.com
325,4,Barat Laut,11 November 2021,Trip Keluarga,"4,2",enak tempat nya. deket dengan mall. jd gak bosen n gak perlu keluar jauh. tuk sarapan kurang bervariasi.,Ulasan terverifikasi dari tiket.com
325,5,Meiliana Fong,10 November 2021,Trip Pasangan,"5,0",tempatnya selalu bikin nyaman.. ini untuk kedua kalinya.. pelayanan ramah... pokoknya best.. cuma klo untuk makanan tolong diperbaiki lagi untuk rasanya.. thanks,Ulasan terverifikasi dari tiket.com
326,1,Gita Risdyan Putri,7 November 2021,Trip Pasangan,"5,0","Bagus,bersih,makanan enak, seru juga krna akses gampang ke mall trus ga berisik kanan kiri juga",Ulasan terverifikasi dari tiket.com
326,2,IC,7 November 2021,Lainnya,"4,0",lobby sedang renovasi,Ulasan terverifikasi dari tiket.com
326,3,Febriyanti Heriyanto,6 November 2021,Trip Keluarga,"4,0",salah satu hotel yang akan kembali di kunjungi jika ke bogor,Ulasan terverifikasi dari tiket.com
326,4,SEBAGAI,5 November 2021,Trip Keluarga,"4,0","lokasi strategis, sarapannya enak tapi tdk bisa ambil sendiri.. berasa kayak antri sembako",Ulasan terverifikasi dari tiket.com
327,5,RC,30 September 2021,Trip Keluarga,"4,0","hotelnya terhubung dgn mall botani square, turun lift di basement langsung mall, kamar nyaman, ada sofabed jg.",Ulasan terverifikasi dari tiket.com
328,1,Musim Dingin Musim Dingin,28 September 2021,Trip Pasangan,"5,0","Lokasi strategis, hotel bagus",Ulasan terverifikasi dari tiket.com
328,2,EB,19 September 2021,Trip Keluarga,"4,0",mayan puaslah ya. krn cmn stay 1 mlm aja kok.,Ulasan terverifikasi dari tiket.com
328,3,Ade Ramdhan,17 September 2021,Perjalanan Bisnis,"4,0",Tempat Parkir jauh dr hotel,Ulasan terverifikasi dari tiket.com
328,4,yumi amilah,12 September 2021,Trip Keluarga,"3,0",kamar nya nyaman fasilitas ok para staf nya ramah ❤️,Ulasan terverifikasi dari tiket.com
328,5,Febri Jasmin Latumeten,7 September 2021,Perjalanan Bisnis,"4,0","tempat sgr strategis, bersih",Ulasan terverifikasi dari tiket.com
329,1,Tri Priyo Laksono,7 September 2021,Trip Keluarga,"4,0",Ruangan rapi dan bersih serta pelayanan OK.,Ulasan terverifikasi dari tiket.com
329,2,Ruth Mayasari,4 September 2021,Trip Keluarga,"4,0",Lumayan oke...tapi menu sarapannya perlu ditingkatkan.,Ulasan terverifikasi dari tiket.com
329,3,DW,4 September 2021,Perjalanan Bisnis,"3,0","Oke, perlu ditingkatkan agar tamu senang.",Ulasan terverifikasi dari tiket.com
329,4,SK,2 September 2021,Lainnya,"4,0",acnya mati sendiri jd kurang dingin,Ulasan terverifikasi dari tiket.com
329,5,MS,2 September 2021,Trip Keluarga,"3,0",lain kali kesini lagi,Ulasan terverifikasi dari tiket.com
330,1,Fany Rizki,2 September 2021,Trip Keluarga,"5,0",Kewreeeeeeeeeeeeeeeennnnn,Ulasan terverifikasi dari tiket.com
330,2,MS,1 September 2021,Trip Keluarga,"3,0",keluarga saya sangat menikmati,Ulasan terverifikasi dari tiket.com
349,1,Tya Melinda,30 April 2021,Trip Keluarga,"3,0",fasilitas cukup baik,Ulasan terverifikasi dari tiket.com
349,2,Andri Kurniawan,29 April 2021,Perjalanan Sendirian,"4,0","bagus, rapih, bersih deket dengan mall",Ulasan terverifikasi dari tiket.com
349,3,ADALAH,28 April 2021,Trip Keluarga,"4,0",hotelnya lumayan ok untuk keluarga,Ulasan terverifikasi dari tiket.com
349,4,Marlynawati Ningsih,27 April 2021,Trip Keluarga,"2,4","Loby yg terlalu sempit saat checkin. Lift yang terlalu kecil dan sumpek, kendala kartu tap di lift, kartu hanya dapat satu",Ulasan terverifikasi dari tiket.com
349,5,Veronica Sukamto,26 April 2021,Perjalanan Bisnis,"4,4",sprei selimut kurang bersih. staf baik ramah semua. breakfast bagus dan variatif. overall bagus.,Ulasan terverifikasi dari tiket.com
350,1,Angga Dea,22 April 2021,Perjalanan Bisnis,"4,0","bagus, baik, sempurna",Ulasan terverifikasi dari tiket.com
350,2,EP,21 April 2021,Trip Keluarga,"3,0","Protokol kesehatan kurang diperhatikan.. masih banyak tamu yg mondar mandir naik lift ga pake masker dan tidak ditegaskan oleh staf hotel mengenai pemakaian masker.. tidak ada pembatasan tamu di area kolam renang. Saat saya menginap, hanya ada 1 staf yg membereskan meja saat breakfast, jadi resto terkesan berantakan.Lihat lebih sedikit",Ulasan terverifikasi dari tiket.com
350,3,Anggota parlemen,17 April 2021,Trip Keluarga,"4,2","bagus, saya pesem kamar tanpa sarapan, tetapi setiap.oesen makanan via ojek online tanpa diminta anter ke kamar, selalu dianter, jd saya ga perlu turun ke bawah ambil makanan saya",Ulasan terverifikasi dari tiket.com
350,4,AH,16 April 2021,Trip Keluarga,"3,0","rasa makanan biasa aja. parkir 1 malam bayar 80rb karna lupa gak minta stample saat checkin, dan reseptionis gak tanya pula bawa kendaraan atau tidak. Seperti hotel lain jika checkin selalu dikasih free parking tanpa diminta.Lihat lebih sedikit",Ulasan terverifikasi dari tiket.com
350,5,yudha putra aprilianto,15 April 2021,Trip Keluarga,"1,8","Pengalaman sangat amat biasa aja, akses cm dikasih 1 jd apa2 susah, pake extra bed tp minta handuk aja ga dikasih, lift mati 1 saat check in..jd ngantri...harga ga pantas buat bintang 3 yang tidak ada spesial2nyaLihat lebih sedikit",Ulasan terverifikasi dari tiket.com
351,1,Agus Siswanto,14 April 2021,Trip Keluarga,"4,4","ruang terbuka untuk anak kurang seperti taman bermain, kolam renang perlu diperluas",Ulasan terverifikasi dari tiket.com
351,2,YL,12 April 2021,Perjalanan Bisnis,"4,0",Lumayan baik lokasi strategis dekat kemana-mana.,Ulasan terverifikasi dari tiket.com
351,3,DAN,11 April 2021,Perjalanan Sendirian,"4,0","Bagus, nyaman, kamar",Ulasan terverifikasi dari tiket.com
351,4,SEBUAH,11 April 2021,Perjalanan Bisnis,"4,0",Permen jahe yang di receptionistnya enak Lampu kamar mandi agak redup,Ulasan terverifikasi dari tiket.com
351,5,Teguh Wicaksono,11 April 2021,Perjalanan Bisnis,"4,0",Ya standar pelayanan hotel Santika.,Ulasan terverifikasi dari tiket.com
352,1,Yulistiana Yulistiana,11 April 2021,Trip Pasangan,"4,0","kamar bersih dan nyaman, kamar mandi bersih, staff ramah, prokes cukup ketat",Ulasan terverifikasi dari tiket.com
352,2,Dwi Indria Novita,6 April 2021,Lainnya,"3,0","Tidak suka dengan penggantian gelas kertas, merasa jijik.",Ulasan terverifikasi dari tiket.com
352,3,MH,5 April 2021,Trip Keluarga,"4,0",Cukup menyenangkan dan strateis,Ulasan terverifikasi dari tiket.com
352,4,Titi Yustiana,2 April 2021,Perjalanan Bisnis,"4,0","sy suka kamar di hotel santika ini karena banyak bantalnya, selain bantal tidur ada juga bantal duduk. lokasinya nyambung dengan mall, dan dekat dg tempat makan yg enak d vogor",Ulasan terverifikasi dari tiket.com
362,4,M N,25 November 2020,Perjalanan Bisnis,"4,0",. .................................,Ulasan terverifikasi dari tiket.com
362,5,HK,21 November 2020,Trip Keluarga,"3,0",biasa aja lokasi strategis,Ulasan terverifikasi dari tiket.com
363,1,Yuda Prasetya,17 November 2020,Trip Keluarga,"3,6",Nyaman untuk perjalanan bersama keluarga selama di kota bogor,Ulasan terverifikasi dari tiket.com
363,2,Putri Setyawati,15 November 2020,Trip Keluarga,"4,0","Cukup menyenangkan untuk short staycation di masa pandemi, protokol kesehatan sudah dijalankan dengan baik, menu sarapan agak kurang bervariasi dibandingkan sebelum masa pandemi, tapi untuk pool puas sekali karena cenderung sepi, jadi seperti pool pribadi, juga nilai plus karena satu lokasi dengan mall, thanks santika dan tiket.com.Lihat lebih sedikit",Ulasan terverifikasi dari tiket.com
363,3,risiko biasa,8 November 2020,Trip Pasangan,"3,0","Menginap 2 malam di hotel Santika Bogor. Lokasinya sangat strategis, dan berada di pusat kota. Pelayanan saat pandemi Covid juga cukup baik, saat masuk di cek suhu dan disemprot disinfektan di alas kaki.. Dan barang2 dikamar hotel seperti handuk dll dibungkus rapih.. kendalanya karena saya naik motor, ditempat parkir yang menyatu dengan mall sehingga harus jalan agak jauh msuk dari mall ke hotel. Yang kurang nya juga adalah kamar tidak ada peredam suara, karena pas weekend suara dari luar berisik sekali.. bahkan saat malam hari terdengar suara bangku diseret seret dari lantai atas berulang ulang sehingga mengganggu tidur, entah ini mistis atau tdk karena terdengar di jam 2 dan 4 pagii (dilantai 6).. untuk yang lainnya cukup baik..Lihat lebih sedikit",Ulasan terverifikasi dari tiket.com
363,4,RP,8 November 2020,Trip Keluarga,"4,4","Proses check in sangat cepat, kamar Superior cukup luas.",Ulasan terverifikasi dari tiket.com
363,5,Ika Aminatussolihah,2 November 2020,Trip Keluarga,"2,4","untuk dinding kamar terlalu tipis, suara berisik dari kamar sebelah jelas terdengar hingga menggangu saat tidur dinne in yg disiapkan tidak memiliki rasa yg enak",Ulasan terverifikasi dari tiket.com
364,1,liem mee hoa,2 November 2020,Trip Keluarga,"3,4","Kamar ACnya Bocor dikit tpu mah dingin sih, dpt kamar 201 dkt bgt sama mesin AC jd agak berisik daj wifi smpt drop krna rame maybe long weekend maulid kmren",Ulasan terverifikasi dari tiket.com
364,2,Y Y,1 November 2020,Trip Keluarga,"4,2","Adanya sofa panjang dikamar sangat berarti bagi kami yg keluarga besar, tdk perlu extra bed...😊😊",Ulasan terverifikasi dari tiket.com
365,1,ADALAH,18 September 2020,Perjalanan Sendirian,"3,6",Lokasi dan view yg bikin hotel ini rekomended. Selebihnya cukup pantas untuk hotel sekelas bintang tiga.,Ulasan terverifikasi dari tiket.com
365,2,Didiet Heryadhi Praditya,6 September 2020,Trip Keluarga,"4,0",Tempatnya benar2 dilokasi yg strategis sekali,Ulasan terverifikasi dari tiket.com
376,2,TM,17 November 2019,Perjalanan Sendirian,"4,6",Lokasi bagus Makan pagi enak,Ulasan terverifikasi dari tiket.com
376,3,MK,12 November 2019,Lainnya,"4,0","Lift kecil dan cuma muat utk 5 - 6 orang tanpa koper. Ketika penuh / full harus tunggu lama atau bbrp kali. Kartu untuk kamar cuma 1 , minta tambahan habis. Nginep dgn teman jadi menyusahkan krn utk naik dan masuk kamar jadi tergangguLihat lebih sedikit",Ulasan terverifikasi dari tiket.com
376,4,SC,8 November 2019,Perjalanan Bisnis,"5,0","Lokasi strategis... ada akses dengan tempat konferensi di IPB Convention Centre. Ada akses juga ke Mall jika tidak ingin keluar area untuk mencari santapan atau minum kopi atau hanya untuk bersantai jalan2. Kamar yang bersih, petugas ramah, dan kemudahan dalam check in. Lihat lebih sedikit",Ulasan terverifikasi dari tiket.com
376,5,Pelancong terverifikasi,5 November 2019,,"5,0","Saya sudah menginap di hotel ini berkali-kali, pelayanannya bagus, bersih, dan makanannya enak.",Ulasan terverifikasi dari Expedia
377,3,Nurul Anjani,29 September 2019,Trip Pasangan,"5,0",Liburan dibogor dapet kamar bagus harganya murah,Ulasan terverifikasi dari tiket.com
377,4,danar dwi wibowo,22 September 2019,Trip Keluarga,"5,0",Fasilitas dan pelayanan bagus sangat memuaskan,Ulasan terverifikasi dari tiket.com
377,5,Pin Boon,8 September 2019,,"4,0","Hotelnya bagus, lokasinya strategis, dan stafnya sangat ramah.",Ulasan terverifikasi dari Expedia
378,1,ajeng wulandari,5 September 2019,Trip Keluarga,"4,8","Saya menginap disini untuk ke 2 kalinya dan selalu menjadi hotel yang sangat Recommended untuk saya singgahi ketika berkunjung ke bogor, lokasi sangat stategis, akses ke mall yang sangat mudah,,,, serta keramahan staff yang luar biasa. sarapannya sangat variatif, hanya saja rasa dan variasinyaa harus lebih ditingkatkan untuk sekelas hotel bintang 4 seperti Hotel Santika. Lihat lebih sedikit",Ulasan terverifikasi dari tiket.com
383,5,Nurma,1 April 2019,,"5,0",Pd saat chek in prosesnya cepat..staff nya ramah..kamar nyaman & bersih..buka jendela kamar dapet melihat pemandangan kota bogor dan pemandangan gunung..makanan enak..apalagi liburan bersama keluarga pasti akan jadi lebih menyenagkanLihat lebih sedikit,Ulasan terverifikasi dari Expedia
388,1,James,29 November 2018,,"4,0","Awalnya ada kendala dengan kamar. Saya meminta tempat tidur ukuran queen tetapi malah mendapat dua tempat tidur single. Masalah teratasi setelah dua kali menelepon resepsionis. Selain itu, semuanya baik-baik saja.",Ulasan terverifikasi dari Expedia
388,2,Pelancong terverifikasi,20 November 2018,,"4,0",Hotel bagus yang terhubung dengan pusat perbelanjaan.,Ulasan terverifikasi dari Expedia
388,3,juga Cresnowati,10 November 2018,Trip Keluarga,"2,2","Pelayanan di Front liner, yg salah memberikan kunci kamar. Hrsnya lakukan cek bookingan yg ditunjukkan cust. Kamar ktg bersih, tmpt sampah tdk ada plastik, kettle kotor, buah2an busuk ada ulatnya.",Ulasan terverifikasi dari tiket.com
