page,review_index,nama,tanggal,tipe_traveler,rating,teks_ulasan,sumber
78,1,DENGAN,28 Agustus 2024,Trip Pasangan,"5,0",Kamar dengan pencahayaan baik.,Ulasan terverifikasi dari tiket.com
78,2,JOHANNITA BEGA,28 Agustus 2024,Trip Keluarga,"5,0","Tipe kamar family nya asik. Ada ruang tamu. Kamar mandi luar. Sayangnya agak sempit. Tapi fasilitas oke. Kamar bersih, sprei kasur juga bersih. Breakfastnya standart.",Ulasan terverifikasi dari tiket.com
78,3,Anggota parlemen,27 Agustus 2024,Trip bareng Teman,"4,0",Sarapan dengan pilihan makan yang variatif!,Ulasan terverifikasi dari tiket.com
78,4,Sigit Sanjaya,27 Agustus 2024,Trip Keluarga,"4,0",Pelayanan cepat tanggap ketika ada keluhan,Ulasan terverifikasi dari tiket.com
78,5,Sigit Sanjaya,25 Agustus 2024,Trip Keluarga,"4,0","Pelayanan sangat memuaskan, ada keluhan langsung cepat tanggap",Ulasan terverifikasi dari tiket.com
79,1,HH,25 Agustus 2024,Perjalanan Sendirian,"5,0",Staf yang terlatih dengan baik. Makanan yang tak terlupakan. Dekorasi tepi kolam renang yang elegan.,Ulasan terverifikasi dari tiket.com
79,2,DENGAN,19 Agustus 2024,Trip Pasangan,"5,0",Pelayanan tamu istimewa.,Ulasan terverifikasi dari tiket.com
79,3,Deswita Dharma Putri,17 Agustus 2024,Trip Pasangan,"5,0",Nyaman banget.... Makanan nya enak2... Karywan nya ramah2,Ulasan terverifikasi dari tiket.com
79,4,Dody Rahman Iskandar,17 Agustus 2024,Perjalanan Sendirian,"5,0","Bagus sekali, okeeeeeeeeeeeeeeeeee",Ulasan terverifikasi dari tiket.com
79,5,DENGAN,16 Agustus 2024,Trip Pasangan,"5,0","Terjangkau, nyaman, dan elegan.",Ulasan terverifikasi dari tiket.com
80,1,DENGAN,15 Agustus 2024,Trip Pasangan,"5,0",Kebersihannya nggak ada lawan.,Ulasan terverifikasi dari tiket.com
80,2,DAN,13 Agustus 2024,Trip bareng Teman,"5,0","Kebersihan terjaga sangat baik. Hidangan tradisional lezat. Hidangan tradisional lezat. Nuansa hangat. Harga terjangkau, pemandangan indah.",Ulasan terverifikasi dari tiket.com
80,3,DAN,13 Agustus 2024,Perjalanan Sendirian,"5,0",Menu makanan hotel oke banget. Dekat dengan fasilitas umum. Suasana kolam tropis. Penawaran menarik.,Ulasan terverifikasi dari tiket.com
80,4,Vicka Angelica,13 Agustus 2024,Perjalanan Sendirian,"5,0",Menyediakan peralatan perawatan bayi. Kamar mandi dengan jacuzzi. Keamanan parkir optimal. Kamar dilengkapi dengan TV layar datar.,Ulasan terverifikasi dari tiket.com
80,5,Ulf Nurzil,13 Agustus 2024,Trip Pasangan,"4,0",Bagus tempat nginep nya,Ulasan terverifikasi dari tiket.com
81,1,FJ,13 Agustus 2024,Perjalanan Sendirian,"5,0",Kebersihan terbaik. Thankyou,Ulasan terverifikasi dari tiket.com
81,2,Hendrian samosir,11 Agustus 2024,Trip Pasangan,"5,0",Kamar mandi mewah. Hidangan bervariasi. Kebersihan tempat parkir sangat baik. Kolam renang cocok untuk menghilangkan penat. Lokasi dekat dengan pusat perbelanjaan.,Ulasan terverifikasi dari tiket.com
81,3,MG,10 Agustus 2024,Perjalanan Bisnis,"4,0",Staf yang luar biasa. Ruang makan yang bersih. Tempat terbaik.,Ulasan terverifikasi dari tiket.com
81,4,kiki zeta artha name,10 Agustus 2024,Perjalanan Sendirian,"4,0",Ya ampunnn ...,Ulasan terverifikasi dari tiket.com
81,5,Hendrian samosir,10 Agustus 2024,Trip Pasangan,"5,0","Besih dan nyaman, hanya saja tv dikamar bukan smart tv",Ulasan terverifikasi dari tiket.com
82,1,Junita Chandra Iriani Silalahi,10 Agustus 2024,Trip Keluarga,"4,8",The room is small but convenient. Nice for kids. Playground nya ada di lobby dan nyaman. Ada di tepi kolam renang juga. KOLAM RENANGNYA BERSIH ASTAGAAA KEREN BANGET BERSIH BUANGET!! Kolam renangnya ga besar tapi cukup banget dan nyaman untuk anak nyaman untuk orang dewasa.Lihat lebih sedikit,Ulasan terverifikasi dari tiket.com
82,2,pada,9 Agustus 2024,Trip Pasangan,"4,0","Air jernih yang sangat segar. Terjangkau, tapi penuh kemewahan. Pelayanan cepat.",Ulasan terverifikasi dari tiket.com
82,3,Thaufan Yanuar Fathur Rochman,9 Agustus 2024,Perjalanan Sendirian,"5,0",Menu makanan hotel di luar ekspektasi. Menu makanan hotel di luar ekspektasi.,Ulasan terverifikasi dari tiket.com
82,4,SV,6 Agustus 2024,Trip Keluarga,"5,0","Semuanya oke, pelayanannya juga baik dan cepat ditanggapi ketika ada keluhan",Ulasan terverifikasi dari tiket.com
82,5,SMA,5 Agustus 2024,Perjalanan Bisnis,"5,0","Tempat aman dan nyaman , bersih , makanan enak lokasi strategis",Ulasan terverifikasi dari tiket.com
83,1,Viona Angeline Kristmonita,5 Agustus 2024,Perjalanan Bisnis,"5,0",Kamar super bersih. Fasilitas olahraga anak-anak.,Ulasan terverifikasi dari tiket.com
83,2,NN,5 Agustus 2024,Trip Pasangan,"4,0",Menu satuan bervariasi banget.,Ulasan terverifikasi dari tiket.com
83,3,Kebosanan Rahmania,5 Agustus 2024,Perjalanan Bisnis,"5,0",Terawat dengan baik dan bersih.,Ulasan terverifikasi dari tiket.com
83,4,DENGAN,5 Agustus 2024,Trip Pasangan,"5,0",Kamar terjaga dengan baik.,Ulasan terverifikasi dari tiket.com
83,5,NELLI WIGUNTARI,4 Agustus 2024,Trip Pasangan,"5,0","Fasilitas terjaga bersih Diskon terbaik. Interior indah. Dekat banget kalau mau ke mall, ga susah cari makan best pokoknya.. Maaf ga sempat foto karena terlalu asik menikmati hotel bersama pasangan",Ulasan terverifikasi dari tiket.com
84,1,Aryadiatna,3 Agustus 2024,Trip Keluarga,"5,0",makanan enak dan banyak macamnya. cocok untuk perjalanan keluarga,Ulasan terverifikasi dari tiket.com
84,2,DF,3 Agustus 2024,Trip Keluarga,"5,0","Hotelnya nyaman, posisi di lantai paling atas Mega Mall Bekasi. Standar kebersihan luar biasa.",Ulasan terverifikasi dari tiket.com
84,3,Maria Anastasia Paskaningrum,30 Juli 2024,Perjalanan Sendirian,"5,0",Fasilitas bagus..dapet compliment karena AC ga dingin,Ulasan terverifikasi dari tiket.com
84,4,Salma Fauziah,30 Juli 2024,Trip Keluarga,"4,8","Oke hotelnya, pas untuk nginep transit aja. lantainya agak berdebu, mungkin kalau dipel sedikit akan 5/5",Ulasan terverifikasi dari tiket.com
84,5,Salma Fauziah,30 Juli 2024,Trip Keluarga,"4,8","Surganya budget traveler! lantai di kamar lumayan agak berdebu, mungkin kalau di bersihkan lagi jadi 5/5. overall oke banget",Ulasan terverifikasi dari tiket.com
85,1,Ahmad Febryansyah,30 Juli 2024,Trip Pasangan,"3,0",Kamar bersih dan rapi banget.,Ulasan terverifikasi dari tiket.com
85,2,DP,30 Juli 2024,Perjalanan Bisnis,"5,0",Surganya budget traveler!.,Ulasan terverifikasi dari tiket.com
85,3,BUKAN,29 Juli 2024,Trip Keluarga,"5,0",Staf penuh semangat dan ramah.,Ulasan terverifikasi dari tiket.com
85,4,Adriano Rusfi,29 Juli 2024,Trip Pasangan,"4,6",Menginap di Santika manapun selalu memberikan kesan nyaman dan elegan,Ulasan terverifikasi dari tiket.com
85,5,DENGAN,29 Juli 2024,Trip Pasangan,"5,0",Kebersihan terjaga dengan sangat baik.,Ulasan terverifikasi dari tiket.com
86,1,Yuniati adi cynthia,26 Juli 2024,Perjalanan Sendirian,"5,0","Udh beberapa x ke hotel ini , hotel nya satu gedung sama Mall jd mw cari makan gampang , kamar nya luas , prosesn cekin nya pun gampang , menu sarapannya enak n variatif",Ulasan terverifikasi dari tiket.com
86,2,Akbar MS,25 Juli 2024,Perjalanan Bisnis,"5,0","Sangat enak buat staycation, gedungnya nyatu dengan mall",Ulasan terverifikasi dari tiket.com
86,3,FJ,25 Juli 2024,Trip Pasangan,"5,0",Pelayanan yg baik dan lokasi strategis,Ulasan terverifikasi dari tiket.com
86,4,Dewi sartika girsang,25 Juli 2024,Trip Keluarga,"5,0","Kerja bagus, teruskan ya!",Ulasan terverifikasi dari tiket.com
86,5,DENGAN,24 Juli 2024,Trip Keluarga,"2,2","Prioritas parkir tamu hotel sangat kurang, swimming pool tidak tersedia handuk, varian breakfast cukup banyak, ada menu indomie juga saat breakfast.",Ulasan terverifikasi dari tiket.com
87,1,Anggota parlemen,22 Juli 2024,Perjalanan Sendirian,"4,0",Kebersihan terjaga. Parkir dengan pelayanan prima.,Ulasan terverifikasi dari tiket.com
87,2,DENGAN,22 Juli 2024,Trip Pasangan,"5,0","sangat menyenangkan, suasana nya enak.",Ulasan terverifikasi dari tiket.com
87,3,Alya Nabila Renada,22 Juli 2024,Trip Pasangan,"5,0",menyenangkan Kamar sangat bersih.,Ulasan terverifikasi dari tiket.com
87,4,Hanifah Hanifah,22 Juli 2024,Trip Keluarga,"5,0",Semuanya ok.. anak2 senang bisa berenang dan sarapannya variatif,Ulasan terverifikasi dari tiket.com
87,5,YP,20 Juli 2024,Perjalanan Bisnis,"3,0","pesan via OTA, pilih kamar deluxe single bed dikasih yang twin bed, dan smoking room. akses susah jika solo travel yg harus melalui lift didalam mall yg kalau malam tutup",Ulasan terverifikasi dari tiket.com
88,1,Septa Bahrun Rahmani,20 Juli 2024,Trip Keluarga,"5,0","Sarapannya enak, kamar luas, pegawai ramah",Ulasan terverifikasi dari tiket.com
88,2,SS,20 Juli 2024,Perjalanan Sendirian,"5,0","Bersih, segar, dan nyaman banget.",Ulasan terverifikasi dari tiket.com
88,3,Dewi Indrawati,19 Juli 2024,Trip Keluarga,"5,0","Bersih, aman, nyaman, dan variasi makanan ok.",Ulasan terverifikasi dari tiket.com
88,4,RW,19 Juli 2024,Lainnya,"4,0",Banyak pilihan makanan.,Ulasan terverifikasi dari tiket.com
88,5,DENGAN,18 Juli 2024,Trip Pasangan,"5,0",Suasana tenang dan menyenangkan.,Ulasan terverifikasi dari tiket.com
89,1,DS,18 Juli 2024,Trip Keluarga,"5,0",Sistem pengunci pintu aman. Rasa yang memanjakan. Interior bagus banget. Penawaran harga sangat bagus. Memperhatikan detail.,Ulasan terverifikasi dari tiket.com
89,2,DS,18 Juli 2024,Trip Keluarga,"5,0",Area sekitar aman. Pengalaman mengesankan.,Ulasan terverifikasi dari tiket.com
89,3,MULYONO MULYONO,18 Juli 2024,Trip Keluarga,"5,0","Tidak apa-apa, kamarnya nyaman dan sejuk.",Ulasan terverifikasi dari tiket.com
89,4,Perang Dunia,17 Juli 2024,Trip Keluarga,"4,6",Menu sarapan bervariasi.,Ulasan terverifikasi dari tiket.com
89,5,EC,16 Juli 2024,Perjalanan Sendirian,"5,0",Kebersihannya oke banget. Fasilitas bisnis lengkap. Parkir ramah keluarga. Fasilitas yang terawat baik.,Ulasan terverifikasi dari tiket.com
90,1,Lenna Yusinta London,14 Juli 2024,Trip Pasangan,"5,0",Ini mah udh jelas keren n ya,Ulasan terverifikasi dari tiket.com
90,2,JL,13 Juli 2024,Trip Pasangan,"5,0",Kamar super bersih. Hidangan berkualitas tinggi. Keamanan parkir optimal.,Ulasan terverifikasi dari tiket.com
90,3,DARI,13 Juli 2024,Perjalanan Bisnis,"5,0",Dekat dengan pusat seni. Fasilitas parkir nyaman banget.,Ulasan terverifikasi dari tiket.com
90,4,MF,12 Juli 2024,Trip Keluarga,"5,0",Ruang bersih dan cerah banget. Dekat dengan fasilitas umum.,Ulasan terverifikasi dari tiket.com
90,5,SR,12 Juli 2024,Perjalanan Sendirian,"4,0",Nyaman menyatu dengan mall jadi tidak sulit cari makan dan hiburan,Ulasan terverifikasi dari tiket.com
91,1,Isnaeny Rifka Utami,12 Juli 2024,Perjalanan Bisnis,"4,0","Suasananya ok, kamarnya bagus, pilihan menu sarapannya banyak & enak... Sinyal aja yg jelek klo sudah didalam, mesti pakai wifi",Ulasan terverifikasi dari tiket.com
91,2,A A,10 Juli 2024,Perjalanan Sendirian,"5,0",Pelayanan yang hangat.,Ulasan terverifikasi dari tiket.com
91,3,Anggita Saptari,10 Juli 2024,Perjalanan Sendirian,"5,0",Harga sebanding dengan yang didapatkan. Fasilitas sangat bersih terawat.,Ulasan terverifikasi dari tiket.com
91,4,Andriani Putri Cynthia Wati,9 Juli 2024,Trip Pasangan,"5,0","Hotel terfavorite dibekasi. Harga super affordable, satu lokasi dengan Mega Bekasi Mall, lokasi sangat strategis, pelayanan sangat baik, breakfastpun sangat variatif.",Ulasan terverifikasi dari tiket.com
91,5,Bachtiar Hidayat,9 Juli 2024,Trip Pasangan,"4,0","So far, bagus dan nyaman tapi ya itu kebersihan perlu ditingkatkan dan nuansa hotelnya seharusnya bisa lebih cheerful/suasana baru.",Ulasan terverifikasi dari tiket.com
92,1,Taufiq Fathurahman,8 Juli 2024,Lainnya,"4,0",Pilihan menu memanjakan lidah. Parkir luas dan nyaman. Cocok untuk menghabiskan waktu.,Ulasan terverifikasi dari tiket.com
92,2,DAN,8 Juli 2024,Perjalanan Sendirian,"5,0",Akses mudah ke tempat-tempat terkenal. Parkir nyaman. Suasana kolam tenang.,Ulasan terverifikasi dari tiket.com
92,3,Fabian Yunianto,8 Juli 2024,Trip bareng Teman,"4,0","Semua nya bagus, bersih dan rapih 👍👍👍",Ulasan terverifikasi dari tiket.com
92,4,Niluh Sayu,7 Juli 2024,Trip bareng Teman,"5,0",Sarapan bervariasi. Desain interior bagus banget.,Ulasan terverifikasi dari tiket.com
92,5,Arman Suntoro,2 Juli 2024,Trip Pasangan,"5,0",Bagus incl gym kolam renang dan makanannya enak,Ulasan terverifikasi dari tiket.com
93,1,Rida Zuhriani,2 Juli 2024,Trip Pasangan,"5,0","Sarapannya enak, menunya banyak dan variatif, dpt kamar yg smooking room, tp gak bau rokok sama sekali.",Ulasan terverifikasi dari tiket.com
93,2,Memez Prameswari,1 Juli 2024,Perjalanan Bisnis,"5,0","Hotel favorit di Bekasi. Letaknya strategis,menyatu dengan mall dan convention center. Urusan bisnis, liburan keluarga lengkap sufah. Stafnya gercep bgt. Suatu waktu menginap di sini dan tiba tiba gempa. Stafnya langsung membopong Ayah saya yang lansia dan sulit berjalan. Breakfastnya juga lengkap dan enakLihat lebih sedikit",Ulasan terverifikasi dari tiket.com
93,3,N K Windhia Puspitasari,29 Juni 2024,Trip Keluarga,"5,0",Fasilitas hiburan terbaik. Area yang penuh dengan budaya. Kolam estetik dan instagrammable. Staf siap membantu. Makanan super enak.,Ulasan terverifikasi dari tiket.com
93,4,WU,28 Juni 2024,Trip Pasangan,"4,0",Overall OK Dekat dengan restoran. Dekat dengan restoran.,Ulasan terverifikasi dari tiket.com
93,5,Mellia Ulva,27 Juni 2024,Trip Keluarga,"3,0","Nyaman, bersih, staf nya ramah",Ulasan terverifikasi dari tiket.com
94,1,Muhammad Aditya Pratama,24 Juni 2024,Trip Keluarga,"5,0","Petugasnya ramah, kamarnya bersih dan nyaman",Ulasan terverifikasi dari tiket.com
94,2,Mardi Waluyo,22 Juni 2024,Trip Keluarga,"4,0","Bagus, dan strategis",Ulasan terverifikasi dari tiket.com
94,3,Erlis Nias Sundari,22 Juni 2024,Trip Keluarga,"4,4","Utk 2 x pindah karna AC bocor dikamar sampe pas masuk anak saya kepeleset karna sudah ada genangan air dan diberikan kamar ketiga yg lebih baik Weh ternyata AC nya bocor ngga tp bunyi kaya helikopter 🤣🤣🤣 susah TDR , mau komplain udh tengah malem dan sangat appriciate utk manager, staf yg turun begitu peduli terhadap keluhan customer . sehingga tau apa yg harus dilakukan dan ditingkatkan kedepannya terhadap fasilitas hotel kedepannya.Lihat lebih sedikit",Ulasan terverifikasi dari tiket.com
94,4,A,21 Juni 2024,Trip Pasangan,"5,0",Suasana santai untuk keluarga.,Ulasan terverifikasi dari tiket.com
94,5,JM,21 Juni 2024,Perjalanan Sendirian,"5,0",Lingkungan sangat bersih terjaga. Area merokok terpisah. Ada area makan keluarga. Hidangannya penuh warna.,Ulasan terverifikasi dari tiket.com
95,1,ZF,19 Juni 2024,Trip Keluarga,"5,0",Pelayanan tamu yang ramah. Suhu air pas. Kamar yang bersih dan sejuk.,Ulasan terverifikasi dari tiket.com
95,2,AW,19 Juni 2024,Perjalanan Sendirian,"3,0",Koneksi WiFi tidak stabil (putus nyambung),Ulasan terverifikasi dari tiket.com
95,3,SR,19 Juni 2024,Trip Keluarga,"5,0",Menu kopi spesial. Area yang kaya akan budaya.,Ulasan terverifikasi dari tiket.com
95,4,TR,16 Juni 2024,Perjalanan Bisnis,"4,0",Suasananya nyaman. Pelayan ramah dan tepat waktu.,Ulasan terverifikasi dari tiket.com
95,5,TR,16 Juni 2024,Perjalanan Bisnis,"4,0",Area bersih dan hijau. Pelayan ramah dan profesional.,Ulasan terverifikasi dari tiket.com
96,1,mega damanik,16 Juni 2024,Trip Keluarga,"4,0",Pilihan sarapan lengkap. Respon cepat. Terletak di area eksklusif.stafnya ramah,Ulasan terverifikasi dari tiket.com
96,2,A,15 Juni 2024,Trip Pasangan,"5,0",Standar kebersihan luar biasa. Kuliner istimewa. Suasana sejuk pegunungan. Lokasi yang ramah keluarga. Parkir ramah penyandang disabilitas.,Ulasan terverifikasi dari tiket.com
96,3,Hendri Hendri,14 Juni 2024,Trip Keluarga,"4,0","Pelayanan mantap, diatas mall , sarapan enak Bersih.. pertahankan..",Ulasan terverifikasi dari tiket.com
96,4,Michael Julian,12 Juni 2024,Trip Pasangan,"5,0",Kamar bersih dan rapi banget.,Ulasan terverifikasi dari tiket.com
96,5,Anisa Cikal Febrianti,12 Juni 2024,Trip Pasangan,"5,0",Kebersihan kamar mandi memuaskan. Kebersihan kamar mandi memuaskan.,Ulasan terverifikasi dari tiket.com
97,1,DS,11 Juni 2024,Trip Keluarga,"5,0",Recomended hotel in Bekasi,Ulasan terverifikasi dari tiket.com
97,2,SEBAGAI,9 Juni 2024,Trip Pasangan,"3,0","Kebersihan agak kurang, karena terlihat di kamar mandi banyak bekas rambut, di bantal ada noda bekas lipstik. Untuk pelayanan cukup oke. Lokasi cukup strategis.",Ulasan terverifikasi dari tiket.com
97,3,NH,9 Juni 2024,Perjalanan Bisnis,"5,0",Strategis dan di atas mall,Ulasan terverifikasi dari tiket.com
97,4,ADALAH,9 Juni 2024,Trip Keluarga,"5,0",Makanan sangat enak.,Ulasan terverifikasi dari tiket.com
97,5,DP,6 Juni 2024,Trip Keluarga,"5,0",Harga terjangkau. Staf ramah sama anak-anak. Makanan ringan enak. Layanan kamar efisien.,Ulasan terverifikasi dari tiket.com
98,1,Tekanan darah,6 Juni 2024,Trip Keluarga,"5,0","Kebersihan sangat oke. Suasana malam yang ramai. Hemat uang, kenyamanan terbaik. Layanan terdepan.",Ulasan terverifikasi dari tiket.com
98,2,Tekanan darah,6 Juni 2024,Trip Keluarga,"5,0",Area merokok terpisah. Parkir strategis dan terjangkau. Penuh keramahan.,Ulasan terverifikasi dari tiket.com
98,3,Tekanan darah,6 Juni 2024,Trip Keluarga,"5,0",Pengalaman mengesankan. Staf yang hangat.,Ulasan terverifikasi dari tiket.com
98,4,Budi Prayogo,6 Juni 2024,Trip Keluarga,"5,0",Kamar selalu bersih. Resepsionis yang profesional dan penuh keahlian.,Ulasan terverifikasi dari tiket.com
98,5,Rengga Rengga,5 Juni 2024,Trip Keluarga,"5,0","Hotel ekonomis, pengalaman oke. Pelayanan resepsionis memuaskan. Sarapan gratis.",Ulasan terverifikasi dari tiket.com
99,1,KK,5 Juni 2024,Perjalanan Sendirian,"5,0",Ruangan bersih dan segar. Hotel murah tapi nggak murahan.,Ulasan terverifikasi dari tiket.com
99,2,PF,4 Juni 2024,Trip Pasangan,"4,0","Pelayanannya cepet, petugasnya ramah Kebersihan kamar sangat dijaga. Kebersihan kamar sangat dijaga.",Ulasan terverifikasi dari tiket.com
99,3,M N,2 Juni 2024,Trip Keluarga,"5,0","Aktivitas keluarga menyenangkan. Varian rasa luar biasa. Kolam terjaga dengan baik. Biaya terjangkau, sensasi mewah.",Ulasan terverifikasi dari tiket.com
99,4,Agus Frans Aslan Sihite,2 Juni 2024,Trip Pasangan,"5,0",Nyaman dan bersih Suasana terasa sangat bersih.,Ulasan terverifikasi dari tiket.com
99,5,R.A. Rahman,1 Juni 2024,Perjalanan Bisnis,"5,0","Kamarnya nyaman, akses bisa langsung ke mall",Ulasan terverifikasi dari tiket.com
100,1,Taufik Ramadhan Fitrianto,29 Mei 2024,Perjalanan Bisnis,"4,4",Lokasinya agak sulit dijangkau.,Ulasan terverifikasi dari tiket.com
100,2,DP,28 Mei 2024,Perjalanan Bisnis,"5,0",Perabotan kamar berkualitas.,Ulasan terverifikasi dari tiket.com
100,3,A,26 Mei 2024,Trip Pasangan,"5,0",Sistem kebersihan udara bagus. Pilihan menu memanjakan lidah. Parkir terpantau dengan baik.,Ulasan terverifikasi dari tiket.com
100,4,A,26 Mei 2024,Trip Pasangan,"5,0",Terjaga dengan baik. Makanan penutup yang istimewa. Pelayan yang sigap dan tulus.,Ulasan terverifikasi dari tiket.com
100,5,TETAPI,25 Mei 2024,Trip bareng Teman,"4,6","Fasilitas dan peralatan kamar cukup lengkap, sayangnya kamarnya agak sempit. Lokasi sangat baik",Ulasan terverifikasi dari tiket.com
101,1,TETAPI,25 Mei 2024,Trip bareng Teman,"4,6","Lokasi bagus karena diatas mall, parkir gratis, untuk harga kurang sesuai untuk ukuran kamar yg tidak terlalu luas",Ulasan terverifikasi dari tiket.com
101,2,imass martha ury,24 Mei 2024,Trip Keluarga,"5,0",Tempat tidur empuk. Aktivitas keluarga menyenangkan. Valet parkir cepat tanggap.,Ulasan terverifikasi dari tiket.com
101,3,RR,24 Mei 2024,Trip Pasangan,"5,0",Kamarnya cukup bersih meskipun agak kecil dan sempit.,Ulasan terverifikasi dari tiket.com
101,4,Chresty Laura Venny,21 Mei 2024,Trip Pasangan,"3,0",Makanan nya enak-enak,Ulasan terverifikasi dari tiket.com
101,5,Badak Ananda,20 Mei 2024,Perjalanan Sendirian,"5,0",Fasilitas rekreasi lengkap. Terletak di sekitar danau. Akses parkir mudah.,Ulasan terverifikasi dari tiket.com
102,1,PAGI,16 Mei 2024,Perjalanan Bisnis,"5,0",Makanan sangat enak.,Ulasan terverifikasi dari tiket.com
102,2,wais Al qurni,14 Mei 2024,Trip Keluarga,"5,0",Bersih AC dingin sarapan enak lengkap,Ulasan terverifikasi dari tiket.com
102,3,IA,11 Mei 2024,Trip Keluarga,"4,0",bagus kamarnya dan pelayanannya,Ulasan terverifikasi dari tiket.com
102,4,DS,9 Mei 2024,Trip Keluarga,"5,0",Overall puas nginep disini,Ulasan terverifikasi dari tiket.com
102,5,MULYADI MULYADI,7 Mei 2024,Trip Keluarga,"5,0",Fasilitas sangat bersih terawat. Aktivitas outdoor untuk anak-anak. Layanan kebersihan harian oke banget.,Ulasan terverifikasi dari tiket.com
103,1,DW,7 Mei 2024,Trip Pasangan,"4,6",Bgus sih minus cuman ga ada kulkas Itu aja Makanan lezat.,Ulasan terverifikasi dari tiket.com
103,2,RM,6 Mei 2024,Trip Pasangan,"5,0","Kamar sempit, lembab, lorong2 ke kamar juga bau rokok, ngga sehat, ngga ada exhaust yg ngelaurin bau rokok dari lorong. Sprei seperti ndak diganti, girden terasa bgt bau debunya, pulqng dr sana sampe Bali, gak lama langsung sakit paru2 istri saya, padahal hanya stay 1 malam di sini. Saya nyesel ndak bayar Harris Sumareon Bekasi langsung 3 malam, jadi malam terakhir harus nginep di Santika Mega Bekasi.Lihat lebih sedikit",Ulasan terverifikasi dari tiket.com
103,3,TR,6 Mei 2024,Perjalanan Bisnis,"5,0",Lounge nyaman banget. Pelayan yang responsif dan ahli di bidangnya.,Ulasan terverifikasi dari tiket.com
103,4,JADI,5 Mei 2024,Trip Keluarga,"2,8",Air kolam renangnya bikin Mata sakit dan perih dikulit bikin anak2 kapok gak mau berenang dan datang lagi… Utk pelayanan cukup baik tempat juga enak koneksi dengan mall cari makan gampang… Ac kurang dingin…Lihat lebih sedikit,Ulasan terverifikasi dari tiket.com
103,5,PS,5 Mei 2024,Perjalanan Sendirian,"5,0","Makanan enak dan bernutrisi. Murah meriah, pelayanan luar biasa. Staf yang tepat waktu dan terlatih baik.",Ulasan terverifikasi dari tiket.com
104,1,LM,3 Mei 2024,Trip Pasangan,"3,0","Akses ke mall mudah, sarapan juga lumayan enak",Ulasan terverifikasi dari tiket.com
104,2,Diah Suhardianti,1 Mei 2024,Perjalanan Bisnis,"5,0",Program loyalitas bagus. Setiap menunya sangat lezat.,Ulasan terverifikasi dari tiket.com
104,3,Diah Suhardianti,1 Mei 2024,Perjalanan Bisnis,"5,0",Kebersihan kamar sangat dijaga. Ada aktivitas indoor untuk anak-anak.,Ulasan terverifikasi dari tiket.com
104,4,Bayu Rimang,30 April 2024,Perjalanan Sendirian,"5,0",Tersedia area duduk keluarga. Hidangan yang menggugah selera.,Ulasan terverifikasi dari tiket.com
104,5,Bayu Rimang,30 April 2024,Perjalanan Sendirian,"5,0",Staf sangat ramah anak. Ada fasilitas kebugaran yang modern. Dekat dengan pusat seni.,Ulasan terverifikasi dari tiket.com
105,1,MULYADI,29 April 2024,Trip Keluarga,"5,0",Hemat uang tapi tetap mewah. Layanan berkualitas.,Ulasan terverifikasi dari tiket.com
105,2,Windu Adi,29 April 2024,Trip Keluarga,"5,0",Hidangan sarapan yang lezat.,Ulasan terverifikasi dari tiket.com
105,3,Wahyu Irwansyah,28 April 2024,Trip bareng Teman,"5,0",Bagus. Nyaman. Makanannya variatif,Ulasan terverifikasi dari tiket.com
105,4,KS,25 April 2024,Trip bareng Teman,"5,0",Pilihan menu room service banyak.,Ulasan terverifikasi dari tiket.com
105,5,A A,24 April 2024,Trip Keluarga,"4,6","Oke bgt hotelnya, bersish ya karna santika memang sudah tdk awam utk hotel bintang mya. Namun kami sempat di dtgi sama cheff dan pelayan saat bfast utk ditawarkan jd member santika, tp nyatanya sampai saat ini sy blm di wa utk konfirmasi membernyaLihat lebih sedikit",Ulasan terverifikasi dari tiket.com
106,1,DF,24 April 2024,Perjalanan Bisnis,"4,0",Kebersihan di seluruh area hotel. Akses mudah,Ulasan terverifikasi dari tiket.com
106,2,Fanny Dian,23 April 2024,Perjalanan Sendirian,"4,0",Bagus sekali,Ulasan terverifikasi dari tiket.com
106,3,Jusiyanto Jusiyanto,22 April 2024,Trip Keluarga,"5,0",Ok semoga semakin bagus fasilitas,Ulasan terverifikasi dari tiket.com
106,4,Dewi Arum Sekti,21 April 2024,Trip Keluarga,"5,0","Full fasilitas family , akses fasilitas gampang",Ulasan terverifikasi dari tiket.com
106,5,Muhammad Mirza,17 April 2024,Trip Keluarga,"2,0","Sengaja pilih kamar paling luas , buat santai dengan kluarga, tapi sayang bathub klw di isi air panas selalu kluar air warna keruh dan bikin serem istri, 2X di isi awal jernih sdh itu jadi keruh kayak air lumpur, tolong dicek lg ya, Selebihnya okLihat lebih sedikit",Ulasan terverifikasi dari tiket.com
107,1,Karlina Karlina,17 April 2024,Perjalanan Bisnis,"5,0",Lokasi mudah di cari,Ulasan terverifikasi dari tiket.com
107,2,Noviyanti Eyza Arra,16 April 2024,Trip Keluarga,"5,0","Semua Ok fasilitas Ok,.itinery, air panas pelayanan breakfast ok.semua.kcuali 1 pas mau minjem handuk aga jauh harus ke resepsionos dulu",Ulasan terverifikasi dari tiket.com
107,3,Dhanam Osesta,15 April 2024,Trip Keluarga,"4,0",Suasana super nyaman.,Ulasan terverifikasi dari tiket.com
