page,review_index,nama,tanggal,tipe_traveler,rating,teks_ulasan,sumber
37,4,SS,6 May 2024,Trip bareng Teman,"5,0","Kamar bersih, pelayanan mantap",Verified review from tiket.com
37,5,AI,5 May 2024,Trip Solo,"5,0",Haritage style Santika Bandung,Verified review from tiket.com
38,1,Nico Ardianto Saputra,1 May 2024,Trip Keluarga,"5,0",Bagus,Verified review from tiket.com
38,2,zidni ilma dan ilham dhuha,29 Apr 2024,Trip Solo,"5,0",Kamar bersih dan nyaman. Lift rusak jadi agak repot bawa barang,Verified review from tiket.com
38,3,Adi Setiadi,29 Apr 2024,Trip Solo,"5,0",Sudah ok hanya lift rusak,Verified review from tiket.com
38,4,Muhamad Husni Thamrin,26 Apr 2024,Trip Keluarga,"5,0","Pelayan yang responsif dan ramah anak. Pelayan yang responsif dan ramah anak. Harga terjangkau, pelayanan prima.",Verified review from tiket.com
38,5,RO,22 Apr 2024,Trip Keluarga,"5,0",Ok makanan enak kamar cozy,Verified review from tiket.com
39,1,RP,20 Apr 2024,Trip Keluarga,"5,0","Lokasinya strategis dibelakang BIP, staff hotel yg ramah, sarapan yg enak..kamar juga luas sayang lubang showernya ada yg tidak berfungsi. Posisi kamar juga enak depan kolam renang Staf penerima tamu ramah banget. Staf penerima tamu ramah banget. Staf penerima tamu ramah banget. Ada akses ke pusat perbelanjaan.Lihat lebih sedikit",Verified review from tiket.com
39,2,RC,15 Apr 2024,Trip Keluarga,"5,0",Pelayanan untuk tamu sangat istimewa. Parkir ramah keluarga. Staf yang penuh energi positif.,Verified review from tiket.com
39,3,Raka Chandraditya,15 Apr 2024,Trip Keluarga,"5,0",Layanan terbaik. Aktivitas keluarga seru banget.,Verified review from tiket.com
39,4,dwike dwike,15 Apr 2024,Trip Keluarga,"5,0",lokasi nya strategiss banget,Verified review from tiket.com
39,5,LS,15 Apr 2024,Trip Pasangan,"5,0",Cocok untuk menghabiskan waktu.,Verified review from tiket.com
40,1,YS,13 Apr 2024,Trip Keluarga,"5,0",👌👌👌👌👌👌👌👌👌 Lokasi strategis di pusat kota.,Verified review from tiket.com
40,2,Patricia DelilaK,13 Apr 2024,Trip Keluarga,"5,0",Pelayanan yg sangat ramah dan dekat dengan pusat perbelanjaan. Trmksh,Verified review from tiket.com
40,3,Yanuar Ismail,12 Apr 2024,Perjalanan Bisnis,"5,0",Dekat dengan pusat kota dengan harga yang masih terjangkau,Verified review from tiket.com
40,4,Stevanus Wijaya,10 Apr 2024,Trip Keluarga,"5,0",letak strategis dan samping dengan mall,Verified review from tiket.com
40,5,LA,7 Apr 2024,Trip Keluarga,"5,0",Kamar disanitasi. Pelayanan sesuai ekspektasi.,Verified review from tiket.com
41,1,Rahadian Ruliyansyah,31 Mar 2024,Trip Solo,"5,0",Lokasi strategis hotel lumayan,Verified review from tiket.com
41,2,Rahadian Ruliyansyah,31 Mar 2024,Trip Solo,"5,0",Lokasi strategia dan nyaman,Verified review from tiket.com
41,3,Rahadian Ruliyansyah,31 Mar 2024,Trip Solo,"5,0",Hotel bagus lokasi deket mall.BIP,Verified review from tiket.com
41,4,Rahadian Ruliyansyah,31 Mar 2024,Trip Solo,"5,0",Hotel bagus makanan enak.lokasi strategis,Verified review from tiket.com
41,5,RP,27 Mar 2024,Perjalanan Bisnis,"5,0",Mantap dan starategis lokasinya,Verified review from tiket.com
42,1,MC,19 Mar 2024,Trip Solo,"5,0",Oke meskipun tua ya hotelnya,Verified review from tiket.com
42,2,IJ,16 Mar 2024,Trip Keluarga,"5,0","Nice place, dekat lokasi belanja & tempat makan",Verified review from tiket.com
42,3,Yogi Amanda Dinata,15 Mar 2024,Trip Keluarga,"5,0",Staf perhatian banget ke anak-anak. Pelayan yang baik dan ramah anak.,Verified review from tiket.com
42,4,Ira Oktari,13 Mar 2024,Trip Keluarga,"5,0",Bagus sekali bsa d pertahankan,Verified review from tiket.com
42,5,PS,11 Mar 2024,Trip Keluarga,"5,0",Semua keluarga puas nginep dsni...makasih banyak yahh,Verified review from tiket.com
43,1,Aef Nur Arifin,10 Mar 2024,Perjalanan Bisnis,"5,0",cukup nyaman dan lokasi strategis,Verified review from tiket.com
43,2,Erni Sukmawati Harahap,10 Mar 2024,Trip Keluarga,"5,0",Kamar segar banget. Suasana santai untuk keluarga.,Verified review from tiket.com
43,3,ERNA MARIA KARTIKA,8 Mar 2024,Trip Solo,"5,0",Suasana bersih dan menyegarkan. Ekonomis tapi istimewa.,Verified review from tiket.com
43,4,Yulia Sarah Damayanti,5 Mar 2024,Trip Keluarga,"5,0",Hotel santika ga dimana mana selalu baguuuus. Pokoknya loveeee banget,Verified review from tiket.com
43,5,Yulia Sarah Damayanti,4 Mar 2024,Trip Keluarga,"5,0","Lobby hotel wangi bangeeet, staff ramah. Makanan enakkk banget, lokasi strategis.",Verified review from tiket.com
44,1,Desi Nuraini,21 Feb 2024,Trip Pasangan,"5,0","Hotel tua tp kebersihan tetap di jaga,kamar luas,sarapan enak dan banyak varian lokasi strategis dekat dengan pusat perbelanjaan",Verified review from tiket.com
44,2,Josua Adeputra Sinaga,20 Feb 2024,Trip Solo,"5,0",Hidangan enak banget. Parkir gampang.,Verified review from tiket.com
44,3,DH,20 Feb 2024,Trip Keluarga,"5,0",Tersedia buffet sarapan. Berada di jantung kota. Harga sesuai fasilitas. Co tengah malam dan pelayanan masih ok. Mantap. Terimakasih,Verified review from tiket.com
44,4,Fajar Arif F,16 Feb 2024,Perjalanan Bisnis,"5,0","Hotel bersih, pelayanan ramah..",Verified review from tiket.com
44,5,AM,14 Feb 2024,Trip Solo,"5,0",Hotel Tua tapi bersih dan pelayanan ramah. Hanya saja ada barang yang tertinggal tetapi pas CO kurang diperhatikan pengecekannya,Verified review from tiket.com
45,1,Dina Anggraini,13 Feb 2024,Trip bareng Teman,"5,0",Terimakasih. Bagus pelayanannya,Verified review from tiket.com
45,2,Mfida Alfaiz,6 Feb 2024,Trip Solo,"5,0","Bersih , tenang dan nyaman",Verified review from tiket.com
45,3,Muhammad Dhimas Ramdhan,6 Feb 2024,Perjalanan Bisnis,"5,0",Bagus sebagus itu emang bagusnya,Verified review from tiket.com
45,4,Muhammad Dhimas Ramdhan,31 Jan 2024,Perjalanan Bisnis,"5,0","Makanan enak, kamar bersih, ramah semua",Verified review from tiket.com
45,5,Muhammad Dhimas Ramdhan,31 Jan 2024,Perjalanan Bisnis,"5,0",As good as it is. Enak makanan nya,Verified review from tiket.com
46,1,Iman Sudirman,21 Jan 2024,Perjalanan Bisnis,"5,0","Tidak ramai, dekat keramaian",Verified review from tiket.com
46,2,DN,7 Jan 2024,Trip Keluarga,"5,0",Lokasi strategis di pusat kota dan mudah dijangkau dengan kendaraan dari manapun,Verified review from tiket.com
46,3,DS,5 Jan 2024,Trip Keluarga,"5,0","Kamarnya nyaman, bersih. Menu sarapan nya juga banyak dan enak². Gak jauh kalo mau keliling seputar kota Bandung. Deket mall juga. Recomended deh pokoknya.",Verified review from tiket.com
46,4,Dedek Surieyanie,5 Jan 2024,Trip Keluarga,"5,0","Kamarnya bersih, nyaman. Cocok untuk bersantai. Dan gak jauh kalo mau jalan² seputaran bandung kota. Pelayanan nya juga oke, ramah semua karyawan nya.",Verified review from tiket.com
47,1,Hendra Gusman,29 Dec 2023,,"5,0",Mantap...bersihhh,Verified review from tiket.com
49,3,Wina Setyawatie,6 Dec 2023,Trip Solo,"5,0",Selalu menyenangkan stay di sini. Sarapannya juga yahud beragam,Verified review from tiket.com
51,5,Wayan Devini Yoginindi,4 Oct 2023,,"5,0","Walaupun hotel lama tp tetep recommended utk staycation di Bandung. Dekat ke Riau Junction, kalo perlu sesuatu tinggal nyebrang. Semua staffnya ramah. Kamarnya luas, bersih, tenang.",Verified review from tiket.com
52,3,KS,1 Oct 2023,Trip Keluarga,"5,0","hotel lama tapi gak spooky, service-nya sangat baikkk, in room dining juga oke!",Verified review from tiket.com
53,3,Lambok Suprianto,19 Sep 2023,,"5,0",Bagus (sharul hakim),Verified review from tiket.com
53,5,WJ,2 Sep 2023,,"5,0",lokasi strategis. pelayanan ok. thanks.,Verified review from tiket.com
54,3,Mahar Cita,28 Aug 2023,Trip Keluarga,"5,0","Design bangunan lama memang jelas terlihat,tapi bersih, rapih dan pelayanannya memuaskan. Santika memang selalu memuaskan. Lokasi strategis, deket kemana2, anak juga senang menginap disini",Verified review from tiket.com
55,4,DS,14 Aug 2023,Trip Keluarga,"5,0",mantaaaps,Verified review from tiket.com
55,5,Depina Lee,14 Aug 2023,Trip Keluarga,"5,0","Awal pesan kamar, jujur saya tidak berharap banyak karena bangunan hotel terkesan tua. Tapi , dari mulai check-in sampai check-out saya sangat puas dgn keramahan dan service dari semua staff hotel. Kamar sangat terawat, bersih ,dan space lebih dari cukup untuk 2 orang. Untuk breakfast, termasuk banyak variasi yang ditawarkan meski mostly carbs, tapi menurut sy enak dan sesuai dengan harganya . Overall, saya puas dan akan menginap kembali bila ada kesempatan.Lihat lebih sedikit",Verified review from tiket.com
58,5,AY,19 Jul 2023,Trip Keluarga,"5,0","Hotel nya bersih, bagus dan nyaman cocok untk liburan keluarga",Verified review from tiket.com
59,2,wina setyawatie,10 Jul 2023,,"5,0","Sejauh ini sudah menginap berkali-kali menyenangkan, sarapan banyak menunya. Tapi terakhir datang, kurang suka ditaruh di kamar deket kolam renang, karena agak pengap rasanya gak kena matahari",Verified review from tiket.com
59,5,Iftaria Nur Ariesta,4 Jul 2023,,"5,0",Hotel bagus,Verified review from tiket.com
61,1,Iqbal Abdi Putra,21 Jun 2023,,"5,0",Good,Verified review from tiket.com
64,1,Ari Murti,22 May 2023,,"5,0",Good,Verified review from tiket.com
64,2,Ari Murti,22 May 2023,,"5,0","Puas banget dapat connecting door, lokasi strategis kemana2 deket, pelayanan ramah, fasilitas kamar semoga ditingkatkan lagi tp overall ok",Verified review from tiket.com
65,4,ARIS RISDIYANTO,10 May 2023,,"5,0",Nyaman bangeeeet,Verified review from tiket.com
65,5,ARIS RISDIYANTO,10 May 2023,Perjalanan Bisnis,"5,0",Kamarnya nyaman,Verified review from tiket.com
66,1,Rahmi Anggia Dewi,10 May 2023,,"5,0","Hotelnya nyaman , dekat ke pusat kota dan bersih",Verified review from tiket.com
67,1,Erlita Handayani,30 Apr 2023,Trip Keluarga,"5,0","Hotelnya bersih, staff nya friendly and helpfull. Lokasi strategis, bnyk kuliner di sekitar hotel. Recomended utk family trip.",Verified review from tiket.com
67,3,Dhani Setyoko,27 Apr 2023,Trip Keluarga,"5,0",Meskipun bangunan lama tapi masih oke,Verified review from tiket.com
67,5,Martin Suryana,23 Apr 2023,,"5,0","Kamar nyaman, deket dengan kuliner bandung",Verified review from tiket.com
69,1,Diana Aristiawan Setyo Wibowo,20 Mar 2023,,"5,0","Deket mall, nyaman",Verified review from tiket.com
69,3,Fitridani,13 Mar 2023,,"5,0","Pelayanan bagus,, kamar bersih,, sarapan ok",Verified review from tiket.com
71,2,Ade Aliadi,20 Feb 2023,,"5,0",Mangtap viewnya,Verified review from tiket.com
71,4,Yudi Lukman,12 Feb 2023,Trip Pasangan,"5,0","Sudah pernah stay disini juga sebelumnya, hotel bangunan lama namun sangat terawat sekali. Kamar luas dan nyaman. Sarapan variatif dan enak. Pelayanan baik, staff ramah semua. Lokasi strategis. Hotel andalan kalau butuh istirahat di Bandung.Lihat lebih sedikit",Verified review from tiket.com
74,1,Septiana Claudia,16 Jan 2023,Trip Keluarga,"5,0","Bagus banget si fasilitasnya pelayanan ramah juga, jujur awal takut karena di kasih kamar paling pojok dan bangun memang tua jadi rada serem banget. Tapi semua bagus makanan juga enak",Verified review from tiket.com
74,5,Adhika Nirmalasari Ginting,10 Jan 2023,,"5,0","Hotel tua tapi nyaman dan bersih, sarapannya enak banget!",Verified review from tiket.com
75,1,Andi Fitriansyah,7 Jan 2023,,"5,0","hotelnya nyaman , ramah pelayanannya ..",Verified review from tiket.com
76,3,stevanie stevanie,29 Dec 2022,Trip Keluarga,"5,0",Best hotel dan pelayanan kamar yg rapi dan bersih makanan dan tempat yg enak dan cozy,Verified review from tiket.com
78,4,Restu Nendra Priananda,4 Dec 2022,,"5,0",Walaupun bangunan tua. Kondisi kamar sangat baik.. Pelayanan ramah..,Verified review from tiket.com
79,2,BN,28 Nov 2022,Perjalanan Bisnis,"5,0",Terbaik sihh,Verified review from tiket.com
81,3,RH,15 Oct 2022,,"5,0",Hotelnya bersih nyaman dan strategis.,Verified review from tiket.com
82,3,Riza Syahri Antono,5 Oct 2022,,"5,0",old but gold (y),Verified review from tiket.com
83,3,Ardianti Rachmandani,25 Sep 2022,Trip Keluarga,"5,0",mantap oke,Verified review from tiket.com
83,4,Ardianti Rachmandani,25 Sep 2022,,"5,0","makanan enak,tapi bandung lagi dingin banget...",Verified review from tiket.com
83,5,Darsono Chundana,7 Sep 2022,,"5,0",Kebersihan oke.. Cuma buth renovasi karena sudah terlihat tua,Verified review from tiket.com
85,3,Muhammad Azis Firdaus,29 Aug 2022,,"5,0",hotel nya bagus deket kemanah2 hotel nya bersih makanan nya enak,Verified review from tiket.com
86,1,TS,16 Aug 2022,Trip Solo,"5,0",Hotel.kenangan awal2 kerja. Deket ke FO dan disediakan sepeda gratis...mantabs,Verified review from tiket.com
89,5,Karisma febrianty dewi,9 May 2022,Trip Keluarga,"5,0","pokonya nyaman, selalu senang nginep d sini & sarapan nya sangat variatif juga enak",Verified review from tiket.com
90,1,nova dameria,28 Feb 2022,Trip Keluarga,"5,0",4 malam menyenangkannnnn,Verified review from tiket.com
90,3,Rama Wijaya,12 Jan 2022,Perjalanan Bisnis,"5,0",Sebenarnya pesenin kamar buat teman,Verified review from tiket.com
90,4,Miko Rayno Mahmud,18 Dec 2021,Keperluan Medis,"5,0",nice place to relax.. recommended hotel,Verified review from tiket.com
90,5,Hendri Aprliyawan,11 Dec 2021,Trip Keluarga,"5,0","bagus, bersih dan memuaskan",Verified review from tiket.com
91,1,Andri Wicaksono,18 Oct 2021,Keperluan Medis,"5,0","Lokasi strategis, bersih, air panas berfungsi baik, ACnya juga dingin.",Verified review from tiket.com
91,2,Jhony Sakti,18 Sep 2021,Keperluan Medis,"5,0",Bagus terbaik sangat direkomendasi buat semua,Verified review from tiket.com
91,3,Rachmat Tjahjadi,13 Sep 2021,Perjalanan Bisnis,"5,0",cukup nyaman untuk beristirahat,Verified review from tiket.com
91,4,Jhony Sakti,7 Sep 2021,Perjalanan Bisnis,"5,0","Dalam segala kegiatan,hotel ini terbaik 👍👍",Verified review from tiket.com
91,5,JS,7 Sep 2021,Perjalanan Bisnis,"5,0","Makanan enak,pelayanan bagus, kamar bersih dekat kemana2",Verified review from tiket.com
92,1,chevie Haryanto,5 Sep 2021,Trip Keluarga,"5,0",seruuuuuuuuuuuu bangettttttttt,Verified review from tiket.com
92,2,JS,23 Aug 2021,Trip Pasangan,"5,0",Terbaik dan cukup bagus,Verified review from tiket.com
92,3,JS,23 Aug 2021,Trip Pasangan,"5,0","Hotel paling lengkap,dekat kemana2 dan pegawai nya ramah2+taat prokes",Verified review from tiket.com
92,4,JS,23 Aug 2021,Trip Pasangan,"5,0","Bagus pelayanan nya, sarapan nya enak .. dekat dari mana2 buat cari makan .. fasilitas lengkap",Verified review from tiket.com
92,5,Asep Wawan,21 Aug 2021,Perjalanan Bisnis,"5,0",hotel ok pelayanan ok,Verified review from tiket.com
93,1,MJ,14 Jul 2021,Perjalanan Bisnis,"5,0","meski hotel lama tapi masih bagus, makanan juga enak, prokes diterapkan dgn bagus",Verified review from tiket.com
93,2,MJ,9 Jul 2021,Perjalanan Bisnis,"5,0","meski hotel dgn model lama tapi masih bagus, sarapan jg enak, penerapan prokes jg bagus",Verified review from tiket.com
93,3,Didik Septian,12 Jun 2021,Trip Keluarga,"5,0",ada paket 24 jam jadi bisa lebih santai,Verified review from tiket.com
93,4,Sheila Noviarenny,1 Jun 2021,Trip Pasangan,"5,0",hotel dekat dengan mall dan FO sekitar jalan riau in walking distance susana hotel cozy,Verified review from tiket.com
93,5,muhammad haris,17 May 2021,Perjalanan Bisnis,"5,0",kamar nya enak menghadap ke city ala ala djkt😁,Verified review from tiket.com
94,1,MS,28 Apr 2021,Trip Solo,"5,0",Bagus dengan pelayanan checkin cepat dan ramah kamar bersih view bagus,Verified review from tiket.com
94,2,ML,14 Feb 2021,Trip Pasangan,"5,0",Pelayanannya sangat baik,Verified review from tiket.com
94,3,Rizky Faisal Yahya,14 Feb 2021,Trip Keluarga,"5,0","Pengalaman Menginap Yang Menyenangkan,untuk Short Vacation sama Istri,luar Biasa",Verified review from tiket.com
94,4,MS,31 Jan 2021,Trip Keluarga,"5,0",bagus murah strategis kasur empuk makanan enak,Verified review from tiket.com
94,5,Rangga syuwista,28 Dec 2020,Trip Pasangan,"5,0",nyaman dan besar kamar nya,Verified review from tiket.com
95,1,YA,24 Aug 2020,Trip Keluarga,"5,0","Menginap 3 malam di hotel santika di saat pandemi. Staf2 di sana sangat ramah dan helpful. Check in cepat. Di dalam kamar disediakan 2 buah masker tiap harinya, gelas diganti dengan yg sekali pakai. Handuk dikemas dalam plastik. Kamarnya bersih. Breakfast diambilkan oleh staf. Mobil sempat mogok dan stafnya tanggap utk membantu. Sayangnya makanannya kurang variatif/kurang banyak. Selebihnya puas sekali dgn pelayanannya.Lihat lebih sedikit",Verified review from tiket.com
95,2,Hasan Tuasikal,16 Apr 2020,Perjalanan Bisnis,"5,0",Fasilitas oke,Verified review from tiket.com
95,3,Rury Febrianto,1 Mar 2020,Trip Keluarga,"5,0","Awal cekin saya kaget ternyata pesanan saya twinbed, tapi memang santika prioritas sama layanan, saya minta dikingsize, ternyata dengan ramah diapprove, ketika saya titip barang karena saya harus jalan, juga disambut dengan ramah, dan ketika pulang hotel, ternyata alhamdulillah kamar besaar, kami terkesan santikaLihat lebih sedikit",Verified review from tiket.com
95,4,Dwi Rahwanto Jiji Suraji,28 Feb 2020,Perjalanan Bisnis,"5,0",Lokas strategis dekat ke BIP dan BEC,Verified review from tiket.com
95,5,Prayitno,24 Dec 2019,Perjalanan Bisnis,"5,0",Hotel Santika Bandung tempat ny nyaman kualitas sesuai dan pelayanan nya sangat friendly ramah Hotel yg sangat rekomendasi bangettt,Verified review from tiket.com
96,1,NR,18 Dec 2019,Trip Keluarga,"5,0","Setelah perjalanan selama 5 jam, akhirnya kami tiba ke bandung. Mampir sebentar untuk makan siang dan langsung menuju ke hotel. Tiba di hotel sekitar pukul 3 dan diminta menunggu sekitar 10-15 menit hingga kamar siap. Kondisi hotel saat itu sedang ramai karena ada acara sehingga agak sulit mendapatkan parkir. Setelah kamar siap kami langsung menuju kamar namun ternyata ada spesifikasi kamar yang tidak sesuai dengan yang kami harapkan walaupun tipe kamarnya sudah sesuai. Kami pun melakukan konfirmasi ke resepsionis dan berharap bisa mendapatkan kamar dengan spesifikasi yang sesuai. Awalnya agak sulit karena untuk tipe kamar tersebut dinyatakan sudah terisi semua, namun kami akhirnya dibantu dengan MOD yang bertugas saat itu yaitu mba Tika yang sangat ramah dalam membantu kami agar bisa mendapatkan spesifikasi kamar sesuai dengan yang kami harapkan. Setelah menunggu beberapa waktu, kami akhirnya diberikan free upgrade tipe kamar agar dapat spec yg sesuai karena tipe kamar dengan spec yg kami pesan sudah full semua. Anak-anak tentu saja sangat senang dan tidak jadi kecewa. Terima kasih sekali lagi buat mba Tika atas bantuannya sehingga anak2 tetap happy menikmati liburannya. Untuk lokasi hotelnya sangat strategis karena dekat sekali dengan riau junction, dan FO FO di sekitar Jl. Riau, dekat taman lalu lintas juga untuk hiburan anak2. Untuk sarapannya lumayan enak hanya mungkin variasinya tidak sebanyak di Santika Bintaro (karena yg di Bintaro Santika Premiere ya jadi agak beda variasi menunya). Overall, kami senang dan puas dengan pengalaman menginap di Santika Bandung kali ini dan mungkin akan kembali lagi di lain waktu. Terimakasih Santika dan tiket.comLihat lebih sedikit",Verified review from tiket.com
96,2,Masyita Ramadhani,16 Nov 2019,Trip Keluarga,"5,0","Makanannya enak-enak semua, kamarnya walaupun jadul tp tetap nyaman dan bersih. Bakalan jadi list hotel favorit di bandung untuk next trip.",Verified review from tiket.com
96,3,Riko Wijayanto,6 Oct 2019,Trip Keluarga,"5,0","Lokasi strategis, kamar bersih, pelayanan ramah tapi sarapan kurang variatif",Verified review from tiket.com
96,4,Puspita Rahman,21 Jul 2019,Trip Keluarga,"5,0",Oke,Verified review from tiket.com
96,5,Johny Mikael sungono,11 Jun 2019,Trip Keluarga,"5,0","Kebersihan hotel ini menang top , breakfastnya juga banyak variasi dan kemana-mana mudah diakses tak lupa dekat mall",Verified review from tiket.com
97,1,AS,30 Apr 2019,Perjalanan Bisnis,"5,0","Bagus, rapi, tertib-",Verified review from tiket.com
97,2,FP,29 Apr 2019,Trip Pasangan,"5,0","menginap disini enak banget, nyaman juga, cocok untuk keluarga atau pasangan yg ingin berlibur di daerah bandung, kasurnya enak bagi saya mungkin kurang colokan aja untuk ngecharge hp dan matiin lampu di deket tempat tidur harus diputer dulu lampunya supaya mati hehe, sisanya not bad, sarapan nya juga enak enakLihat lebih sedikit",Verified review from tiket.com
97,3,Gisella Tani Pratiwi,25 Mar 2019,Trip Keluarga,"5,0",Kamar dan makanan baik kualitasnya. Kolam renang cukup bersih. Harga sesuai dg kualitas. Lokasi strategis. Resepsionis dapat memberikan referensi tempat makan di luar hotwl yg baik.,Verified review from tiket.com
97,4,IL,20 Mar 2019,Trip Keluarga,"5,0",In the center of the town at Bandung and a lot of mall around it all you need is just walk,Verified review from tiket.com
97,5,MI,16 Mar 2019,Perjalanan Bisnis,"5,0",sesuai dg deskripsi,Verified review from tiket.com
98,1,Winda Anggraini,24 Feb 2019,Trip bareng Teman,"5,0","Lokasi strategis dekat dengan Mall, dekat dengan tempat tempat penjual oleh2 khas bandung.",Verified review from tiket.com
98,2,SK,31 Dec 2018,Trip Keluarga,"5,0",all fun except breakfast menu,Verified review from tiket.com
98,3,SA,18 Dec 2018,Perjalanan Bisnis,"5,0","Letak strategis banget, belakang Bandung Indah Plaza dan Riau Junction. Hotel bersih dan adem.",Verified review from tiket.com
98,4,Devita Sianawaty,4 May 2026,Trip Keluarga,"4,8","Staf ramah, makanan enak, dekat pusat kota",Verified review from tiket.com
98,5,Armita Marizky,17 Feb 2026,Trip Keluarga,"4,8",Trendy interiors. Trendy interiors. The parking lot is clean and safe.,Verified review from tiket.com
99,1,Muhamad Harry,14 Jul 2025,Trip Pasangan,"4,8","Perfect hotel, maybe it's time to renovate",Verified review from tiket.com
99,2,Ignasia Wihardja,6 Jun 2025,Trip Keluarga,"4,8",A clean environment is maintained.,Verified review from tiket.com
99,3,Anri Alda Hutajulu,29 May 2025,Trip Keluarga,"4,8",Lokasi oke banget.. hotel tua tapi kamarnya luas,Verified review from tiket.com
99,4,AP,18 Apr 2025,Trip Keluarga,"4,8","legendary hotel, dekat dengan pusat perbelajaan bip mall dan riau junction",Verified review from tiket.com
99,5,DT,24 Feb 2025,Trip bareng Teman,"4,8","Pelayanannya super bgt, ramah2 semua. Breakfast - makanan enak, di refill terus. Kolam renangnya dingin, tempat bilasnya kurang terawat jd mending lgsung ke kamar. Kalo dapet kamar dpn jalan viewnya bagus tp sayang berisik kalo malem. Overall sangat enak disiniLihat lebih sedikit",Verified review from tiket.com
100,1,AH,10 Jan 2025,Trip Keluarga,"4,8",Hidangan sarapan yang nikmat. Bersih. Mantab,Verified review from tiket.com
100,2,BK,29 Dec 2024,Trip Keluarga,"4,8","Lokasi di pusat kota bandung, dket dengan kuliner kota dan belanja pakaian distro Sarapan sedikit kecewa, makanan habis jam 8 tidak disediakan refill. Kamar 111 shower atas rusak, sudah komplen tapi tidak di dapat lgsg diperbaikiLihat lebih sedikit",Verified review from tiket.com
100,3,ES,18 Apr 2024,Trip Solo,"4,8",Lokasi strategis hanya saja fasilitas lift dan yg lainnya harus diupgrade.,Verified review from tiket.com
102,1,AD,10 Dec 2022,Trip Solo,"4,8","Selalu nyaman ketika menginap di santika, masukan sedikit untuk air shower bisa di perbaiki Supaya penilaian nya dapat lebih baik lagi. Untuk seluruh staff, sangat ramah dan sigap dalam membantu ataupun memberikan informasi. Thank you santika.Lihat lebih sedikit",Verified review from tiket.com
102,3,Nurman Himawan,31 May 2022,Trip Solo,"4,8","Hotel ini bagus untuk leisure trip, lokasinya di jalan sumatera dekat dengan jajanan dan alun alun",Verified review from tiket.com
102,5,AN,8 Jan 2022,Trip Keluarga,"4,8",Menyenagkan untuk istirahat dg keluarga,Verified review from tiket.com
103,1,PM,30 Dec 2021,Trip Keluarga,"4,8","Tempat strategis dekat ke riau, varian makanan kali ini relatif sedikit berbeda dengan pengalaman menginap sebelumnya, kedepannya semoga lebih baik lagi",Verified review from tiket.com
103,2,EK,6 Dec 2021,Trip Pasangan,"4,8",Lokasi bagus..htl bersih,Verified review from tiket.com
103,3,Kgs M Angga Saputra,26 Nov 2021,Trip Keluarga,"4,8",Good.................,Verified review from tiket.com
103,4,HA,28 Dec 2020,Perjalanan Bisnis,"4,8","semua bagus, tp dpt kmar yg air showernya sangat2 kecil dan tdk hangat,.",Verified review from tiket.com
103,5,AB,22 Dec 2019,Trip Pasangan,"4,8",Closed duduk nya sempat tidak berfungsi,Verified review from tiket.com
104,1,PU,21 Aug 2019,Trip Keluarga,"4,8",hotel bagus namun tampilan dan pintu kamar nya seperti hotel sudah lama,Verified review from tiket.com
104,2,vega andromeda soekardi,29 Jun 2019,Trip Solo,"4,8",Overall service n makanan ok cuma buat masukan Aja krn Saya di kasih kmr smoking di Kamar tdk Ada asbak ke Dua utk makanan bisa di tambah kan menu kids seperi french fries or sausage orn nugget itu aja masukan sayaLihat lebih sedikit,Verified review from tiket.com
104,3,SM,24 Jun 2019,Trip Keluarga,"4,8",cukup,Verified review from tiket.com
104,4,SP,14 Jun 2019,Trip Pasangan,"4,8",Yg saya sukai : - fasilitas nya ok - makanan nya ok - karyawan nya ramah2 - tempatnya strategis Saran : - tempat parkiran mobilnya tolong di perluas lagi.,Verified review from tiket.com
104,5,AF,8 Jun 2019,Trip Keluarga,"4,8",Hotel jya enak apalagi sarapan paginya. Kami puas semuanya,Verified review from tiket.com
105,1,Saut Ronald Panjaitan,27 Apr 2019,Trip Keluarga,"4,8","Suasana hotel yang menyenangkan, ruang kamar dan kamar mandi baik, anak2 juga menyukai kolam renangnya. makanan nya enak dan bervariasi, hotel dengan bandung indah plaza. Yang kurang hanya dikamar tidak ada kulkas. Lihat lebih sedikit",Verified review from tiket.com
105,2,VK,30 Dec 2019,Trip Keluarga,"4,6",cukup puas,Verified review from tiket.com
105,3,YC,9 Dec 2019,Perjalanan Bisnis,"4,6","Ruangan cukup luas, tapi perlu upgrade di interior agar jadi lebih modern dan homy. makanan biasa, tidak terlalu spesial.",Verified review from tiket.com
105,4,BB,11 Nov 2019,Perjalanan Bisnis,"4,6",Keluhan air mandi yang tidak lancar langsung diperbaiki dan kembali normal. Permintaan pick up laundry jg sigap housekeeping nya langsung datang,Verified review from tiket.com
105,5,TA,30 Sep 2019,Trip Keluarga,"4,6",Lokasi hotel yg strategis dan dekat dengan pusat perbelanjaan sangat membantu kita dalam memenuhi keperluan slama berlibur. Kamar hotel yg termasuk luas untuk membawa pasangan beserta anak. Crew hotel yg tanggap saat kami kerepotan membawa barang. Lihat lebih sedikit,Verified review from tiket.com
106,1,FI,18 Sep 2019,Trip Keluarga,"4,6","Semua yg kami alami di hotelnini cukup memuaskan. Hotelnya memang hotel lama, tp kamar hotel luas sehingga cocok untuk mambawa anak. Kolam renang besar hanya airnya dingin. Satu kekurangannya, kran di kamar mandi saya tdk berfungsi dengan baik. Lihat lebih sedikit",Verified review from tiket.com
