priority_reason,aspect,true_label,pred_label,confidence,ID_Review,Platform,Nama_Hotel,Review_Date,review_word_len,Text_Review
model_high_confidence_disagreement,Fasilitas,none,negatif,0.8918,2834,Agoda,Hotel Santika Depok,1/19/2022,42,floordrain tidak berfungsi. jadi saya harus buka floordrainnya biar airnya tidak menggenang. saya bermalam di unit yang exclusive. hanya dapat buah 3 pcs. penerangan kurang. karpet di ruang family kotor banget sama sofa belum pernah di dryclean kayaknya. selain hal ini nyaman.
model_high_confidence_disagreement,Kenyamanan,none,positif,0.8907,1136,Agoda,Hotel Santika Bogor,2/16/2013,46,"karena hujan selalu turun di sore hari, kami dapat, di waktu senggang, berbelanja atau makan malam tanpa basah kuyup atau harus mencari taksi dengan panik. sarapannya memuaskan. ruangan itu baik-baik saja hanya saja transmisi televisi sering terputus dan beberapa saluran meskipun ditunjukkan dalam daftar tidak ada"
model_high_confidence_disagreement,Makanan,positif,negatif,0.8901,12378,Traveloka,Hotel Santika Mega City Bekasi,9/4/2019,21,breakfastnya tidak pernah ngecewain. fasilitas juga baik. tapi sayang kamarnya lebih nyaman yang non smoking. kamar yang smoking room tidak nyaman.
model_high_confidence_disagreement,Harga,none,positif,0.8901,12915,Traveloka,Hotel Santika Mega City Bekasi,6/20/2018,9,"tempat nyaman, bersih sesuai dengan budget, kolam renang bersih."
model_high_confidence_disagreement,Pelayanan,netral,positif,0.889,503,Agoda,Hotel Santika Bandung,2/1/2023,22,"hotel lokasi strategis, pelayanan cukup ramah, namun ada beberapa yang menjadi catatan perbaikan: 1. kondisi air conditioner panas 2. kebersihan perlu ditingkatkan"
model_high_confidence_disagreement,Fasilitas,negatif,netral,0.8885,7794,Traveloka,Hotel Santika Bogor,5/5/2021,67,"awalnya agak gambling pilih hotel ini karena baca-baca review orang-orang yang kecewa dengan pelayanannya, namun alhamdulillah kemarin saya menginap di sini pilih kamar deluxe queen sesuai ekspektasi, dapat queen bed, non smoking, tidak ada masalah dengan fasilitas hotel, hanya saja mencari parkiran mobil agak tricky, saya sampai 2x keluar masuk mall botani square, akhirnya pilih parkir di halaman depan botani square, karena lebih dekat ke lobby hotel"
model_high_confidence_disagreement,Kebersihan,none,positif,0.888,5539,Tiket,Hotel Santika Cirebon,9/9/2024,13,kebersihan terjaga maksimal. kolam renang dengan pemandangan indah. kolam renang dengan pemandangan indah.
model_high_confidence_disagreement,Lokasi,none,positif,0.8841,10012,Traveloka,Hotel Santika Depok,4/9/2025,62,"plusnya + lokasi strategis + kamar bersih, air conditioner dingin, water heater berfungsi + makanan bervariasi + ada keterlambatan wkt cek in dari hotel tapi dikasih tambahan wkt 2 jam untuk cek out minusnya - lantai kamar mandi dekat wastafel airnya menggenang terus - tidak ada hair dryer dan kulkas - tidak ada galon isi ulang air, jd hanya dibatasi 4 botol"
model_high_confidence_disagreement,Pelayanan,none,positif,0.8839,7506,Traveloka,Hotel Santika Bogor,11/22/2023,8,hotel dan layanan yang bagus. lokasi agak membingungkan.
model_high_confidence_disagreement,Kenyamanan,none,negatif,0.8835,11939,Traveloka,Hotel Santika Mega City Bekasi,5/15/2024,13,"pelayan baik, kebersihan baik banget. cuma view-nya kurang menarik. makanan juga enak kok."
model_high_confidence_disagreement,Pelayanan,positif,netral,0.8802,10630,Traveloka,Hotel Santika Depok,11/21/2018,61,"sebulan sekali saya pasti menginap di hotel santika depok. saya memilih hotel ini selain karena kenyamanannya juga karena praktis. hotel santika depok terhubung langsung dengan di mal. situasi kota depok yang macet setiap kali weekend membuat saya harus mencari semua yang serba praktis, agar waktu tidak habis dijalan. kalau untuk pelayanan dan fasilitas sih tidak usah ditanya, santika hotel top deh"
model_high_confidence_disagreement,Pelayanan,positif,negatif,0.8774,12832,Traveloka,Hotel Santika Mega City Bekasi,8/29/2018,98,"kamarnya kecil, makanannya biasa saja, nasggor tidak ada rasanya, restaurant jam 9 sudah tutup, saran saja sih karena mal sudah mulai tutup jam segitu, restaurant tutupnya jam 24. 00 saja, kasihan yang tiba-tiba laper tengah malam, keluar hotel pun susah. karena jadi 1 sama mal, jalan ke parkiran jauh, ngelewatin toko-toko yang sudah tutup plus gelap, seharusnya ada lift khusus sih. terus parkiran tidak dipakai sampai check-out, setiap kalau mau keluar harus minta stempel, kalau tidak distempel bayar layaknya lagi ke mal. ac-nya bocor hari pertama, kencang banget. ampun deh hehhe tapi pelayanannya bagus, tidak bising, bersih juga."
model_high_confidence_disagreement,Kenyamanan,none,positif,0.8761,7633,Traveloka,Hotel Santika Bogor,8/24/2022,6,nyaman dan sarapan pagi yang nikmat.
model_high_confidence_disagreement,Kenyamanan,netral,negatif,0.8742,12415,Traveloka,Hotel Santika Mega City Bekasi,7/10/2019,93,"hari pertama di hotel ini kesannya cukup enak. kebetulan karena type kamar yang kami pesan habis, kamar kami diupdgrade ke type deluxe. pertama kali masuk kamar memang berasa air conditioner kurang dingin (sesuai ulasan review dari orang-orang). karena sudah cukup malam kami malas komplain dan biarkan saja, syukurlah tambah malam tambah dingin, letak hotel di pusat kota, dekat dengan stasiun, lobby-nya di lantai 5 mega mal giant, pelayanan ramah, security ramah, makanan cukup lah variannya. butuh kebutuhan apa apa tinggal turun ada giant, atm dan lain-lain lengkap. dan akhirnya kita memutuskan extend lagi."
model_high_confidence_disagreement,Kenyamanan,none,positif,0.8736,2293,Agoda,Hotel Santika Cirebon,10/19/2014,13,"cek in dan cek out cepat dan mudah, kamar pun luas dan bersih"
model_high_confidence_disagreement,Fasilitas,netral,positif,0.8735,5805,Tiket,Hotel Santika Tasikmalaya,4/16/2026,15,kualitas layanan terbaik. hidangan yang disajikan lezat. suasana ramah. dekat dengan pusat hiburan. parkir aman.
model_high_confidence_disagreement,Makanan,netral,positif,0.8734,2038,Agoda,Hotel Santika Cirebon,1/4/2012,184,"hotel santika cukup kecil, namun tamannya indah. kolam renangnya besar dan rasanya seperti surga tropis. restoran ini menawarkan hidangan dalam jumlah terbatas, tetapi sangat lezat dan harganya masuk akal. sarapan sebagian besar adalah makanan indonesia. sebagai orang asing, kami tidak senang dengan pilihan terbatas di luar harga lokal, tetapi pilihan buahnya sangat bagus. seperti kebanyakan tempat di indonesia, stafnya ramah, ramah dan hangat. mereka sangat ingin membantu dan menyenangkan dan itu membuat kunjungan kami menyenangkan meskipun faktanya ciberon adalah kota kecil tanpa banyak atraksi. tidak ada restoran bagus atau tempat menarik untuk dikunjungi. kami masih mencoba mencari tahu bagaimana kami dibujuk untuk pergi ke sana! tapi kami menemukan bahwa kota ini memiliki batik yang luar biasa dan itu membuat perjalanan kami berharga. salah satu kelemahan utama mengunjungi kota kecil di indonesia adalah hampir tidak ada orang yang mengerti/berbicara bahasa inggris. meskipun kami memiliki buku ungkapan kecil, sulit untuk menggunakannya. namun, di hotel, semua staf berbicara bahasa inggris cukup untuk membuat kunjungan ini menyenangkan. saya akan merekomendasikan tempat ini hanya jika anda harus pergi ke cirebon dan hanya jika anda mencari beberapa hari untuk beristirahat."
model_high_confidence_disagreement,Makanan,netral,positif,0.872,12911,Traveloka,Hotel Santika Mega City Bekasi,6/20/2018,4,pilihan makanan untuk sarapan
model_high_confidence_disagreement,Pelayanan,none,positif,0.8719,2558,Agoda,Hotel Santika Depok,11/13/2020,18,"hotelnya bagus seperti kamarnya luas, lokasi strategis dekat dengan mall, tempat parkir dan rapi, proses check-in cukup cepat."
model_high_confidence_disagreement,Pelayanan,negatif,positif,0.8698,5467,Tiket,Hotel Santika Bogor,4/1/2018,30,"kami menginap di kamar 616. saluran pembuangan shower lambat meskipun kotoran/rambut sudah dibersihkan oleh staf hotel. lokasi hotel cukup bagus, memiliki akses langsung ke pusat perbelanjaan botany square. dan botanic. "
model_high_confidence_disagreement,Fasilitas,netral,positif,0.8692,5319,Tiket,Hotel Santika Bogor,4/25/2024,9,kamar terjaga dengan baik. keamanan terjamin. parkir bebas hambatan.
model_high_confidence_disagreement,Kenyamanan,netral,negatif,0.869,5488,Tiket,Hotel Santika Cirebon,11/20/2025,95,"baik untuk frontliner, service dari team di resto, kamar lega dingin amenities baik, hotel aga tua tapi tetep nyaman overall hanya dari interior design ada mark atau kerusakan sedikit2 saja tapi tidak mempengaruhi kenyamanan. cuma yang sangat kurang adalah saya menginap di kamar 305, kenyamanan saat tidur sangat kurang karena di kamar berisik sekali bunyi mesin gitu entah dari air conditioner atau apa didalam kamar dan membuat tidur tidak nyenyak dan itu terjadi di malam hari. sudah disampaikan ke frontliner tapi tidak ada tanggapan lebih lanjut hanya memastikan ""tapi dingin kan bu"". yaudah itu aja. "
model_high_confidence_disagreement,Fasilitas,netral,positif,0.869,2366,Agoda,Hotel Santika Cirebon,3/16/2012,19,hotel nya bersih dan nyaman serta kolam renang besar dan bersih dan kamar nya besar dan harga nya terjangkau
model_high_confidence_disagreement,Fasilitas,positif,negatif,0.8683,4180,Tiket,Hotel Santika Mega City Bekasi,4/8/2026,18,"sayang banget budget hotel 500rb tapi bukan smart televisi but overall baik, makanan juga enak bingit. thankyou santika"
model_high_confidence_disagreement,Kenyamanan,positif,none,0.8674,10146,Traveloka,Hotel Santika Depok,5/17/2023,60,"kamarnya bersih, kamar mandinya juga bersih. sepertinya hotelnya sudah agak lama, tapi tetap affordable. pilihan sarapannya cukup banyak. overall, menyenangkan. saya tidak tau kalau ternyata hotel ini nyambung dengan di mall. ini jadi point plus, karena jadi ada banyak pilihan resto, dan ada bioskop juga. waktu saya menginap, lagi banyak tamu. sepertinya, sedang ada meeting dari instansi atau perusahaan tertentu."
model_high_confidence_disagreement,Fasilitas,netral,negatif,0.867,668,Agoda,Hotel Santika Bandung,5/26/2012,80,"lokasi hotel yang strategis, dilalui taksi dan angkutan kota berbagai jurusan dan dikelilingi mal, pertokoan dan ""factory outlets"" serta dekat dengan berbagai sekolah dan perguruan tinggi. meskipun ukuran hotel tidak luas tapi cukup nyaman. kekurangannya yaitu lobby kecil sehingga tempat duduk sedikit. juga tidak tersedia ""hair dryer"" di kamar meskipun sebelumnya saya baca di internet bahwa di kamar tersedia hair dryer. yang membuat saya lebih senang adalah saat itu kamar saya di-upgrade ke tipe yang lebih tinggi meskipun tidak diminta."
model_high_confidence_disagreement,Kebersihan,none,negatif,0.8662,8861,Traveloka,Hotel Santika Cirebon,4/1/2026,32,air conditioner mati dan penghisap udara kamar mandi mati. bayangkan suasana kamarnya dan baunya? bau kotoran semerbak masuk kamar tidur anak kami. tidak ada tindakan apa-apa sesudah kami mengadu ke pihak hotel.
model_high_confidence_disagreement,Kebersihan,netral,negatif,0.8657,836,Agoda,Hotel Santika Bogor,8/11/2024,123,"lokasi bagus, dalam hal layanan staf, ini bagus dari tim fo dan dilakukan dengan baik. tapi untuk f b service pelayanannya buruk apalagi saat sarapan pagi ini tidak tersenyum dan terkesan tidak ramah. beberapa staf layanan f b tidak mengetahui beberapa item sarapan kosong dan hanya melihat sekeliling sampai saya membawakan item tersebut kepada mereka yang kosong. tidak sadar kalau meja diluar ruangan sangat kotor, hingga mengingatkan mereka untuk membersihkan meja dan menjadikannya bersih dan rapi. ayolah, anda orang yang suka menerima tamu tapi kenapa anda semua hanya melihat sekeliling dan tidak sadar dengan meja kerja anda. mohon manajemen hotel santika meninjau tim layanan f b dan menjadikannya layanan yang tulus. mungkin dalam waktu dekat pelayanan yang lebih baik terutama pada waktu sarapan."
model_high_confidence_disagreement,Kebersihan,none,positif,0.8645,2222,Agoda,Hotel Santika Cirebon,1/3/2018,26,"makan pagi ok, sdh siap dari pagi kamar sblm jam 12 sudah siap mbl dicuci, good suasana dan kebersihan secara keseluruhan baik lingkungan sekitar hotel berisik"
model_high_confidence_disagreement,Pelayanan,none,positif,0.8645,4709,Tiket,Hotel Santika Mega City Bekasi,6/2/2021,14,"sesuai ekspetasi, sesuai request bersih, dapat masker juga dan protokolnya jalan sesuai prokess yaa."
model_high_confidence_disagreement,Kenyamanan,none,positif,0.8644,5984,Traveloka,Hotel Santika Bandung,2/12/2025,7,"nyaman, lokasi strategis, receptionist nya ramah banget"
model_high_confidence_disagreement,Harga,netral,negatif,0.8628,1911,Agoda,Hotel Santika Cirebon,7/31/2018,16,"meninap dadakan dapat harga kurang lebih 800rb per malam, breakfast baik lokasi juga di tengah kota"
model_high_confidence_disagreement,Makanan,positif,none,0.8623,4317,Tiket,Hotel Santika Mega City Bekasi,4/10/2025,9,"deket banget sama venue fanmeet, kamar bersih satapan baik"
model_high_confidence_disagreement,Lokasi,netral,positif,0.8605,1713,Agoda,Hotel Santika Cirebon,7/2/2024,35,"ini adalah hotel yang cukup tua tapi terawat dengan baik. kamarnya bersih dan luas, stafnya sangat baik dan ramah. sarapannya bisa lebih baik, perlu ditingkatkan. lokasi sangat bagus, ada pusat perbelanjaan dan restoran di dekatnya."
model_high_confidence_disagreement,Fasilitas,netral,negatif,0.8605,6818,Traveloka,Hotel Santika Bandung,12/28/2016,9,kamar dan lift yang mulai termakan zaman. kurang nyaman
model_high_confidence_disagreement,Pelayanan,negatif,netral,0.8594,3113,Agoda,Hotel Santika Tasikmalaya,12/10/2015,185,"pertama kali anda menginjakkan kaki di hotel ini, kesan pertama anda pastilah hotel yang indah dengan staf ramah yang menyambut saat anda menginjakkan kaki di lobi. tapi saya punya pengalaman yang tidak menyenangkan di awal bulan desember ini ketika saya tinggal di sana bersama keluarga saya. kami meminta 2 kamar dan tempat tidur tambahan untuk setiap kamar. suami saya menelepon hotel dari jakarta dan dengan ramah meminta staf untuk segera memasang tempat tidur tambahan untuk setiap kamar (staf hotel sudah menyebutkan nomor kamar kami). dalam perjalanan ke hotel, suami saya menelepon lagi untuk memastikan bahwa kamar masih tersedia dan juga mengingatkan staf untuk memasang tempat tidur tambahan karena kami sangat terlambat check-in. staf hotel menjawab bahwa mereka akan melakukannya. namun kurang lebih 4 jam kemudian karena kelelahan akibat perjalanan dari jakarta, kami sampai di hotel, dan kami terus menunggu lebih dari setengah jam karena mereka belum memasang extra bed. kami sangat kecewa dengan kejadian ini. kami berharap wisatawan lain tidak mengalami hal yang sama, dan kami berharap santika hotel dapat meningkatkan kualitas pelayanannya karena kami mendengar bahwa ini adalah hotel dengan rating terbaik di tasikmalaya."
model_high_confidence_disagreement,Fasilitas,positif,netral,0.8589,6158,Traveloka,Hotel Santika Bandung,10/27/2021,7,"proses cek in mudah, fasilitas biasa saja."
model_high_confidence_disagreement,Kenyamanan,none,positif,0.8586,3634,Tiket,Hotel Santika Bandung,2/25/2025,6,kamar segar banget. hidangan tradisional lezat.
model_high_confidence_disagreement,Kebersihan,none,positif,0.8582,4228,Tiket,Hotel Santika Mega City Bekasi,12/29/2025,5,kebersihan terjaga. layanan luar biasa.
model_high_confidence_disagreement,Kenyamanan,netral,none,0.8577,5122,Tiket,Hotel Santika Mega City Bekasi,6/9/2024,24,"kebersihan agak kurang, karena terlihat di kamar mandi banyak bekas rambut, di bantal ada noda bekas lipstik. untuk pelayanan cukup baik. lokasi cukup strategis."
model_high_confidence_disagreement,Kenyamanan,positif,netral,0.8558,11517,Traveloka,Hotel Santika Depok,1/6/2016,104,"saya menginap di kamar superior king bed. kamar mandi tidak ada tirainya. padahal kami menginap 1 hari sbelumnya ada tirai pembatas shower di kamar superior dengan twin bed. posisi loby dilantai 3 dengan akses masuk lift dari bagian belakang d'mall. view nya sangat indah karena posisi kamar hotel di lantai paling atas (26-28). staf ramah, ruangan no smoking terjaga, breakfast cukup enak, hanya saja tidak ada staf yang menjaga dibagian pool nya (lantai5). poll cenderung kecil tapi cukup nyaman dengan toilet bersih dan cenderung sepi. penawaran upgrade room on the spot sebesar 100rb untuk deluxe room. so far cukup nyaman menginap di santika depok."
model_high_confidence_disagreement,Kebersihan,none,positif,0.8552,616,Agoda,Hotel Santika Bandung,1/2/2014,8,"hotel yang bagus dalam servis, kebersihan dan kenyamanan"
model_high_confidence_disagreement,Kebersihan,netral,negatif,0.855,3979,Tiket,Hotel Santika Bandung,2/21/2024,18,"hotel lama toilet sudah direnovasi, breakfast lumayan minusnya sprei dan handuk sudah agak lusuh, sangat kurang colokan listrik."
model_high_confidence_disagreement,Pelayanan,none,positif,0.8538,2293,Agoda,Hotel Santika Cirebon,10/19/2014,13,"cek in dan cek out cepat dan mudah, kamar pun luas dan bersih"
model_high_confidence_disagreement,Pelayanan,positif,none,0.8532,11544,Traveloka,Hotel Santika Depok,12/23/2015,21,"seperti jaringan hotel santika di daerah lain. ramah dan menyenangkan, menu makanan tradisionalnya bagus, hanya sayang sinyal di kamar kurang bagus"
model_high_confidence_disagreement,Makanan,none,positif,0.8528,12174,Traveloka,Hotel Santika Mega City Bekasi,3/10/2021,5,nyaman puas kenyang enaklah overall
model_high_confidence_disagreement,Kenyamanan,none,positif,0.8524,9515,Traveloka,Hotel Santika Cirebon,6/21/2017,7,"tempat strategis, parkiran luas, kamar bersih. good"
model_high_confidence_disagreement,Harga,netral,negatif,0.8512,6797,Traveloka,Hotel Santika Bandung,1/11/2017,9,"gymnya terlalu kecil, kualitas makan malamnya tidak sepadan harga."
model_high_confidence_disagreement,Pelayanan,netral,positif,0.8511,1834,Agoda,Hotel Santika Cirebon,2/7/2024,51,"menginap semalam, kamarnya sangat bersih, stafnya cepat tanggap dan sangat ramah. fasilitasnya lengkap dan anda juga bisa meminta fasilitas lain seperti pengering rambut dan staf akan mengirimkannya ke kamar anda. sarapannya enak tapi tidak ada yang luar biasa tentang sarapan. tampilan hotelnya mungkin agak tua tapi secara keseluruhan sepadan dengan harganya."
model_high_confidence_disagreement,Pelayanan,none,positif,0.8511,2386,Agoda,Hotel Santika Cirebon,12/30/2010,33,"tempat bersih, kamar tidak terlalu besar, tapi baik lah. penerimaan sangat ramah. parkir juga luas kolam renang kelihatan dari tempat menginap, dan kelihatannya bersih dan nyaman, sayang kami tidak sempat menikmati kolam renang."
model_high_confidence_disagreement,Makanan,netral,positif,0.8471,4196,Tiket,Hotel Santika Mega City Bekasi,2/25/2026,14,layanan pengiriman makanan tersedia. terletak di kawasan industri. staf yang luar biasa dan cerdas.
model_high_confidence_disagreement,Makanan,netral,positif,0.8471,3634,Tiket,Hotel Santika Bandung,2/25/2025,6,kamar segar banget. hidangan tradisional lezat.
model_high_confidence_disagreement,Kenyamanan,netral,negatif,0.8468,7120,Traveloka,Hotel Santika Bandung,8/19/2015,8,"ramah, nyaman hanya terlalu bebas untuk smoking: ("
model_high_confidence_disagreement,Makanan,none,positif,0.8455,2488,Agoda,Hotel Santika Depok,12/1/2024,6,"pelayanan bagus, fasilitas bagus, sarapannya enak"
model_high_confidence_disagreement,Makanan,netral,positif,0.8451,1491,Agoda,Hotel Santika Bogor,9/2/2019,64,"pertama sampai di hotel memiliki kesan yang luar biasa, lokasi yang baik dekat dengan mal kebersihan cukup baik. untuk fasilitas kolam renang juga bagus. santika sangat terkenal dengan beragaman sarapanya yang pasti enak. untuk staf saya merasa kurang ramah. bagian fo, tempat sarapan, kolam renang, mungkin karena libur lebaran ramai tamu mereka kelelahan sehingga ya biasa saja, tapi untuk satpamnya sangat baik dan ramah."
model_high_confidence_disagreement,Kebersihan,none,negatif,0.8447,13245,Traveloka,Hotel Santika Mega City Bekasi,8/23/2017,13,"recommended banget, makanan nya baik! cuma 1 kekurangannya tidak ada keset di kamar."
model_high_confidence_disagreement,Pelayanan,positif,negatif,0.8446,1064,Agoda,Hotel Santika Bogor,11/5/2014,19,satu malam menginap layanan grup tidak baik! harus menyelesaikannya sebelum kedatangan kamar jika belum siap. kapasitas liftnya tidak baik
model_high_confidence_disagreement,Kenyamanan,none,netral,0.8444,7854,Traveloka,Hotel Santika Bogor,10/14/2020,65,"saat pertama check in perlengkapan mandi tidak ada. bahkan gula pasirnya keras, kami pikir layanan kamar akan datang nanti untuk diisi karena mungkin ini adalah kebijakan hotel. keesokan harinya saya meminta untuk bersih-bersih, kemudian mereka memberikan perlengkapan mandi yang layak dan kopi sachet. tidak ada parkir gratis untuk tamu, tempat parkir terbatas dan mereka menunjukkan mal di dekat taman dan masih tidak ada parkir gratis"
model_high_confidence_disagreement,Fasilitas,none,negatif,0.8444,5719,Tiket,Hotel Santika Cirebon,4/21/2019,13,"lokasi strstegis, makan pagi baik, cuma air panas kurang dan shower kurang kencang."
model_high_confidence_disagreement,Makanan,netral,none,0.844,579,Agoda,Hotel Santika Bandung,5/17/2015,21,ada rasa kecewa karena kamar mandinya shower yang tidak pas penempatannya dan closet yang tidak bisa di flush harus berulang ulang
model_high_confidence_disagreement,Fasilitas,netral,negatif,0.8439,4782,Tiket,Hotel Santika Mega City Bekasi,1/13/2019,32,"pengalaman yang memuaskan, kamar agak sempit sii hehehe, cuma bersih banget dan untuk saluran televisi nya banyak semutnya, tapi hampir semua baik sii, dari pelayanan receptions nya yang ramah tamah. okonya bagus"
model_high_confidence_disagreement,Kenyamanan,none,positif,0.8439,9361,Traveloka,Hotel Santika Cirebon,5/16/2018,12,"tempatnya cukup strategis, kamar bersih dan rapi. recommended bagi yang bawa keluarga."
model_high_confidence_disagreement,Kebersihan,none,positif,0.8437,2468,Agoda,Hotel Santika Depok,3/29/2026,8,kenyamanan untuk keluarga dan kebersihan juga tempatnya strategis
model_high_confidence_disagreement,Makanan,negatif,positif,0.8424,7823,Traveloka,Hotel Santika Bogor,12/30/2020,164,"review dikit menginap disana. pegawai ramah semua. check-in dan check-out cepat. kamar sama kaya di gambar. minta request jendela dengan view dikasih. complimentary kamar free. air conditioner dingin. water heater dan exhaush fan baik. malam hari saya minta tolong pihak dapur untuk hangat makanan dilayani dengan baik dan cepat, sedikit saran, tempat sampah dikamar dan dikamar mandi kalau bisa bukanya yang di tekan pake kaki, gang yang tutupnya bisa di copot gt soalnya jadi dimaenin anak yang belum paham kalau itu tempat sampah. terus untuk kamar mandinya tidak ada sabun cair untuk cuci tangan, dikasihnya malah yang batang. agak repot ya. ini hotelnya tempel banget sama botani, karena covid, bayi gabisa masuk sana. tapi nyari makan banyak, bisa gojek dan enak-enak ko. parkiran juga gabung sama mal. buat yang menginap disana jangan lupa tiket parkirnya distempel sama pihak hotel biar free. untuk breakfast kurang variatif menunya, apalagi untuk rotinya, dikit banget. tidak ada roti tawar dan selai. overall baik ko. 8/10. terima kasih ya."
model_high_confidence_disagreement,Makanan,netral,positif,0.84,2327,Agoda,Hotel Santika Cirebon,2/14/2013,33,"staf melayani dengan ramah, kamar langsung tersedia tanpa harus menunggu, kondisi kamar bersih, kolam renang untuk anak-anak juga memadai. breakfast disediakan makanan khas cirebon. lokasi dekat dengan wisata kuliner empal gentong mang dharma."
model_high_confidence_disagreement,Kenyamanan,none,negatif,0.8377,1441,Agoda,Hotel Santika Bogor,7/13/2022,43,"secara umum hotel ini recomended. tempat strategis. bersih. staf ramah. breakfast baik. layak diberikan bintang 5. hanya saja pengalaman menginap hari ke-2, lantai toilet area kering nya banjir. sepertinya ada pipa yang bocor. jadinya untuk kali ini saya berikan bintang 4 dulu, ya."
model_high_confidence_disagreement,Lokasi,none,positif,0.8374,5026,Tiket,Hotel Santika Mega City Bekasi,5/10/2021,10,"hotelnya d dalem mol, enak sih check out langsung belanja"
model_high_confidence_disagreement,Pelayanan,positif,none,0.8369,13615,Traveloka,Hotel Santika Mega City Bekasi,10/12/2016,5,nyaman dan bersih. keamanan terjaga.
model_high_confidence_disagreement,Kenyamanan,none,negatif,0.8359,14064,Traveloka,Hotel Santika Tasikmalaya,2/6/2019,9,hotel tidak ada karpet dan air panas kurang panas.
model_high_confidence_disagreement,Fasilitas,negatif,none,0.8354,14244,Traveloka,Hotel Santika Tasikmalaya,3/7/2018,20,"service baik. kurang di kebersihan kamar mandi, banyak kerak dan shower juga sudah karatan. untuk sekelas santika harusnya lebih baik."
model_high_confidence_disagreement,Kenyamanan,none,positif,0.8354,2311,Agoda,Hotel Santika Cirebon,10/28/2013,14,"kamar yang sangat nyaman, staf yang sangat raman, dan makanan yang lezat untuk dinikmati"
model_high_confidence_disagreement,Kenyamanan,none,positif,0.8347,6487,Traveloka,Hotel Santika Bandung,12/6/2017,17,"lokasi strategis, sangat bersih dan nyaman. pelayanan ramah dan cepat. breakfast enak dan banyak menunya. saya puas."
model_high_confidence_disagreement,Makanan,netral,negatif,0.8341,7245,Traveloka,Hotel Santika Bandung,12/17/2014,27,"hotel dengan lokasi strategis, model bangunan dan kamar bentuk lama namun tetap nyaman, pelayanan cepat dan ramah, sarapan lumayan, namun tidak se-variatif hotel santika di kota lain."
model_high_confidence_disagreement,Makanan,netral,negatif,0.8341,5677,Tiket,Hotel Santika Cirebon,3/17/2021,4,variasi makanan perlu ditingkatkan
model_high_confidence_disagreement,Makanan,netral,positif,0.834,7092,Traveloka,Hotel Santika Bandung,10/21/2015,28,"lokasi strategis, 20 thn yang lalu saat bertugas saya menginap di sini. dan saat ini tidak byak perubahan di interior dan exterior hotel, breakfast lumayan walau tidak istimewa"
model_high_confidence_disagreement,Fasilitas,netral,negatif,0.8325,1385,Agoda,Hotel Santika Bogor,4/12/2024,19,"hotel bersih dan nyaman, overall baik banget, hanya parkir kendaraan yang kurang baik karena kalau keluar cari2 petugasnya dulu"
model_high_confidence_disagreement,Kenyamanan,positif,none,0.8325,5422,Tiket,Hotel Santika Bogor,4/29/2021,6,"bagus, rapih, bersih deket dengan mall"
model_high_confidence_disagreement,Kenyamanan,positif,negatif,0.8313,10647,Traveloka,Hotel Santika Depok,10/31/2018,58,"hotel cukup strategis karena satu kawasan dengan mal, turun lift jalan dikit langsung masuk mall depok, fasilitas kamar cukup baik, view lumayan dari lantai 26 hahaha tetapi ukuran kamar agak sempit agak untuk sholat pas-pasan, air mineral banyak, variasi makanan banyak, rasa lumayan enak, parkir lumayan mahal untuk satu hari check in kemudian check out biaya parkir 40rb."
model_high_confidence_disagreement,Pelayanan,positif,none,0.8301,4378,Tiket,Hotel Santika Mega City Bekasi,12/4/2024,6,keren abiss ramaah juga dan bersih
model_high_confidence_disagreement,Fasilitas,netral,negatif,0.8272,1949,Agoda,Hotel Santika Cirebon,6/29/2016,6,perlu renovasi dan perubahan fasilitas gym
model_high_confidence_disagreement,Pelayanan,negatif,none,0.8269,11167,Traveloka,Hotel Santika Depok,12/21/2016,16,sangat berkesan dengan hotel santika. hanya perlu di informasikan akses masuk hotel jika mall sudah tutup.
model_high_confidence_disagreement,Kenyamanan,none,positif,0.8267,2558,Agoda,Hotel Santika Depok,11/13/2020,18,"hotelnya bagus seperti kamarnya luas, lokasi strategis dekat dengan mall, tempat parkir dan rapi, proses check-in cukup cepat."
model_high_confidence_disagreement,Kebersihan,none,positif,0.826,12145,Traveloka,Hotel Santika Mega City Bekasi,6/2/2021,33,"puas banget sama pelayanan, kebersihan dan fasilitasnya. cuma pas di kamar saya air conditioner nya kurang dingin padahal temperatur sudah paling kecil. overall baik kok tapi! bakal staycation ke sini lagi next time."
model_high_confidence_disagreement,Kenyamanan,none,positif,0.8227,14587,Traveloka,Hotel Santika Tasikmalaya,3/30/2016,20,"ruangan itu bersih dan para staf yang bagus juga. hanya sarapan tidak begitu lezat tapi secara keseluruhan, kami tinggal menyenangkan."
model_high_confidence_disagreement,Kenyamanan,none,positif,0.8227,2468,Agoda,Hotel Santika Depok,3/29/2026,8,kenyamanan untuk keluarga dan kebersihan juga tempatnya strategis
model_high_confidence_disagreement,Pelayanan,netral,positif,0.8221,3549,Tiket,Hotel Santika Bandung,5/9/2026,16,santika yang sangat luar biasa selalu merupakan pilihan yang baik untuk menginap! layanan pramutamu yang informatif.
