ID_Review,Platform,Nama_Hotel,Review_Date,review_word_len,review_char_len,num_present_aspects,Text_Review,Lokasi,Kenyamanan,Pelayanan,Kebersihan,Harga,Makanan,Fasilitas
5711,Tiket,Hotel Santika Cirebon,6/26/2019,47,339,6,"menginap di hotel ini karena ada acara, jadi pas banget. lokasi strategis, bersih, fasilitas lengkap, pelayanan sangat baik. sedikit kekurangannya, sewaktu hari pertama, tamu banyak banget, restoran (sarapan) sepertinya tidak siap, banyak makanan yang habis dan tidak segera diisi kembali. harga lumayan mahal, mungkin karena pas liburan. ",positif,none,positif,positif,negatif,negatif,positif
6637,Traveloka,Hotel Santika Bandung,7/5/2017,47,295,6,"telat cek in nya, harus menunggu lagi lebih sejam. walaupun saya dapat satu kamar yang di up grade tanpa tambahan biaya, ttp kamarnya bau apek, sptnya kamarnya jarang ditempati. makan pagi sih banyak variasi hanya rasanya kurang. lokasi bagus karena sepanjang jalan itu banyak fo dan restourant.",positif,negatif,negatif,negatif,netral,negatif,none
8671,Traveloka,Hotel Santika Bogor,1/13/2016,47,349,6,"doormen, frontman, security sangat baik pelayanannya, kamar bersih, air conditioner dingin, breakfast banyak variasi hanya kapasitas meja perlu ditambah, area parkir tidak dijaga petugas sehingga tamu harus mencari pintu masuk parkirnya sendiri. cocok untuk liburan sekeluarga karena akses dekat mall, pintu tol dan ditengah kota bogor. recommended!",positif,positif,positif,positif,none,positif,negatif
11250,Traveloka,Hotel Santika Depok,8/17/2016,47,322,6,"semuanya baik, receptionistnya terbaik, pelayanan restoran dan makanannya juga memuaskan dan bersih, semua staf ramah sekali baik dari security dan yang lainnya sangat membantu, tidak ada yang buruk dari hotel ini, harga juga bersahabat kemana2 juga dekat dan akses mudah. semoga hal-hal baik ini bisa terus dipertahankan.",positif,positif,positif,positif,positif,positif,none
2179,Agoda,Hotel Santika Cirebon,7/18/2022,46,274,6,"lokasi baik dekat dengan byk resto, rs, toko buku dan stasiun kereta api. staf ramah dan membantu kebersihan kamar baik. makanan baik bagus ada corner jamu nya yang enak rasanya. hanya toilet room di area dekat lift aja dimana setiap kamar kecil ada undakan bikin kesandung.",positif,positif,positif,netral,none,positif,negatif
6245,Traveloka,Hotel Santika Bandung,2/19/2020,46,298,6,"hotelnya nyaman. pertama datang dilayani ramah oleh pak gellen: pelayanan cepat dan dapat free upgrde kamar di depan kolam renang pula. senangnya. kolam renang bersih, kamar bersih. pada saat sarapan juga dapat pelayanan yang baik, dengan variasi makanan yang baik dan rasa yang enak. hotel santika",none,positif,positif,positif,positif,positif,positif
4024,Tiket,Hotel Santika Bandung,9/19/2021,45,273,6,"suka banget ama sirkulasi udara di hotel ini (di bagian luar kamar yah) untuk kamarnya baik kok, bersih untuk sarapannya so so, sayang waktu kesana mesin espresso nya rusak katanya parkirannya sih memang kecil yah jalanannya tapi waktu stay worth for money! staf nya ramah2",none,positif,positif,positif,positif,netral,negatif
7677,Traveloka,Hotel Santika Bogor,3/30/2022,45,283,6,"hotelnya enak. strategis tempat deket banget ama botani square mall bogor, tempat parkir nyatu, ada jajanan macam macam. breakfast makanan indo kebetulan waktu itu. kolam renang nya di lantai 3. waktu satang cukup ramai. kamar dan toilet nya bersih. nyaman. staf nya juga pada ramah.",positif,positif,positif,positif,none,positif,positif
420,Agoda,Hotel Santika Bandung,12/13/2012,44,289,6,"letaknya di pusat kota dan dekat dengan mall, jadi sangat nyaman. meski bangunannya sudah cukup tua, namun kamarnya luas dan tetap bersih. wi-fi gratis di kamar, tetapi kecepatannya lambat. sarapannya enak, tapi mungkin karena datang di jam sibuk, beberapa hidangan belum siap tepat waktu.",positif,positif,none,positif,positif,negatif,netral
7190,Traveloka,Hotel Santika Bandung,4/29/2015,44,301,6,"hotel nya bagus meskipun bangunan lama, pegawainya ramah dan sopan. kamar bersih. siaran televisi kabel banyak pilihan. breakfast nya enak dan banyak macamnya. puas dan recommend menginap di santika bandung. thanks traveloka atas diskon nya. transaksi mudah dan cepat. traveloka memang pas untuk kita.",none,positif,positif,positif,positif,positif,netral
10141,Traveloka,Hotel Santika Depok,5/31/2023,44,294,6,"ini yang kedua kali saya menginap d santika depok. staf responsif, kamar bersih, perlengkapan toiletries lengkap, wi-fi kencang dan sarapan variatif, ad kids corner juga bg yang membawa anak-anak. lokasi strategis dan bersebelahan dengan mall, sangat mudah u mencari makanan dan belanja d mall.",positif,positif,positif,positif,none,positif,positif
111,Agoda,Hotel Santika Bandung,7/22/2024,43,279,6,"kebersihan kamar baik, staf sangat kurang mau pakai fasilitas hotel tidak ada pegawainya, sarapan kurang, kopi dll dalam kamar tidak jelas merek apa, interior hotel kosong kurang menarik, karena ada acara semua hotel full kebagian ini dengan harga kamar harusnya jauh lebih murah",none,negatif,negatif,positif,negatif,negatif,negatif
9928,Traveloka,Hotel Santika Depok,4/1/2026,43,279,6,"menginap di hotel ini sangat nyaman dengan pelayanan yang ramah dan profesional. fasilitas lengkap, kamar bersih, makanan enak dan lokasi strategis karena dekat dengan mal. cocok untuk liburan dan kebetulan saya dapat kamar di ujung dengan view yang bagus pagi dan malam harinya.",positif,positif,positif,positif,positif,positif,none
12307,Traveloka,Hotel Santika Mega City Bekasi,12/11/2019,43,302,6,"pelayanannya baik, sarapan enak, kamar bersih, suasana nyaman, tempat strategis karena menyatu dengan mal. sayangnya agak sulit menemukan lokasi lift untuk menuju lobby hotel. alangkah baiknya jika petunjuk untuk ke lobby hotel ditambah agar dapat menemukan tanpa bertanya. sinyal wi-fi di kamar lemot.",netral,positif,positif,positif,none,positif,negatif
7445,Traveloka,Hotel Santika Bogor,6/26/2024,42,256,6,"lokasi strategis karena sama dengan botani square, staf ramah, kamar bersih, menu sarapan standar. lift sempit dan saat itu sensor lift untuk buka tutup pintu tidak berfungsi dengan baik, apalagi saat membawa 1 unit stroller bayi dan 1 unit stroller roda 3",positif,netral,positif,positif,none,netral,negatif
6476,Traveloka,Hotel Santika Bandung,12/20/2017,41,256,6,"check in check out cepat. kamar mandi baik. hanya saja sarung bantal dan sprei tidak putih bersih. kamar juga tidak wangi. lift tidak bisa turun ke area parkiran. sarapannya standar. lokasinya didepan hotel ada mall yogya, di sekitar banyak factory outlet.",positif,positif,positif,negatif,none,netral,netral
1699,Agoda,Hotel Santika Cirebon,9/15/2025,40,284,6,"lokasi berdekatan lokasi perkantoran kota cirebon, kamar luas dengan cukup bersih. kolam renang bersih dengan disediakan handuk. staf sangat ramah dan menunjukkan inisiatif untuk membantu terutama yang bertugas di kolam renang dan kebun/ taman sekitar kolam. untuk makanan biasa saja.",netral,positif,positif,positif,none,netral,netral
5816,Tiket,Hotel Santika Tasikmalaya,11/5/2025,40,292,6,"hotel santika tasikmalaya menawarkan kenyamanan khas santika dengan pelayanan ramah dan lokasi yang strategis di pusat kota. kamar bersih, fasilitas lengkap, dan sarapan prasmanan yang variatif dengan cita rasa lokal menjadi nilai plus. cocok untuk perjalanan bisnis maupun liburan keluarga. ",positif,positif,positif,positif,none,positif,positif
6334,Traveloka,Hotel Santika Bandung,1/16/2019,40,260,6,"lokasi hotel strategis sekali, di depan hotel ada riau juction dan bandung indah plaza sehingga jika ingin ke mall cukup jalan kaki, kamar bersih, pelayanannya ramah, wi-fi kencang, mobil ada yang cuciin. menu breakfast banyak jajanan pasar, ciloknya enak lho.",positif,positif,positif,positif,none,positif,positif
7440,Traveloka,Hotel Santika Bogor,7/10/2024,40,274,6,"kamarnya luas, bersih, ramah staf, breakfast-nya banyak pilihan dan makanannya enak, anak-anak happy berenang, morning view mountain-nya bagus, dan dekat dari mal botani square dekat juga dari permainan aqua game, liburan sekolah tahun ini pilihan hotel santika is the best.",positif,positif,positif,positif,none,positif,positif
9244,Traveloka,Hotel Santika Cirebon,6/12/2019,40,322,6,"lokasinya strategis, mudah dijangkau, parkiran nyaman, petugasnya ramah-ramah. kamarnya bersih, luas, nyaman, kamar mandinya bersih, modern. makanannya enak-enak, lengkap. kolam berenangnya luas, nyaman untuk keluarga. surprisenya mobil dicuciin, top banget, baru kali ini dapet pelayanan hotel yang luar biasa, recomended",positif,positif,positif,positif,none,positif,positif
5388,Tiket,Hotel Santika Bogor,11/28/2021,39,265,6,minus kolam renang kecil. breakfast standard kurang variatif diantara santika yang lain. parkiran susah karena hotel nempel mall. anak 5 tahun breakfast sudah bayar 1/2 harga. plus lokasi strategis nempel mall botani. kamar bersih. air panas berfungsi dengan baik. ,positif,positif,none,positif,negatif,negatif,negatif
3471,Agoda,Hotel Santika Tasikmalaya,4/23/2014,38,262,6,"sungguh nyaman menginap di hotel santika, tempatnya bersih, fasilitas lumayan, kamar bersih, pelayanan ramah, makanan enak. untuk menginap rekomen banget dech, buat temen2 yang mau jalan ke tasik, boleh cobain nginep di santika. tidak mahal, kualitas baik banget",none,positif,positif,positif,positif,positif,positif
5715,Tiket,Hotel Santika Cirebon,6/18/2019,38,248,6,"yang paling kami suka kolam renang bagus bersih airnya hangat bikin betah, untuk kamar dengan harga segtu furniturenya standart, lokasi bagus dpn hotel ada kuliner nasi jamblang, staf ramah bonus mobil dicuci terima kasih santika cirebon tiket. com",positif,positif,positif,positif,netral,none,positif
7690,Traveloka,Hotel Santika Bogor,2/23/2022,38,255,6,proses check in-out mudah. letak hotel dekat dengan mall. kamar nya lumayan walaupun sprei dan selimutnya sudah kelihatan usang banyak noda. breakfast lumayan rasa n variasinya. stafnya juga ramah. kolam renangnya bagus tapi tidak bisa renang karena rame.,positif,negatif,positif,negatif,none,positif,positif
5372,Tiket,Hotel Santika Bogor,11/12/2022,36,252,6,"pelayanan bagus. kamar bersih dan luas. breakfast lumayan bervariasi. lokasi strategis di tengah kota, bersebelahan dengan botani square mall dan ada akses khusus tamu ke mall. minus: channel televisi kurang banyak. overall, kami puas menginap disini. ",positif,positif,positif,positif,none,positif,negatif
5197,Tiket,Hotel Santika Mega City Bekasi,10/8/2021,35,215,6,1. kasur kotor 2. kamar mandi kurang bersih 3. petugas service sudah sesuai sop tapi tidak ramah alias jutek hahaha 4. dengan harga kamar segitu tidak ada kulkas 5. rasa masakan kurang dibanding dengan. selengkapnya,none,netral,negatif,negatif,netral,negatif,negatif
5314,Tiket,Hotel Santika Bogor,9/3/2024,35,236,6,"kamarnya luas. bersih. satu area dengan mall lokasi nya strategis banget. fasilitas juga okee, . kolam renang, netflix, utube, wi-fi, spa, small gym. sarapan juga bervariasi. parkir gratis tiss tis kebersihan tempat parkir sangat baik. ",positif,positif,none,positif,positif,positif,positif
74,Agoda,Hotel Santika Bandung,2/28/2025,33,235,6,"hotelnya sudah tua tapi sangat strategis, pelayanannya sangat baik, check-in mudah dan cepat, sprei dan handuk bersih dan wangi, perlengkapan mandi semua tersedia, hanya lantai kamar mandi agak kotor, sarapannya enak banyak variasinya.",positif,netral,positif,netral,none,positif,positif
2327,Agoda,Hotel Santika Cirebon,2/14/2013,33,243,6,"staf melayani dengan ramah, kamar langsung tersedia tanpa harus menunggu, kondisi kamar bersih, kolam renang untuk anak-anak juga memadai. breakfast disediakan makanan khas cirebon. lokasi dekat dengan wisata kuliner empal gentong mang dharma.",netral,positif,positif,positif,none,netral,netral
12447,Traveloka,Hotel Santika Mega City Bekasi,6/12/2019,33,223,6,"makanannya enak, akses mudah, lokasi bersih, kamar tidak kedap suara, berdekatan dengan bioskop tempat gym tidak komplet dan ada yang tidak berfungsi kolam renang kurang bersih check-in progresnya lama tidak ada hair dryer.",positif,negatif,negatif,negatif,none,positif,negatif
257,Agoda,Hotel Santika Bandung,1/25/2016,32,217,6,"interior hotel baru direnovasi, kamar luas, bersih, kamar mandi bau selokan, staf ramah, sarapan menu beragam, aksesoris gym hanya 2 jenis mesin. lokasi dekat dengan pusat perbelanjaan terkenal, mall, fo, dan kuliner.",positif,positif,positif,positif,none,positif,netral
954,Agoda,Hotel Santika Bogor,2/6/2021,32,217,6,"lokasi hotelnya sangat strategis. hotelnya di botani square mall, dekat banget kalau mau cari makan. kamar luas, wi-fi kencang, bersih. makanannya kurang variatif, tapi enak semua. agak mahal untuk hotel bintang tiga.",positif,positif,none,positif,negatif,netral,positif
12516,Traveloka,Hotel Santika Mega City Bekasi,3/13/2019,31,204,6,"hotel bersih, tenang, ramah, dan satu gedung dengan mal dan 21. sarapan enak dan banyak variasinya, bantal dan kasurnya empuk. sayang shower air hangatnya tidak berfungsi, jadinya mandi dengan air dingin.",positif,positif,positif,positif,none,positif,negatif
2723,Agoda,Hotel Santika Depok,3/24/2025,30,194,6,"semua makanan super enak di anjani cafe, semua menu tak pernah gagal menghibur lidah kita. penghargaan untuk koki! kamar bersih, staf baik, fasilitas baik, lokasi sama dengan dmall, prefek semua",positif,positif,positif,positif,none,positif,positif
2208,Agoda,Hotel Santika Cirebon,12/2/2019,29,170,6,kamar luas sarapan enak dan banyak macam nya staf ramah ada pesta bbq tiap malam sabtu (jumat) dengan hrga terjangkau parkir luas kolam renang bersih dan nyaman buat anak,none,positif,positif,positif,positif,positif,positif
7180,Traveloka,Hotel Santika Bandung,5/20/2015,29,207,6,"lokasi sangat strategis, dekat dengan mall, restaurant dan factory outlets hanya dengan berjalan kaki. banyak pilihan menu breakfast, staf sangat ramah, kamar bersih nyaman. kids pool nya besar. recommended!",positif,positif,positif,positif,none,positif,positif
5094,Tiket,Hotel Santika Mega City Bekasi,5/29/2023,28,226,6,"positifnya: staf ramah, perlengkapan kamar lengkap, tempat tidur bersih, air conditioner cukup dingin, fasilitas lengkap, makanan enak, strategis negatifnya: kamar lantainya sangat berdebu, dan parkir tidak memad. selengkapnya",positif,positif,positif,negatif,none,positif,netral
6069,Traveloka,Hotel Santika Bandung,6/7/2023,28,185,6,"lokasi hotel sangat strategis, kamar bersih dan rapi, petugas hotel cekatan, baik dan ramah, makanan cukup baik, kolam renang bersih dan secara keseluruhan menginap di hotel ini nyaman.",positif,positif,positif,positif,none,positif,positif
7471,Traveloka,Hotel Santika Bogor,4/17/2024,28,202,6,(+) lokasi; kamar tidur luas; keramahtamahan; kebersihan; menu sarapan. (-) kedap suara kamar tidur bisa ditingkatkan; tempat parkir dalam ruangan akan jauh lebih baik; waktu check-in bisa ditingkatkan.,positif,netral,positif,positif,none,positif,positif
62,Agoda,Hotel Santika Bandung,5/4/2025,27,179,6,"grup santika adalah salah satu hotel favorit saya untuk menginap di indonesia. lokasi bagus, staf membantu, kamar bersih dan besar, sarapan lengkap dan enak, dan harga terjangkau.",positif,positif,positif,positif,positif,positif,none
8467,Traveloka,Hotel Santika Bogor,5/10/2017,27,209,6,"kebersihan, pelayanan, lokasi, kenyamanan cukup memuaskan mungkin untuk cita rasa masakan perlu ditingkatkan sedangkan variasi makanan sudah baik yang agak mengecewakan mungkin fasilitas akses wi-fi di ruangan",positif,positif,positif,positif,none,negatif,negatif
6000,Traveloka,Hotel Santika Bandung,11/13/2024,26,168,6,"menginap di executive room. nyaman, lega, dan bersih. harga bersahabat. sarapan baik. lokasi strategis dekat ke jalan riau yang banyak fo dan cafe. parkiran cukup luas.",positif,positif,none,positif,positif,positif,positif
5732,Tiket,Hotel Santika Cirebon,12/6/2018,25,174,6,"kamar luas, bersih, sarapan variasi menu banyak dan yang paling saya suka adanya makanan khas cirebon, pelayanan memuaskan dan harganya sesuai dengan fasilitas dan pelayanan.",none,positif,positif,positif,positif,positif,positif
593,Agoda,Hotel Santika Bandung,9/11/2014,24,173,6,"kamar nyaman dan bersih, tempat strategis, parkir cukup, makanan lokal baik, pelayanan secara umumbaik. pengaturan lampu kamar yang perlu diperbaiki tidak ada welcome drink.",positif,positif,positif,positif,none,positif,positif
9206,Traveloka,Hotel Santika Cirebon,1/1/2020,23,172,6,"staf-nya ramah serta membantu, sarapan banyak variannya, air kolam renang hangat, spacious room dan bersih, lokasi dijantung kota cirebon. recommended hotel untuk keluarga!",positif,positif,positif,positif,none,positif,positif
5913,Tiket,Hotel Santika Tasikmalaya,11/11/2019,22,145,6,"check in dilayani dengan cepat dan ramah, kondisi kamar bersih, amenities lengkap, harga makanan hotel tidak terlalu mahal dan rasanya cukup enak",none,positif,positif,positif,negatif,positif,positif
3897,Tiket,Hotel Santika Bandung,6/17/2019,21,152,6,"lokasi hotel strategis, pelayanan ramah, kondisi ruangan n kolam renang bersih. hotel bangunan tua namun cukup terawat. makanan sahur kurang bervariasi.",positif,negatif,positif,positif,none,negatif,netral
6518,Traveloka,Hotel Santika Bandung,11/15/2017,21,149,6,"secara keseluruhan bagus, lokasi bagus (dekat persimpangan bip dan riau), kolam renang bersih, ruangan besar, cuci mobil gratis dengan layanan hotel.",positif,positif,positif,positif,positif,none,positif
7328,Traveloka,Hotel Santika Bogor,8/20/2025,21,151,6,"puas secara keseluruhan, baik kamar, pelayanan, makanan, kebersihan, ada fasilitas renang, gym, dekat dengan mal dan tempat wisata dan kuliner lainnya.",positif,positif,positif,positif,none,positif,positif
12402,Traveloka,Hotel Santika Mega City Bekasi,7/24/2019,21,140,6,"harga sesuai dengan hotel, kamar besar dan bersih, makanan standar untuk rasa, dan kolam renang kecil. akses hotel sangat dekat kemana-mana.",positif,positif,none,positif,positif,netral,negatif
848,Agoda,Hotel Santika Bogor,6/8/2024,20,141,6,"lokasi sangat strategis, kamar bersih dan luas, sarapan bervariasi dan enak, staf sangat membantu. secara keseluruhan, ini adalah nilai uang.",positif,positif,positif,positif,positif,positif,none
8240,Traveloka,Hotel Santika Bogor,6/6/2018,20,138,6,"hotel yang bagus, kamar luas dan bersih, lokasi sangat strategis, layanan ramah, makanan enak. harganya lumayan mahal. sukses buat santika",positif,positif,positif,positif,negatif,positif,none
14733,Traveloka,Hotel Santika Tasikmalaya,4/8/2015,20,135,6,"hotel sangat bersih dan nyaman. pelayanan ramah, lokasi di pusat kota, pilihan menu breakfast cukup beragam dan harga cukup terjangkau.",positif,positif,positif,positif,positif,positif,none
12397,Traveloka,Hotel Santika Mega City Bekasi,7/31/2019,19,138,6,"hotel bersih, rasa makanan standar sesuai harga, kolam renang kecil, pelayanan baik dan ramah, hotel dilokasi strategis dekat kemana-mana.",positif,none,positif,positif,positif,netral,negatif
6308,Traveloka,Hotel Santika Bandung,4/24/2019,18,128,6,"lokasi strategis, pelayanan baik, kamarnya bagus, variasi menu sarapan juga banyak dan kolam renang bersih. cocok untuk liburan.",positif,positif,positif,positif,none,positif,netral
6176,Traveloka,Hotel Santika Bandung,6/2/2021,15,100,6,"lokasi strategis, kamar nyaman, kolam renang bersih, petugas ramah dan sarapan dengan rasa yang pas.",positif,positif,positif,positif,none,positif,positif
2435,Agoda,Hotel Santika Depok,2/4/2025,14,95,6,"hotel strategis dekat mall, fasilitas lengkap, kamar bersih, staf ramah dan menu sarapan banyak",positif,positif,positif,positif,none,positif,positif
6570,Traveloka,Hotel Santika Bandung,9/6/2017,12,99,6,"pelayanan, kebersihan, kenyamanan, lokasi dan sarapan paginya serta kolam renangnya cukup memuaskan",positif,positif,positif,positif,none,positif,positif
7916,Traveloka,Hotel Santika Bogor,2/19/2020,10,94,6,"lokasinya strategis, tempatnya bersih, nyaman, ramah, fasilitas lengkap, makanannya enak-enak.",positif,positif,positif,positif,none,positif,positif
2030,Agoda,Hotel Santika Cirebon,3/28/2012,295,2002,5,"yang membuat saya kesal dengan hotel ini adalah layanan penjemputan yang mereka berikan kepada kami. sehari sebelum kedatangan saya, saya telah memeriksa melalui telepon tentang reservasi saya. jadi, saya baru tahu bahwa mereka menyediakan layanan antar jemput gratis ke dan dari stasiun kereta. jadi, saya memerintahkan mereka untuk menjemput kami pada tanggal kedatangan kami. lalu, tidak ada yang muncul. ini pertama kalinya dalam hidupku sebuah hotel -yang sudah berjanji akan menjemput kami- tidak muncul. jadi, saya menelepon hotel. mereka mengatakan mereka telah mengirim sopir tetapi tidak ada orang di sana. jadi, kami memutuskan untuk pergi ke hotel sendiri dengan becak (kereta tradisional). sesampainya di lobi dan check-in, saya mengeluhkan masalah itu. alih-alih meminta maaf, kantor depan mengatakan dia tidak begitu tahu apa yang terjadi. dia bertanya kepada pelayan yang sepertinya adalah orang yang mengurus masalah ini. orang ini juga tidak meminta maaf tapi memberi saya alasan yang membuat saya semakin marah. kemudian, ketika dia membawa barang bawaan kami ke kamar, akhirnya dia meminta maaf. ia berusaha bersikap baik dengan menawarkan untuk membawa kami ke salah satu tempat kuliner terkenal di cirebon secara gratis. selama kami tinggal, dia berusaha bersikap sangat baik dan bermanfaat. jadi, saya rasa saya tidak lagi kecewa dengan layanan mereka, tetapi setidaknya hal itu meninggalkan catatan buruk bagi saya. jika mereka tidak bisa memenuhi apa yang mereka janjikan, lebih baik mereka tidak menjanjikannya sama sekali. sisa masa tinggal kami baik-baik saja. kolamnya airnya hangat bukan karena dipanaskan dengan listrik tapi karena cirebon sangat panas sehingga matahari memanaskan air secara alami. makanan sarapannya enak, isi ulang selalu cepat, dan varian cukup banyak padahal hotel ini hanya bintang 3. mereka memiliki wi-fi di dalam kamar, terkadang lambat, terkadang hidup dan mati. tapi tidak apa-apa. kamarnya luas dan bersih. stafnya bagus dan baik secara umum.",none,none,negatif,positif,positif,netral,negatif
7822,Traveloka,Hotel Santika Bogor,12/30/2020,269,1819,5,"to be honest, menurut pendapat pribadi saya untuk harga package new year yang ditawarkan tidak terlalu worth dengan yang didapatkan. untuk ukuran kamar yang saya pilih yaitu superior room cukup baik dengan interior yang memang kita tidak bisa expect too much (tapi saya masih acungi jempol karena walaupun superior room tapi tetap dilengkapi juga dengan mini kulkas), yang saya sayangkan untuk kebersihan sprei dan selimut yang masih kurang banget, banyak noda-noda kuning dan bagi pemilik kulit sensitif seperti ibu saya jadi terasa gatal saat tidur di kasur tersebut, mohon manajemen hotel untuk lebih diperhatikan hal-hal tersebut. poin plusnya adalah ketika saya meminta extra sprei/selimut petugas dengan sigap mengantarkan ke kamar, amenities lengkap, kamar mandi pun bersih dilengkapi dengan handuk serta kesetnya. air panas berfungsi dengan baik, tak ada masalah untuk hal tersebut. air conditioner ruangan sedikit bocor saat disetel dalam suhu rendah, no too much tapi cukup mengganggu, mungkin bagian pemeliharaan bisa dicek secara rutin ac-nya. yang buat saya kurang nyaman kembali adalah saya mendapat kamar di lantai 2, saat malam menjelang tidur decitan kursi dan meja yang digeser terdengar jelas dari lantai atas. entah karena itu dari bagian restoran yang ada di lantai 3 atau tetangga-tetangga sebelah kamar. tapi agak annoying sih. untuk menu dinner dan breakfast terbatas, cukup dimengerti karena mungkin masih dalam kondisi pandemi. tapi karena harga package yang yang saya ambil saya agak berharap lebih. but that baik, well scara keseluruhan hotel santika benar-benar menerapkan protokol kesehatan secara baik. mulai dari pengukuran suhu sampai penyemprotan disinfectan sebelum kita masuk. hanya beberapa hal yang saya sebutkan di atas semoga kedepan lebih diperhatikan kembali. terima kasih you.",none,negatif,positif,negatif,negatif,negatif,none
3822,Tiket,Hotel Santika Bandung,12/18/2019,256,1687,5,"setelah perjalanan selama 5 jam, akhirnya kami tiba ke bandung. mampir sebentar untuk makan siang dan langsung menuju ke hotel. tiba di hotel sekitar pukul 3 dan diminta menunggu sekitar 10-15 menit hingga kamar siap. kondisi hotel saat itu sedang ramai karena ada acara sehingga agak sulit mendapatkan parkir. setelah kamar siap kami langsung menuju kamar namun ternyata ada spesifikasi kamar yang tidak sesuai dengan yang kami harapkan walaupun tipe kamarnya sudah sesuai. kami pun melakukan konfirmasi ke resepsionis dan berharap bisa mendapatkan kamar dengan spesifikasi yang sesuai. awalnya agak sulit karena untuk tipe kamar tersebut dinyatakan sudah terisi semua, namun kami akhirnya dibantu dengan mod yang bertugas saat itu yaitu mba tika yang sangat ramah dalam membantu kami agar bisa mendapatkan spesifikasi kamar sesuai dengan yang kami harapkan. setelah menunggu beberapa waktu, kami akhirnya diberikan free upgrade tipe kamar agar dapat spec yang sesuai karena tipe kamar dengan spec yang kami pesan sudah full semua. anak-anak tentu saja sangat senang dan tidak jadi kecewa. terima kasih sekali lagi buat mba tika atas bantuannya sehingga anak2 tetap happy menikmati liburannya. untuk lokasi hotelnya sangat strategis karena dekat sekali dengan riau junction, dan fo fo di sekitar jl. riau, dekat taman lalu lintas juga untuk hiburan anak2. untuk sarapannya lumayan enak hanya mungkin variasinya tidak sebanyak di santika bintaro (karena yang di bintaro santika premiere ya jadi agak beda variasi menunya). overall, kami senang dan puas dengan pengalaman menginap di santika bandung kali ini dan mungkin akan kembali lagi di lain waktu. terimakasih santika dan tiket. com",positif,none,positif,none,positif,positif,negatif
10392,Traveloka,Hotel Santika Depok,11/13/2019,255,1613,5,"the worst hotel i've ever stayed. harganya premium sebetulnya, 2-3x lipat budget hotel. bahkan yang suitenya lebih mahal daripada hotel lain. baik satu per satu: 1. lobby yang masih pakai pintu dorong, belum otomatis dengan sensor. sulit banget kalau bawa barang banyak. karena kalau sendirian, susah nurunin barangnya dari parkiran lt 3. 2. kamar mandi yang kamar standar kacau. masa walaupun sudah ditutup krei, masih banjir keluar dan menggenang! menggenang loh kaya kolam dan tidak bisa surut sampe housekeeping datang untuk meras pake handuk. ini kan berarti konstruksinya salah! 3. washtafel di suite, bentuk krannya kependekan sampai susah banget mau cuci tangan. 4. bentuk ruangan yang kamar standar, buruk sih. kaya budget hotel banget. agak susah bergeraknya. kursi dipake duduk, orang tidak bisa lewat atau tidak bisa buka lemari. plus minim banget jemuran, jadi bingung naro barang dimana. 5. saya baru bisa check in jam 3. tapi tetep ditanyain terus mau check out jam 12. huftt. 6. makanan banyak varian, tapi biasa aja. 7. sistem input nomer kendaraan kacau. teman saya dan saya tidak diinput. fatalnya kan ini kita ketahui ketika sudah di parkiran luar. masa saya diminta petugas parkir untuk kembali lagi ke hotel. akhirnya saya bayar dulu 89. 0. 8. kolam renang kecil, handuk disana tidak layak, fasilitas gym cuma sepeda (rusak) dan treadmill. jadi bagi pihak hotel, ayo berbenah lah dengan harga setinggi itu. kalau tidak bisa, ya turunin aja harganya agar konsumen tidak berekspektasi. bagi para calon pengguna, mending hotel lain aja kalau mau yang premium. never feel so disappointed before.",none,negatif,negatif,none,negatif,negatif,negatif
1482,Agoda,Hotel Santika Bogor,12/27/2019,208,1353,5,"kesan pertamanya ribet bgd mau masuk parkir, karena memang sengaja berkendara motor menghindari kemacetan kota bogor. parkir motor dibelakang, jd harus muter jauh untuk masuk lokasi parkirnya pun di basement nya mall botani square jadi tidak bisa langsung masuk hotel, harus melalui mall dulu. kesan kedua, cek in cepat walau kondisi di meja resepsionis penuh orang yang cek in. mungkin karena saya sudah booking lama, jd kamar sudah siap. namun malah terlihat seperti staf resepsion jadi buru2, tidak fokus melayani saya. tidak ada informasi apa2 yang diberika sehingga saya harus bertanya dl mengenai breakfast, parkir yang dikenakan tarif. sampai2 mau pulang baru tau kalau ada akses wi-fi yang bisa dipakai, biasanya dihotel lain selalu diinfo pd saat cek in disini sama sekali tidak diinfo. kesan ketiga, kamar deluxe dengan ranjang queen nya so bagus, luas ada sofa bed yang bisa dipakai tidur anak balita kami. hanya perlu diperhatikan kelengkapan kamar seperti tisue yang mungkin terlewat untuk disiapkan kesan keempat, breakfast juga tidak diinfo mengenai tambahan biaya anak kami yang masih 5th kesan kelima, ternyata ada kids activity yang diadakan di tiap weekend. beruntung nya anak kami bisa ikut menjadi salah satu yang mendapat bingkisan kesimpulannya adalah hotel yang cukup baik, mungkin lain kali akan kembali dengan menggunakan mobil",negatif,none,positif,none,netral,netral,netral
