ID_Review,Platform,Nama_Hotel,Review_Date,Text_Review,text_model,Kenyamanan,Kebersihan,Pelayanan,Harga,Lokasi,Fasilitas,Makanan
699,Agoda,Hotel Santika Bogor,8/26/2025,"pokoknya semuanya baik banget! lokasi, staf, fasilitas, breakfast… bakal balik lagi kalau ke bogor","pokoknya semuanya baik banget! lokasi, staf, fasilitas, breakfast… bakal balik lagi kalau ke bogor",none,none,netral,none,netral,netral,netral
701,Agoda,Hotel Santika Bogor,9/29/2024,"senang bisa menginap disini, letaknya strategis langsung akses ke mall. staf ramah dan membantu serta kamar yang nyaman, bersih, luas, wangi membuat pengalaman menginap jadi lebih menyenangkan. terima kasih you, very recommended hotel","senang bisa menginap disini, letaknya strategis langsung akses ke mall. staf ramah dan membantu serta kamar yang nyaman, bersih, luas, wangi membuat pengalaman menginap jadi lebih menyenangkan. terima kasih you, very recommended hotel",positif,positif,positif,none,positif,none,none
702,Agoda,Hotel Santika Bogor,11/18/2024,"menginap di hotel santika bogor bersama keluarga kemarin malam sangat menyenangkan! lokasinya yang strategis, dekat dengan botanical square mall dan kebun raya bogor, memudahkan kami untuk berbelanja dan menikmati keindahan alam. kamar cukup nyaman dan fasilitasnya memadai, sarapannya enak2.","menginap di hotel santika bogor bersama keluarga kemarin malam sangat menyenangkan! lokasinya yang strategis, dekat dengan botanical square mall dan kebun raya bogor, memudahkan kami untuk berbelanja dan menikmati keindahan alam. kamar cukup nyaman dan fasilitasnya memadai, sarapannya enak2.",positif,none,none,none,positif,positif,positif
703,Agoda,Hotel Santika Bogor,5/12/2025,"kamar cukup luas dan bersih. kamar mandi bersih dan air di lantai cepat kering. fasilitas hotel memadai. , view bagus serasa di puncak. kekurangan pada sarapan, kebanyakan lauknya dingin, jadi tidak sebanding dengan harga sarapannya.","kamar cukup luas dan bersih. kamar mandi bersih dan air di lantai cepat kering. fasilitas hotel memadai. , view bagus serasa di puncak. kekurangan pada sarapan, kebanyakan lauknya dingin, jadi tidak sebanding dengan harga sarapannya.",positif,positif,none,negatif,none,netral,negatif
704,Agoda,Hotel Santika Bogor,3/12/2026,"terimakasih agoda sudah mmberikan harga terbaik murah tpi hotel yang bagus, bersih dan semua stafnya ramah sekali dan lokasi yang sangat strategis","terimakasih agoda sudah mmberikan harga terbaik murah tpi hotel yang bagus, bersih dan semua stafnya ramah sekali dan lokasi yang sangat strategis",none,positif,positif,positif,positif,none,none
705,Agoda,Hotel Santika Bogor,10/1/2025,"nyaman bersih deket dengan mal dan kebun raya, lokasi nya strategis dan pulang juga bisa langsung deket dengan pintu tol arah jakarta","nyaman bersih deket dengan mal dan kebun raya, lokasi nya strategis dan pulang juga bisa langsung deket dengan pintu tol arah jakarta",positif,positif,none,none,positif,none,none
706,Agoda,Hotel Santika Bogor,1/27/2025,"untuk hotel santika selalu baik yah dicabang manapun. kamar nyaman, luas dan fasilitasnya bagus. makan sarapan selalu menyenangkan juga di santika bogor banyak pilihan menunya. hanya kolam renang kecil dan yang kolam kecil anak2 itu agak kotor yah pas kami staycation disana. tapi untuk posisi dipusat kota enak deket kemana2 termasuk untuk cari2 makan juga mudah karena nempel dengan mall botani square.","untuk hotel santika selalu baik yah dicabang manapun. kamar nyaman, luas dan fasilitasnya bagus. makan sarapan selalu menyenangkan juga di santika bogor banyak pilihan menunya. hanya kolam renang kecil dan yang kolam kecil anak2 itu agak kotor yah pas kami staycation disana. tapi untuk posisi dipusat kota enak deket kemana2 termasuk untuk cari2 makan juga mudah karena nempel dengan mall botani square.",positif,negatif,none,none,positif,netral,positif
707,Agoda,Hotel Santika Bogor,5/1/2025,"semuanya baik, bisa dapat kamar deluxe (besar) only 800an. kamarnya bersih, fasilitas baik, staf nya ramah. hotel andalan kalau ada perjalanan ke luar negri dn harus balik dini hari, lsg ke santika nginep nya","semuanya baik, bisa dapat kamar deluxe (besar) only 800an. kamarnya bersih, fasilitas baik, staf nya ramah. hotel andalan kalau ada perjalanan ke luar negri dn harus balik dini hari, lsg ke santika nginep nya",positif,positif,positif,none,none,positif,none
708,Agoda,Hotel Santika Bogor,12/31/2025,"suka lokasinya - dengan akses ke mal. kamar bersih, koridor terang. keramahan yang luar biasa dari staf hotel mulai dari pramutamu, hingga bagian penerima tamu, tata graha, restoran, dan layanan kamar. akan menginap disini lagi jika ke bogor.","suka lokasinya - dengan akses ke mal. kamar bersih, koridor terang. keramahan yang luar biasa dari staf hotel mulai dari pramutamu, hingga bagian penerima tamu, tata graha, restoran, dan layanan kamar. akan menginap disini lagi jika ke bogor.",positif,positif,positif,none,positif,none,none
709,Agoda,Hotel Santika Bogor,4/13/2026,"hotel bagus, kamar bersih, lancar untuk check in dan check out. hotel ini sangat dekat dengan pertokoan dan warung makan, mudah untuk berbelanja dan makan malam. sarapannya sangat enak. saya menikmati masakan sunda. stafnya sangat ramah. ada gym sederhana tapi kolam renangnya besar. saya akan kembali lagi jika berkunjung ke kota bogor. hotel yang direkomendasikan.","hotel bagus, kamar bersih, lancar untuk check in dan check out. hotel ini sangat dekat dengan pertokoan dan warung makan, mudah untuk berbelanja dan makan malam. sarapannya sangat enak. saya menikmati masakan sunda. stafnya sangat ramah. ada gym sederhana tapi kolam renangnya besar. saya akan kembali lagi jika berkunjung ke kota bogor. hotel yang direkomendasikan.",positif,positif,positif,none,positif,positif,positif
710,Agoda,Hotel Santika Bogor,8/5/2024,"saya selalu suka dengan hotel yang jadi satu dengan mal. apa apa gampang. kamar baik, sarapannya juga lumayan enak","saya selalu suka dengan hotel yang jadi satu dengan mal. apa apa gampang. kamar baik, sarapannya juga lumayan enak",positif,none,none,none,positif,none,positif
711,Agoda,Hotel Santika Bogor,6/18/2025,"fasilitas ditengah kota berada dalam satu kawasan mall botani, tempat bersih, fasilitas lengkap namun service excelent bagi semua staf perlu ditingkatkan","fasilitas ditengah kota berada dalam satu kawasan mall botani, tempat bersih, fasilitas lengkap namun service excelent bagi semua staf perlu ditingkatkan",none,positif,negatif,none,positif,positif,none
712,Agoda,Hotel Santika Bogor,11/10/2025,"hotel bagus, lokasi bagus, ada mall juga di bawah, dan istimewa nya kita bisa jogging keliling kebun raya bogor.","hotel bagus, lokasi bagus, ada mall juga di bawah, dan istimewa nya kita bisa jogging keliling kebun raya bogor.",none,none,none,none,positif,none,none
713,Agoda,Hotel Santika Bogor,4/5/2025,"lokasi strategis punya akses ke botani square, kamar deluxe luas disertai sofa, makanan cukup banyak variasinya dan enak2. yang perlu diimprove proses check in antri dan baru bisa masuk kamar 14. 30, saat peak season hrsnya resepsionis dan penyiapan kamar bisa lebih di perbanyak.","lokasi strategis punya akses ke botani square, kamar deluxe luas disertai sofa, makanan cukup banyak variasinya dan enak2. yang perlu diimprove proses check in antri dan baru bisa masuk kamar 14. 30, saat peak season hrsnya resepsionis dan penyiapan kamar bisa lebih di perbanyak.",positif,none,negatif,none,positif,none,positif
714,Agoda,Hotel Santika Bogor,11/29/2024,"seru sih hotelnya makanan juga baik banyak pilihan, kolam renang cukup lah buat dewasa n anak-anak, lokasinya strategis banget dket mall tggl jalan kaki jadi gampang banget kalau ajak anak2 cari makan n oleh2 juga gampang","seru sih hotelnya makanan juga baik banyak pilihan, kolam renang cukup lah buat dewasa n anak-anak, lokasinya strategis banget dket mall tggl jalan kaki jadi gampang banget kalau ajak anak2 cari makan n oleh2 juga gampang",none,none,none,none,positif,positif,positif
715,Agoda,Hotel Santika Bogor,11/11/2025,"staf ramah, lokasi strategis, view gunung salak, breakfast cukup beragam. bagus. masukannya: ada mesin roti yang berputar untuk croissant.","staf ramah, lokasi strategis, view gunung salak, breakfast cukup beragam. bagus. masukannya: ada mesin roti yang berputar untuk croissant.",netral,none,positif,none,positif,none,positif
716,Agoda,Hotel Santika Bogor,6/15/2024,"hotel yang luar biasa dari segi lokasi, kebersihan dan letaknya strategis di kota bogor. staf sangat ramah dan membantu. merasa sangat diterima terutama di kafe saat sarapan dengan makanan yang bervariasi","hotel yang luar biasa dari segi lokasi, kebersihan dan letaknya strategis di kota bogor. staf sangat ramah dan membantu. merasa sangat diterima terutama di kafe saat sarapan dengan makanan yang bervariasi",none,positif,positif,none,positif,none,positif
717,Agoda,Hotel Santika Bogor,9/23/2024,"selama longweekend kami stay awal di suite room dan hari berikutnya kami pindah ke executive semuanya baik, kami minta dipindahkan tidak jauh dari kamar awal posisinya dan akses yang tidak jauh dri lift, dan dibantu dengan tim fo, terima kasih akses yang terintegrasi langsung dengan mall botani sangat membantu kami selama liburan. snack time di exe lounge mba gaby selalu membantu dan ramah selama 2 hari kami stay disana. semoga dipertahankan servis dan kebersihannya","selama longweekend kami stay awal di suite room dan hari berikutnya kami pindah ke executive semuanya baik, kami minta dipindahkan tidak jauh dari kamar awal posisinya dan akses yang tidak jauh dri lift, dan dibantu dengan tim fo, terima kasih akses yang terintegrasi langsung dengan mall botani sangat membantu kami selama liburan. snack time di exe lounge mba gaby selalu membantu dan ramah selama 2 hari kami stay disana. semoga dipertahankan servis dan kebersihannya",none,positif,positif,none,positif,netral,netral
718,Agoda,Hotel Santika Bogor,5/1/2026,nyaman karena terhubung dengan mal. cocok untuk keluarga atau jika anda rewel makan di mal segala jenis makanan. pemandangannya bagus dan tenang. pasti akan kembali lagi,nyaman karena terhubung dengan mal. cocok untuk keluarga atau jika anda rewel makan di mal segala jenis makanan. pemandangannya bagus dan tenang. pasti akan kembali lagi,positif,none,none,none,positif,none,netral
719,Agoda,Hotel Santika Bogor,10/8/2025,"hotel paling enak, nyaman dan strategis. deket kemana mana. terutama mall di dalemnya hehehe. makasi santika.","hotel paling enak, nyaman dan strategis. deket kemana mana. terutama mall di dalemnya hehehe. makasi santika.",positif,none,none,none,positif,none,none
720,Agoda,Hotel Santika Bogor,9/13/2024,"tempatnya strategis, satu kawasan sama mall botani jadi tidak repot kalau butuh sesuatu. nyaman, kamar luas, kolam renang juga lumayan.","tempatnya strategis, satu kawasan sama mall botani jadi tidak repot kalau butuh sesuatu. nyaman, kamar luas, kolam renang juga lumayan.",positif,none,none,none,positif,positif,none
721,Agoda,Hotel Santika Bogor,7/11/2025,"lokasi sangat strategis dan tempat terbaik, makanan dan kamar bersih termasuk layanan terbaik dari semua staf","lokasi sangat strategis dan tempat terbaik, makanan dan kamar bersih termasuk layanan terbaik dari semua staf",positif,positif,positif,none,positif,none,positif
722,Agoda,Hotel Santika Bogor,1/28/2026,"lokasinya sempurna, di sebelah mal. sarapannya sangat mengesankan. staf sangat ramah dan membantu. saya sangat merekomendasikan hotel ini.","lokasinya sempurna, di sebelah mal. sarapannya sangat mengesankan. staf sangat ramah dan membantu. saya sangat merekomendasikan hotel ini.",none,none,positif,none,positif,none,positif
725,Agoda,Hotel Santika Bogor,12/31/2025,"keramahan yang luar biasa, kamar bersih. lokasi sangat bagus jika anda ingin berada dekat mal dan tempat makan. staf luar biasa, fokus pada tamu. memiliki akses ke mal. sebuah hotel yang pasti akan saya rekomendasikan kepada orang yang saya cintai. akan menginap disini lagi jika ke bogor.","keramahan yang luar biasa, kamar bersih. lokasi sangat bagus jika anda ingin berada dekat mal dan tempat makan. staf luar biasa, fokus pada tamu. memiliki akses ke mal. sebuah hotel yang pasti akan saya rekomendasikan kepada orang yang saya cintai. akan menginap disini lagi jika ke bogor.",positif,positif,positif,none,positif,none,none
726,Agoda,Hotel Santika Bogor,9/11/2024,"santika hotel bogor melampaui harapan saya dalam segala hal. hotel ini memadukan pelayanan prima, akomodasi nyaman, dan lokasi strategis, menjadikannya pilihan tepat bagi siapa pun yang berkunjung ke bogor. saya sangat merekomendasikannya dan berharap bisa menginap di sana lagi di masa mendatang.","santika hotel bogor melampaui harapan saya dalam segala hal. hotel ini memadukan pelayanan prima, akomodasi nyaman, dan lokasi strategis, menjadikannya pilihan tepat bagi siapa pun yang berkunjung ke bogor. saya sangat merekomendasikannya dan berharap bisa menginap di sana lagi di masa mendatang.",none,none,netral,none,positif,none,none
727,Agoda,Hotel Santika Bogor,9/27/2024,"hotel cukup baik. menyatu dengan mall, tinggal jalan kaki. kamar cukup luas. breakfast variasi byk tapi rasa sedikit kurang. pool cukup baik, tempat gym seadanya.","hotel cukup baik. menyatu dengan mall, tinggal jalan kaki. kamar cukup luas. breakfast variasi byk tapi rasa sedikit kurang. pool cukup baik, tempat gym seadanya.",none,none,none,none,positif,positif,negatif
728,Agoda,Hotel Santika Bogor,6/4/2024,terletak di samping mal. banyak restoran di mal. kamarnya bersih dan tempat tidurnya nyaman.,terletak di samping mal. banyak restoran di mal. kamarnya bersih dan tempat tidurnya nyaman.,none,positif,none,none,none,none,none
729,Agoda,Hotel Santika Bogor,10/18/2024,lokasi hotel ini sangat bagus. itu digabungkan dengan mal yang bagus. sarapannya enak.,lokasi hotel ini sangat bagus. itu digabungkan dengan mal yang bagus. sarapannya enak.,none,none,none,none,netral,none,none
730,Agoda,Hotel Santika Bogor,2/28/2025,"jika anda sarapan pada pukul 09. 00, bersiaplah sebagian besar makanan enak sudah habis dan staf tidak memperhatikannya kecuali anda memintanya","jika anda sarapan pada pukul 09. 00, bersiaplah sebagian besar makanan enak sudah habis dan staf tidak memperhatikannya kecuali anda memintanya",none,none,netral,none,none,none,netral
731,Agoda,Hotel Santika Bogor,7/21/2024,"rekomendasi hotel di bogor, kamarnya nyaman, stafnya sangat membantu dan ramah, strategis dan terhubung ke alun-alun botani. suka itu!","rekomendasi hotel di bogor, kamarnya nyaman, stafnya sangat membantu dan ramah, strategis dan terhubung ke alun-alun botani. suka itu!",positif,none,none,none,positif,none,none
732,Agoda,Hotel Santika Bogor,9/25/2024,"untuk hotel bintang 3 seperti bintang 4 atau 5, saya suka lantai keramiknya, jadi selalu wangi segar","untuk hotel bintang 3 seperti bintang 4 atau 5, saya suka lantai keramiknya, jadi selalu wangi segar",none,positif,none,none,none,none,none
734,Agoda,Hotel Santika Bogor,10/22/2024,ruangan itu sangat bersih dan modern. tempat tidurnya nyaman dan romm juga memiliki air conditioner yang kuat. rumah tangga akan meminta laundry apa pun di pagi hari. sarapan berlimpah.,ruangan itu sangat bersih dan modern. tempat tidurnya nyaman dan romm juga memiliki air conditioner yang kuat. rumah tangga akan meminta laundry apa pun di pagi hari. sarapan berlimpah.,none,positif,none,none,none,none,netral
735,Agoda,Hotel Santika Bogor,8/30/2024,"menjadi salah satu hotel favorit anak-anak saya, dikala kami mau liburan singkat, karena lokasi yang cukup strategis, dekat dengan kebun raya, dekat keluar pintu toll, dekat ke tempat rekreasi yang lain juga. selain itu hotel ini menjadi satu dengan mall yang memudahkan kita refreshing dan kolam renang nya yang buat anak-anak saya jd betah dan senang kalau nginep di sini. terima kasih hotel santika.","menjadi salah satu hotel favorit anak-anak saya, dikala kami mau liburan singkat, karena lokasi yang cukup strategis, dekat dengan kebun raya, dekat keluar pintu toll, dekat ke tempat rekreasi yang lain juga. selain itu hotel ini menjadi satu dengan mall yang memudahkan kita refreshing dan kolam renang nya yang buat anak-anak saya jd betah dan senang kalau nginep di sini. terima kasih hotel santika.",none,none,none,none,positif,netral,none
736,Agoda,Hotel Santika Bogor,11/7/2024,"staf yang ramah, sarapan enak, dan lokasi strategis dekat dengan botani square mall. saya akan merekomendasikan menginap di hotel ini ketika mengunjungi bogor","staf yang ramah, sarapan enak, dan lokasi strategis dekat dengan botani square mall. saya akan merekomendasikan menginap di hotel ini ketika mengunjungi bogor",none,none,positif,none,positif,none,positif
737,Agoda,Hotel Santika Bogor,10/7/2024,"lokasi bersebelahan dengan botani square dengan koneksi langsung, memudahkan untuk makan, berbelanja, atau sekedar jalan-jalan. kamarnya bersih dan nyaman serta menu sarapannya. pengalaman akhir pekan yang menyenangkan bagi kami. terima kasih atas keramahtamahannya.","lokasi bersebelahan dengan botani square dengan koneksi langsung, memudahkan untuk makan, berbelanja, atau sekedar jalan-jalan. kamarnya bersih dan nyaman serta menu sarapannya. pengalaman akhir pekan yang menyenangkan bagi kami. terima kasih atas keramahtamahannya.",none,positif,none,none,netral,netral,netral
738,Agoda,Hotel Santika Bogor,8/24/2024,"kamar bersih dan cukup besar, air conditioner berfungsi, air panas berfungsi, hotel dekat dengan mall besar.","kamar bersih dan cukup besar, air conditioner berfungsi, air panas berfungsi, hotel dekat dengan mall besar.",positif,positif,none,none,none,none,none
739,Agoda,Hotel Santika Bogor,8/13/2025,lokasi yang bagus. penerimaan sederhana. staf selalu membantu. agak mahal untuk fasilitas bintang 3,lokasi yang bagus. penerimaan sederhana. staf selalu membantu. agak mahal untuk fasilitas bintang 3,none,none,positif,negatif,netral,netral,none
740,Agoda,Hotel Santika Bogor,10/5/2025,dekat dengan stasiun bus antar-jemput bandara tetapi fasilitas yang diperlukan seperti pengering rambut harus diminta melalui telepon/resepsionis. mereka tidak menyediakan piyama jadi anda harus menyiapkan sendiri.,dekat dengan stasiun bus antar-jemput bandara tetapi fasilitas yang diperlukan seperti pengering rambut harus diminta melalui telepon/resepsionis. mereka tidak menyediakan piyama jadi anda harus menyiapkan sendiri.,none,none,netral,none,none,netral,none
741,Agoda,Hotel Santika Bogor,4/21/2025,"hotel ini berada di lokasi yang strategis, dekat dengan tempat wisata dan pusat aktivitas. stafnya ramah dan sangat membantu.","hotel ini berada di lokasi yang strategis, dekat dengan tempat wisata dan pusat aktivitas. stafnya ramah dan sangat membantu.",none,none,none,none,positif,none,none
742,Agoda,Hotel Santika Bogor,5/4/2025,"saya sangat merekomendasikan hotel ini! dari awal check-in hingga check-out, pelayanan staf sungguh luar biasa - ramah, sigap, dan benar-benar membuat tamu merasa dihargai. setiap permintaan saya ditangani dengan cepat dan senyum hangat! lokasi hotel juga sangat strategis - dekat dengan pusat kuliner, transportasi umum, dan tempat wisata populer. cocok banget buat yang ingin eksplorasi kota tanpa repot soal akses. yang paling mengejutkan? harganya sangat ekonomis dibanding fasilitas dan kenyamanan yang ditawarkan. kamar bersih, air conditioner dingin, air panas lancar, dan wi-fi kencang. nilai lebih banget!","saya sangat merekomendasikan hotel ini! dari awal check-in hingga check-out, pelayanan staf sungguh luar biasa - ramah, sigap, dan benar-benar membuat tamu merasa dihargai. setiap permintaan saya ditangani dengan cepat dan senyum hangat! lokasi hotel juga sangat strategis - dekat dengan pusat kuliner, transportasi umum, dan tempat wisata populer. cocok banget buat yang ingin eksplorasi kota tanpa repot soal akses. yang paling mengejutkan? harganya sangat ekonomis dibanding fasilitas dan kenyamanan yang ditawarkan. kamar bersih, air conditioner dingin, air panas lancar, dan wi-fi kencang. nilai lebih banget!",positif,positif,positif,none,positif,positif,none
743,Agoda,Hotel Santika Bogor,2/16/2026,kami selalu tinggal di sini untuk perjalanan singkat karena nyaman untuk bersantai di dekat toko-toko kafe dll. juga dekat bus ke bandara. sarapan hotel bervariasi. staf ramah dan membantu. kami memesan kamar deluxe yang berisi tempat tidur kembar dan sofa ukuran ganda untuk menampung 3 orang dengan nyaman. kami meminta selimut dan handuk tambahan secara gratis. akan tinggal lagi.,kami selalu tinggal di sini untuk perjalanan singkat karena nyaman untuk bersantai di dekat toko-toko kafe dll. juga dekat bus ke bandara. sarapan hotel bervariasi. staf ramah dan membantu. kami memesan kamar deluxe yang berisi tempat tidur kembar dan sofa ukuran ganda untuk menampung 3 orang dengan nyaman. kami meminta selimut dan handuk tambahan secara gratis. akan tinggal lagi.,positif,none,positif,positif,none,positif,positif
744,Agoda,Hotel Santika Bogor,5/18/2025,hotel baik sebelahan sama mall. untuk kebersihan kamar mandi agak kurang sdkit y. kl dikamarnya bersih. untuk sarapan enak dan banyak variasi. cocok di saya. enak sebelah mall.,hotel baik sebelahan sama mall. untuk kebersihan kamar mandi agak kurang sdkit y. kl dikamarnya bersih. untuk sarapan enak dan banyak variasi. cocok di saya. enak sebelah mall.,netral,positif,none,none,none,none,positif
745,Agoda,Hotel Santika Bogor,3/11/2025,"saya mendapatkan pengalaman menginap yang menyenangkan di santika hotel bogor. hotel ini menawarkan lokasi yang bagus, terhubung ke mall dengan akses mudah ke tempat-tempat wisata utama kota dan lingkungan sekitar yang indah. kamar-kamarnya luas, bersih, dan dilengkapi dengan baik, memberikan tempat peristirahatan yang nyaman setelah hari yang sibuk. stafnya hangat dan ramah, selalu siap membantu sambil tersenyum. secara keseluruhan, ini adalah tempat yang sempurna untuk bersantai dan menikmati masa tinggal yang menyenangkan di bogor. ""","saya mendapatkan pengalaman menginap yang menyenangkan di santika hotel bogor. hotel ini menawarkan lokasi yang bagus, terhubung ke mall dengan akses mudah ke tempat-tempat wisata utama kota dan lingkungan sekitar yang indah. kamar-kamarnya luas, bersih, dan dilengkapi dengan baik, memberikan tempat peristirahatan yang nyaman setelah hari yang sibuk. stafnya hangat dan ramah, selalu siap membantu sambil tersenyum. secara keseluruhan, ini adalah tempat yang sempurna untuk bersantai dan menikmati masa tinggal yang menyenangkan di bogor. """,none,positif,none,none,positif,none,none
746,Agoda,Hotel Santika Bogor,7/15/2025,"secara keseluruhan semuanya baik dan bagus, tetapi untuk kali ini aga sedikit kecewa sih, karena saya sudah request minta kamar yang menghadap atau yang bisa melihat ke kolam renang, tetapi tetap di kasih nya yang tidak menghadap kolam renang. dan saya juga minta kamar yang tidak terlalu jauh dari lift, tetapi tetap di kasih kamar yang lumayan jauh dari lift. mohon di perhatikan lagi request dari tamu ya. tetapi tetap one of favorite my kiddos. terima kasih santika bogor hotel.","secara keseluruhan semuanya baik dan bagus, tetapi untuk kali ini aga sedikit kecewa sih, karena saya sudah request minta kamar yang menghadap atau yang bisa melihat ke kolam renang, tetapi tetap di kasih nya yang tidak menghadap kolam renang. dan saya juga minta kamar yang tidak terlalu jauh dari lift, tetapi tetap di kasih kamar yang lumayan jauh dari lift. mohon di perhatikan lagi request dari tamu ya. tetapi tetap one of favorite my kiddos. terima kasih santika bogor hotel.",none,none,none,none,negatif,netral,none
747,Agoda,Hotel Santika Bogor,3/10/2025,"selalu punya pengalaman bagus di hotel ini. tapi menu sahurnya, perlu diupgrade. saya tahu ini jam 3 pagi, tetapi saya harus memperlakukannya sama bersemangatnya dengan sarapan. iykwim.","selalu punya pengalaman bagus di hotel ini. tapi menu sahurnya, perlu diupgrade. saya tahu ini jam 3 pagi, tetapi saya harus memperlakukannya sama bersemangatnya dengan sarapan. iykwim.",none,none,none,none,none,none,netral
749,Agoda,Hotel Santika Bogor,12/5/2024,"segala sesuatu di hotel ini luar biasa, staf sangat membantu dan makanannya sangat enak dan saya akan segera kembali ke sana lagi terima kasih firoz","segala sesuatu di hotel ini luar biasa, staf sangat membantu dan makanannya sangat enak dan saya akan segera kembali ke sana lagi terima kasih firoz",none,none,positif,none,none,none,positif
750,Agoda,Hotel Santika Bogor,6/12/2025,"perdana stay, pasca drop off di lobby, effortnya susah cari parkir, untungnya ada akses dari dalam mall ke dalam hotel. request connecting room, hanya dapat 1 aksesdoor masing², jadi repot kalau mau naik lantai izin staf bantu tap lift. minus hairdryer aja, dan tidak ada dispenser air, exhaust fan kamarmandi tidak terasa sirkulasinya, bantal kempes, cahaya kurang terang. plusnya ada hiburan smarttv dan wi-fi superngebut. breakfastnya b aja, wafflenya rasa adonan pukis, dan roti tawar terlihat kurang fresh, tapi westernfoodnya lumayan enak. pelayanan staf fo kurang senyum, dan jangan lupa bawa struk parkir untuk stamp free parking.","perdana stay, pasca drop off di lobby, effortnya susah cari parkir, untungnya ada akses dari dalam mall ke dalam hotel. request connecting room, hanya dapat 1 aksesdoor masing², jadi repot kalau mau naik lantai izin staf bantu tap lift. minus hairdryer aja, dan tidak ada dispenser air, exhaust fan kamarmandi tidak terasa sirkulasinya, bantal kempes, cahaya kurang terang. plusnya ada hiburan smarttv dan wi-fi superngebut. breakfastnya b aja, wafflenya rasa adonan pukis, dan roti tawar terlihat kurang fresh, tapi westernfoodnya lumayan enak. pelayanan staf fo kurang senyum, dan jangan lupa bawa struk parkir untuk stamp free parking.",negatif,none,netral,none,none,negatif,netral
751,Agoda,Hotel Santika Bogor,7/2/2025,"hotel ini memiliki lokasi yang sangat baik di mal terbesar di bogor. kamarnya luar biasa. sarapannya dikemas mungkin ini long weekend. lift hotel agak lambat. secara keseluruhan, keluarga saya menyukai hotel ini.","hotel ini memiliki lokasi yang sangat baik di mal terbesar di bogor. kamarnya luar biasa. sarapannya dikemas mungkin ini long weekend. lift hotel agak lambat. secara keseluruhan, keluarga saya menyukai hotel ini.",none,none,none,none,netral,negatif,none
752,Agoda,Hotel Santika Bogor,11/10/2025,"lokasi bagus, fasilitas bersih pelayanan staf baik. tapi peralatan ruang fitnes semuanya error rusak sehingga tidak bisa digunakan. tolong lakukan pemeliharaan yang lebih baik.","lokasi bagus, fasilitas bersih pelayanan staf baik. tapi peralatan ruang fitnes semuanya error rusak sehingga tidak bisa digunakan. tolong lakukan pemeliharaan yang lebih baik.",none,positif,positif,none,positif,positif,none
753,Agoda,Hotel Santika Bogor,4/24/2025,"lokasi strategis, satu lokasi dengan mall botani square, ke taman raya bogor tinggal nyebrang, surya kencana juga tidak begitu jauh, namun sepertinya staf agak kewalahan, karena mungkin lagi long weekend, untuk breakfast, mhngkin bisa lebih ditingkatkan untuk rasa, karena kebanyakan hambar, over all recommended!","lokasi strategis, satu lokasi dengan mall botani square, ke taman raya bogor tinggal nyebrang, surya kencana juga tidak begitu jauh, namun sepertinya staf agak kewalahan, karena mungkin lagi long weekend, untuk breakfast, mhngkin bisa lebih ditingkatkan untuk rasa, karena kebanyakan hambar, over all recommended!",none,none,netral,none,netral,none,negatif
754,Agoda,Hotel Santika Bogor,3/14/2026,menginap di santika bogor selalu menyenangkan. bisa menikmati mall maupun kebun raya bogor dengan leluasa. istirahat juga sangat nyaman. yang belum berhasil dinikmati adalah kolam renangnya gara2 kebanyakan acara.,menginap di santika bogor selalu menyenangkan. bisa menikmati mall maupun kebun raya bogor dengan leluasa. istirahat juga sangat nyaman. yang belum berhasil dinikmati adalah kolam renangnya gara2 kebanyakan acara.,none,none,none,none,none,netral,none
756,Agoda,Hotel Santika Bogor,4/2/2025,"hotel lokasi strategis menyatu dengan mall botani, dari hotel ke mall tinggal turun lift ke lt basement, mau cari apa2 jd gampang. saya menginap di kamar suite, saat bln ramadan setiap sore dari hotel ksh snack buat iftar kyk kue2an puding gorengan, cuma untuk hair dryer aneh, nyala sebentar stlh itu mati sendiri, nunggu brp menit dulu baru bisa nyala lagi, tapi begitu terus, jd tidak dipake deh karena ribet. untuk sarapan tidak bisa request anter ke room, untuk menu sarapan cukup variatif, cuma rasanya menurut saya kurang ya. semua hambar, untuk housekeeping, lotion, sabun tidak diisi setiap hari.","hotel lokasi strategis menyatu dengan mall botani, dari hotel ke mall tinggal turun lift ke lt basement, mau cari apa2 jd gampang. saya menginap di kamar suite, saat bln ramadan setiap sore dari hotel ksh snack buat iftar kyk kue2an puding gorengan, cuma untuk hair dryer aneh, nyala sebentar stlh itu mati sendiri, nunggu brp menit dulu baru bisa nyala lagi, tapi begitu terus, jd tidak dipake deh karena ribet. untuk sarapan tidak bisa request anter ke room, untuk menu sarapan cukup variatif, cuma rasanya menurut saya kurang ya. semua hambar, untuk housekeeping, lotion, sabun tidak diisi setiap hari.",none,none,netral,none,positif,negatif,netral
