review_id,platform,hotel_name,text_review,text_review_original,date
9361,Traveloka,Hotel Santika Cirebon,"santika adalah hotel tua tetapi masih dikelola dengan baik. bersih, hangat, nyaman dan semua staf sangat membantu. kamar besar dan nyaman, makanan enak, parkir luas, ada kolam renang dan anak-anak saya senang bermain di kolam renang. akan memilih lagi ketika kita pergi ke cirebon lagi.","Santika adalah hotel tua tetapi masih dikelola dengan baik. Bersih, hangat, nyaman dan semua staf sangat membantu. Kamar besar dan nyaman, makanan enak, parkir luas, ada kolam renang dan anak-anak saya senang bermain di kolam renang. Akan memilih lagi ketika kita pergi ke cirebon lagi.",2023-01-14
9407,Traveloka,Hotel Santika Cirebon,breakfast nya dilayani tapi pelayannya kurang sigap. juga kurang komplit.,Breakfast nya dilayani tapi pelayannya kurang sigap. Juga kurang komplit.,2022-02-12
9431,Traveloka,Hotel Santika Cirebon,"ini pertama kalinya nginep di sini, proses check in cepat, kamar bagus bersih, air conditioner dingin, televisi banyak channel dan lengkap isinya. sarapan enak-enak dan menjaga prokes. kolam renang menyenangkan buat anak-anak dan berair hangat. fasilitas hotel bagus, parkiran luas dan setiap pagi mobil kita dicuci bersih. minusnya cuma 1: wi-fi di dalam kamar buruk (414), tapi kalau ke depan lorong bagus signalnya. kapan-kapan mau kesini lagi, tentunya kalau dapat harga promo.","Ini pertama kalinya nginep di sini, proses check in cepat, kamar bagus bersih, AC dingin, TV banyak channel dan lengkap isinya. Sarapan enak-enak dan menjaga prokes. Kolam renang menyenangkan buat anak-anak dan berair hangat. Fasilitas hotel bagus, parkiran luas dan setiap pagi mobil kita dicuci bersih. Minusnya cuma 1: wifi di dalam kamar jelek (414), tp kalo ke depan lorong bagus signalnya. Kapan-kapan mau kesini lagi, tentunya kalo dapat harga promo.",2021-11-20
9546,Traveloka,Hotel Santika Cirebon,"pertama kali ke sini tahun 2009. lalu saat natal 2019 kemarin kamai pun kembali menginap di sini. interiornya tidak berubah, masih sama seperti 10 tahun lalu, kamar rapi dan bersih, yang agak susah kuncinya, karena kuncinya masih semi-manual, tidak seperti kunci zaman sekarang yang tinggal tap kartu saja. pelayanannya juga masih baik. dan karena datangnya saat liburan natal, kami dapat compliment berupa cookies ginger bread man, definitely will come here again.","Pertama kali ke sini tahun 2009. Lalu saat natal 2019 kemarin kamai pun kembali menginap di sini. interiornya tidak berubah, masih sama seperti 10 tahun lalu, kamar rapi dan bersih, Yang agak susah kuncinya, karena kuncinya masih semi-manual, tidak seperti kunci zaman sekarang yang tinggal tap kartu saja. pelayanannya juga masih oke. Dan karena datangnya saat liburan natal, kami dapat compliment berupa cookies ginger bread man, definitely will come here again.",2020-01-18
9705,Traveloka,Hotel Santika Cirebon,"kamar bersih, nyaman, pelayanan ramah, hanya 1 yang kurang tidak ada televisi cable kartun untuk anak-anak","Kamar bersih, nyaman, pelayanan ramah, hanya 1 yg kurang tidak ada tv cable kartun untuk anak-anak",2018-06-16
9712,Traveloka,Hotel Santika Cirebon,"hotelnya walaupun lama tapi sangat terawat, mulai dari pintu masuk, securitynya ramah sekali sampai lobby, welcome drink langsung tersedia. semua pegawainya ramah dan membantu, kamarnya bersih, cukup tenang, enak banget buat istirahat, kolam renangnya juga bersih, aman buat anak-anak, kaporitnya juga tidak terlalu menyengat. makanannya enak, apalagi paket barbeque malamnya bagus banget, harganya juga terjangkau. satu lagi, pas mau check-out masukin barang ke mobil, ternyata mobil sudah dicuciin. overall, bagus banget nih hotel. terima kasih management hotel santika, terimakasih traveloka.","Hotelnya walaupun lama tapi sangat terawat, mulai dari pintu masuk, securitynya ramah sekali sampai lobby, welcome drink langsung tersedia. Semua pegawainya ramah dan helpful, kamarnya bersih, cukup tenang, enak banget buat istirahat, kolam renangnya juga bersih, aman buat anak-anak, kaporitnya juga tidak terlalu menyengat. Makanannya enak, apalagi paket barbeque malamnya keren banget, harganya juga terjangkau. Satu lagi, pas mau check-out masukin barang ke mobil, ternyata mobil sudah dicuciin. Overall, keren banget nih hotel. Terima kasih management Hotel Santika, terimakasih Traveloka.",2018-05-19
9856,Traveloka,Hotel Santika Cirebon,"pelayanan khas santika, namun kondisi hotel yang sudah tua sehingga banyak hal yang kurang optimal. dan perlu diperbaharui.","pelayanan khas Santika, namun kondisi hotel yang sudah tua sehingga banyak hal yang kurang optimal .. dan perlu diperbaharui....",2017-07-15
9892,Traveloka,Hotel Santika Cirebon,"sangat memuaskan pelayanannya, kebersihan, kenyamanan dan makannya.","Sangat memuaskan pelayanannya, kebersihan, kenyamanan dan makannya.",2017-06-03
9968,Traveloka,Hotel Santika Cirebon,"saya pesan 2 kamar yang executive dan suite, yang kamar executive sempat masuk air dari jendela karena hujan tapi cepat diatasi setelah kami telepon room service, kamarnya yang suite bagus dan luas, cuma closet dan bathtubnya sudah lama tidak diganti warnanya kusam, hairdryernya juga copot pas mau digunakan, wifinya kenceng, sarapannya variatif, kolam renangnya luas, tapi sayang petugas penjaga kolam renangnya seperti kurang bersahabat, overall bagus.","Saya pesan 2 kamar yang executive dan suite, yang kamar executive sempat masuk air dari jendela karena hujan tapi cepat diatasi setelah kami telepon room service, kamarnya yang suite bagus dan luas, cuma closet dan bathtubnya sudah lama tidak diganti warnanya kusam, hairdryernya juga copot pas mau digunakan, wifinya kenceng, sarapannya variatif, kolam renangnya luas, tapi sayang petugas penjaga kolam renangnya seperti kurang bersahabat, overall bagus.",2017-03-04
10053,Traveloka,Hotel Santika Cirebon,cukup baik dan tidak mengecewakan,Cukup baik dan tidak mengecewakan,2016-08-13
10163,Traveloka,Hotel Santika Cirebon,sangat bagus dengan harga yang wajar. dengan dekorasi etnik dan unik.,Sangat bagus dengan harga yang wajar. Dengan dekorasi etnik dan unik.,2015-12-05
10309,Traveloka,Hotel Santika Depok,"secara keseluruhan baik, hanya tidak ada wi-fi (tergantung ketersediaan kamar), televisi masih lcd jadul bukan internet televisi (tergantung ketersediaan kamar), sama tidak ada hairdryer kebersihan baik, keramahan staf baik, sarapan enak dan sangat variatif","Secara keseluruhan baik, hanya tidak ada wifi (tergantung ketersediaan kamar), tv masih lcd jadul bukan internet tv (tergantung ketersediaan kamar), sama tidak ada hairdryer
Kebersihan baik, keramahan staf baik, sarapan enak dan sangat variatif",2025-12-06
10375,Traveloka,Hotel Santika Depok,hotel terfavorit kalau lagi dinas ke depok,Hotel terfavorit kalo lagi dinas ke Depok,2025-02-15
10669,Traveloka,Hotel Santika Depok,"kamar agak terlalu kecil dari foto. tapi, bersenang-senang tinggal!","Kamar agak terlalu kecil dari foto. Tapi, bersenang-senang tinggal!",2020-10-24
10837,Traveloka,Hotel Santika Depok,"senang sekali menginap di hotel santika depok, pelayanan sangat ramah, kamar sangat nyaman, rapi dan bersih, dan breakfast menunya sangat enak dan memuaskan.","Senang sekali menginap di Hotel Santika Depok, pelayanan sangat ramah, kamar sangat nyaman, rapi dan bersih, dan breakfast menunya sangat enak dan memuaskan.",2019-04-13
11045,Traveloka,Hotel Santika Depok,overall sangat puas dengan pelayanan.,Overall sangat puas dengan pelayanan.,2018-08-25
11093,Traveloka,Hotel Santika Depok,layanan hebat dan sarapan enak.,Layanan hebat dan sarapan enak.,2018-06-30
11096,Traveloka,Hotel Santika Depok,"kamarnya bersih, nyaman, dan makanannya enak.","Kamarnya bersih, nyaman, dan makanannya enak.",2018-06-23
11125,Traveloka,Hotel Santika Depok,kenyamanan saat istirahat/tidur kurang karena terdengar suara yang berisik seperti suara mesin/pompa air) mungkin karena dapat kamar dekat area pompa/mesin.,Kenyamanan saat istirahat/tidur kurang karena terdengar suara yang berisik seperti suara mesin/pompa air) mungkin karena dapat kamar dekat area pompa/mesin.,2018-04-21
11201,Traveloka,Hotel Santika Depok,kamarnya kecil type deluxe breakfast baik menunya kamar mandi agak bau selebihnya baik.,Kamarnya kecil type deluxe breakfast ok menunya kamar mandi agak bau selebihnya ok.,2017-12-23
11227,Traveloka,Hotel Santika Depok,"kalau booked via online booking harus isi special request. saya hampir dikasih smoking room, untungnya tidak jadi.","Kalau booked via online booking harus isi special request. Saya hampir dikasih smoking room, untungnya tidak jadi.",2017-11-25
11335,Traveloka,Hotel Santika Depok,"bagus, sipp, bagus, tingkatkan terus","Good, sipp, keren, tingkatkan terus",2017-07-15
11482,Traveloka,Hotel Santika Depok,"besar dan bersih, membuat saya merasa seperti di kamar saya sendiri","Besar dan bersih, membuat saya merasa seperti di kamar saya sendiri",2017-01-28
11596,Traveloka,Hotel Santika Depok,sudah baik tapi belum terlalu sesuai dengan tarif,Sudah oke tapi belum terlalu sesuai dengan tarif,2016-08-27
11710,Traveloka,Hotel Santika Depok,"kebersihan baik, kamarnya small, perlengkapan body masih kurang, cukur, bodylotion tidak ada, akses internet tidak normal, dengan tarif kamar yang ada harusnya sudah lengkap.","Kebersihan ok, kamarnya small, perlengkapan body masih kurang, cukur, bodylotion tidak ada, akses internet tidak normal, dengan tarif kamar yang ada harusnya sudah lengkap.",2016-05-07
11954,Traveloka,Hotel Santika Depok,pelayanan yang bagus dan lokasi yang bagus,Pelayanan yang bagus dan lokasi yang bagus,2015-10-24
12009,Traveloka,Hotel Santika Depok,banyak semut berjalan di teko listriknya. mungkin ada sisa gula atau minuman manis.,Banyak semut berjalan di teko listriknya. mungkin ada sisa gula atau minuman manis.,2015-08-22
12010,Traveloka,Hotel Santika Depok,walau semalam. ok semua. sedikit terganggu dengan adanya semut kecil keluar dari besek makan.,Walau semalam..ok semua. Sedikit terganggu dengan adanya semut kecil keluar dari besek makan.,2015-08-15
12138,Traveloka,Hotel Santika Depok,"bagus service, banget lah pokoknya, pelayanan memuaskan, roomnya juga","Good service, banget lah pokoknya, pelayanan memuaskan, roomnya juga",2015-03-07
12148,Traveloka,Hotel Santika Depok,"kamarnya kecil, check-in baru bisa jam 2 siang jadi harus nunggu lama. tapi pelayanannya bagus, stafnya sangat ramah. bahkan barang saya yang sudah tertinggal lebih dari 1 minggu masih dapat diambil dan tidak hilang. tetapi harus call dulu untuk dicarikan. breakfastnya enak, beragam, dan jam 6 pagi sudah ready.","Kamarnya kecil, check-in baru bisa jam 2 siang jadi harus nunggu lama. tapi pelayanannya bagus, stafnya sangat ramah. bahkan barang saya yang sudah tertinggal lebih dari 1 minggu masih dapat diambil dan tidak hilang. tetapi harus call dulu untuk dicarikan. breakfastnya enak, beragam, dan jam 6 pagi sudah ready.",2015-01-31
12197,Traveloka,Hotel Santika Megacity Bekasi,"security hotel sangat baik dan ramah, petugas hotel juga sangat baik dan ramah, ada 1 sih yang agak jutek. tp untung yang lain baik2. makanan2nya enak, ada kids corner tapi lebih baik lagi jika diberi pagar sedikit. terima kasih santika","security hotel sangat baik dan ramah,petugas hotel juga sangat baik dan ramah,ada 1 sih yg agak jutek.tp untung yg lain baik2.. makanan2nya enak,ada kids corner tp lebih baik lg jika diberi pagar sedikit.terima kasih santika",2025-12-06
12361,Traveloka,Hotel Santika Megacity Bekasi,"lokasi bagus, tapi pintu kamar mandi di room saya rusak.","Lokasi bagus, tapi pintu kamar mandi di room saya rusak.",2023-03-25
12401,Traveloka,Hotel Santika Megacity Bekasi,"sudah jam check in, tapi room nya belum ready. perlengkapan di kamar mandi, sudah tidak layak.","Sudah jam check in, tapi room nya belum ready. Perlengkapan di kamar mandi, sudah tidak layak.",2022-07-30
12405,Traveloka,Hotel Santika Megacity Bekasi,tempatnya baik. sepi tidak berisik dengan suasana jalanan + langsung terkoneksi dengan pusat perbelanjaan. kolam renang baik buat anak-anak. varian sarapan juga banyak enak.,Tempatnya oke. Sepi ga berisik dengan suasana jalanan + langsung terkoneksi dengan pusat perbelanjaan. Kolam renang oke buat anak-anak. Varian sarapan juga banyak & enak.,2022-07-23
12484,Traveloka,Hotel Santika Megacity Bekasi,"kamar bersih, receptionist ramah, tapi kalau mau gofood agak susah karena hotelnya di atas mall, menu breakfast kurang banyak.","Kamar bersih, receptionist ramah, tapi kalau mau gofood agak susah karena hotelnya di atas Mall, menu breakfast kurang banyak.",2021-06-26
12551,Traveloka,Hotel Santika Megacity Bekasi,"akses yang sulit, mereka harus memastikan, customer tidak mendapatkan akses yang sulit untuk datang","Akses yang sulit, mereka harus memastikan, customer tidak mendapatkan akses yang sulit untuk datang",2020-12-05
12581,Traveloka,Hotel Santika Megacity Bekasi,"saya suka sarapannya, enak!","Saya suka sarapannya, enak!",2020-07-18
12665,Traveloka,Hotel Santika Megacity Bekasi,"air panas di kamar mandi tidak berfungsi, sudah dibayar dan memesan untuk perpanjangan check out tetapi masih mengetuk oleh layanan kamar karena kurangnya koordinasi dengan staf kantor depan. jika tidak, makanannya enak, ada begitu banyak pilihan menu dari sarapan. bukan layanan khas santika tapi mungkin bisa lebih baik di masa depan.","Air panas di kamar mandi tidak berfungsi, sudah dibayar dan memesan untuk perpanjangan check out tetapi masih mengetuk oleh layanan kamar karena kurangnya koordinasi dengan staf kantor depan. Jika tidak, makanannya enak, ada begitu banyak pilihan menu dari sarapan. Bukan layanan khas Santika tapi mungkin bisa lebih baik di masa depan.",2019-12-14
12672,Traveloka,Hotel Santika Megacity Bekasi,"petugas resepsionis tidak memberikan informasi detail kepada pelanggan, dia tidak tersenyum dan makanannya tidak enak","Petugas resepsionis tidak memberikan informasi detail kepada pelanggan, dia tidak tersenyum dan makanannya tidak enak",2019-12-07
12801,Traveloka,Hotel Santika Megacity Bekasi,bagus makanan sedap tempat strategis.,Mantul makanan sedap tempat strategis.,2019-06-15
13294,Traveloka,Hotel Santika Megacity Bekasi,"waktu kita check-out. resepsionis lama responnya dan judes. padahal hanya ada 1 pengunjung yang di layani saat itu, dan tidak ramah dan senyum sama sekali, namanya laurnya enak","Waktu kita check-out... resepsionis lama responnya dan judes... padahal hanya ada 1 pengunjung yang di layani saat itu, dan tidak ramah dan senyum sama sekali, namanya laurnya enak",2018-05-19
13406,Traveloka,Hotel Santika Megacity Bekasi,"mulai dari pelayanan, tempat, dan makanan semua enak nyaman.","Mulai dari pelayanan, tempat, dan makanan semua enak nyaman.",2018-01-13
13741,Traveloka,Hotel Santika Megacity Bekasi,akses menuju hotel dari mall kalau malam sedikit membingungkan. selebihnya baik,akses menuju hotel dari mall kalau malam sedikit membingungkan....selebihnya OK,2017-04-29
13863,Traveloka,Hotel Santika Megacity Bekasi,"sangat memuaskan, lift dari mall ke hotel rada lama.","Sangat memuaskan, lift dari mall ke hotel rada lama.",2017-02-04
13873,Traveloka,Hotel Santika Megacity Bekasi,ada guest relation yang datang ke kamar untuk nawarin koran. tapi caranya yang main ketuk pintu terus langsung buka pintu itu tidak sopan banget ya.,Ada Guest Relation yang datang ke kamar untuk nawarin koran. Tapi caranya yang main ketuk pintu terus langsung BUKA PINTU itu tidak sopan banget ya.,2017-01-28
13886,Traveloka,Hotel Santika Megacity Bekasi,"lantainya berdebu, bedding setnya pemilihannya bahannya yang kasar. ketika order room service, pesanannya lama sekali datangnya. kemudian kembali order room service di jam 11 pm, line room service tidak diangkat, operator juga tidak di angkat (room service 24 hr)","Lantainya berdebu, bedding setnya pemilihannya bahannya yang kasar. Ketika order room service, pesanannya lama sekali datangnya. Kemudian kembali order room service di jam 11 pm, line room service tidak diangkat, operator juga tidak di angkat (room service 24 hr)",2017-01-07
13894,Traveloka,Hotel Santika Megacity Bekasi,"kamar bau, tidak wangi. kamar mandi kuranh bersih. makanan sih enak ko","Kamar bau , tidak wangi.. kamar mandi kuranh bersih. Makanan sih enak ko",2016-12-31
13918,Traveloka,Hotel Santika Megacity Bekasi,"enak dan nyaman, lokasinya strategis","Enak dan nyaman, lokasinya strategis",2016-12-03
14137,Traveloka,Hotel Santika Tasikmalaya,"kami selalu menginap di hotel ini setiap kali kami bepergian ke tasikmalaya, baik untuk perjalanan keluarga maupun bisnis. stafnya ramah, makanannya enak, dan mereka menyajikan menu tradisional yang tidak akan anda temukan di tempat lain. kamar bersih dan bernilai uang. kolam renang yang bagus, meskipun saya tidak pernah memiliki kesempatan untuk mencoba gym. hotel ini terletak di sekitar restoran dan makanan jalanan, membuat hidup saya lebih mudah.","Kami selalu menginap di hotel ini setiap kali kami bepergian ke Tasikmalaya, baik untuk perjalanan keluarga maupun bisnis. Stafnya ramah, makanannya enak, dan mereka menyajikan menu tradisional yang tidak akan Anda temukan di tempat lain. Kamar bersih dan bernilai uang. Kolam renang yang bagus, meskipun saya tidak pernah memiliki kesempatan untuk mencoba gym. Hotel ini terletak di sekitar restoran dan makanan jalanan, membuat hidup saya lebih mudah.",2023-02-18
14511,Traveloka,Hotel Santika Tasikmalaya,"menu sarapan komplet, kamar mandi perlu retouch sedikit dan handuk prefer lebih tebal lagi. saya request smoking room, tapi tidak ada asbak. apa harus request ya?","Menu sarapan komplet, kamar mandi perlu retouch sedikit dan handuk prefer lebih tebal lagi. saya request smoking room, tapi tidak ada asbak. Apa harus request ya?",2018-09-22
14573,Traveloka,Hotel Santika Tasikmalaya,"lokasi hotel strategis, dekat dengan kuliner dan tempat bordir khas tasik","Lokasi hotel strategis, dekat dengan kuliner dan tempat bordir khas tasik",2018-06-02
14806,Traveloka,Hotel Santika Tasikmalaya,"pelayanan ramah, hotel yang bersih, sarapan yang variatif dan tempat yang strategis di tengah kota. pokoknya recommended hotel deh.","Pelayanan Ramah, hotel yang bersih, sarapan yang variatif dan tempat yang strategis di tengah kota. Pokoknya recommended hotel deh.",2017-02-25
14845,Traveloka,Hotel Santika Tasikmalaya,sangat bersih. rapi. wifinya juga cepet. pelayan nya sopan. pokoknya the best la,Sangat bersih. Rapi. Wifinya juga cepet. Pelayan nya sopan. Pokoknya the best la,2017-01-21
14913,Traveloka,Hotel Santika Tasikmalaya,hotel sahur prasmanan adalah menyenangkan! dan cinta keramahan. semua staf yang ramah kecuali staf meja depan. terima kasih,Hotel sahur prasmanan adalah menyenangkan! Dan cinta keramahan. Semua staf yang ramah kecuali staf meja depan. Terima kasih,2016-07-09
15026,Traveloka,Hotel Santika Tasikmalaya,"lokasi strategis, sarapan enak, kamar luas. keluarga senang.","Lokasi strategis, sarapan enak, kamar luas. Keluarga senang.",2015-08-29
