ID_Review,Platform,Nama_Hotel,Review_Date,Text_Review,Kenyamanan,Kebersihan,Pelayanan,Harga,Lokasi,Fasilitas,Makanan,Alasan_Kenyamanan,Alasan_Kebersihan,Alasan_Pelayanan,Alasan_Harga,Alasan_Lokasi,Alasan_Fasilitas,Alasan_Makanan
7415,Traveloka,Hotel Santika Bandung,2015-12-12,"secara keseluruhan, pengalaman menginap cukup baik. namun, hotel ini sudah tua dan perlu direnovasi. keunggulan hotel ini adalah lokasinya yang strategis, dengan supermarket dan restoran tepat di depannya.",negatif,,,positif,positif,,positif,"namun, hotel ini sudah tua dan perlu direnovasi.",,,"keunggulan hotel ini adalah lokasinya yang strategis, dengan supermarket dan restoran tepat di depannya.","keunggulan hotel ini adalah lokasinya yang strategis, dengan supermarket dan restoran tepat di depannya.",,"keunggulan hotel ini adalah lokasinya yang strategis, dengan supermarket dan restoran tepat di depannya."
7508,Traveloka,Hotel Santika Bandung,2015-07-18,ramah simpel dekat kemana mana,,,positif,,positif,,,,,ramah simpel dekat kemana mana,,ramah simpel dekat kemana mana,,
7690,Traveloka,Hotel Santika Bogor,2025-07-26,"sudah beberapa kali menginap di santika hotel bogor. sejauh ini kemudahan akses saat cek in dengan pelayanan staf yang ramah, serta koneksi ke mal untuk pemenuhan keperluan dan kebutuhan selama menginap. keramahan staf dan berkomunikasi dengan baik. semoga bisa terus dipertahankan dan ditingkatkan. terima kasih atas pelayanan yang baik ini.",,,netral,,netral,,netral,,,"sejauh ini kemudahan akses saat cek in dengan pelayanan staf yang ramah, serta koneksi ke mal untuk pemenuhan keperluan dan kebutuhan selama menginap. ... keram",,"sejauh ini kemudahan akses saat cek in dengan pelayanan staf yang ramah, serta koneksi ke mal untuk pemenuhan keperluan dan kebutuhan selama menginap.",,"sejauh ini kemudahan akses saat cek in dengan pelayanan staf yang ramah, serta koneksi ke mal untuk pemenuhan keperluan dan kebutuhan selama menginap."
7761,Traveloka,Hotel Santika Bogor,2025-01-04,"semua orang ramah. kamarnya juga luas. dekat ke mana-mana. sangat mudah untuk pergi ke mal. meskipun kami menunggu cukup lama untuk check in, mereka berusaha memberi kami satu kamar untuk beristirahat.",netral,,netral,,positif,,negatif,"kamarnya juga luas. ... meskipun kami menunggu cukup lama untuk check in, mereka berusaha memberi kami satu kamar untuk beristirahat.",,"semua orang ramah. ... meskipun kami menunggu cukup lama untuk check in, mereka berusaha memberi kami satu kamar untuk beristirahat.",,sangat mudah untuk pergi ke mal.,,"meskipun kami menunggu cukup lama untuk check in, mereka berusaha memberi kami satu kamar untuk beristirahat."
7792,Traveloka,Hotel Santika Bogor,2024-07-13,"di ruangan kamar, berasa banyak debu, ngeres, badan saya gatel-gatel setiap bangun tidur, tapi so far baik yang lain. tingkatkan ya!",netral,netral,,,,,netral,"di ruangan kamar, berasa banyak debu, ngeres, badan saya gatel-gatel setiap bangun tidur, tapi so far baik yang lain.","di ruangan kamar, berasa banyak debu, ngeres, badan saya gatel-gatel setiap bangun tidur, tapi so far baik yang lain.",,,,,"di ruangan kamar, berasa banyak debu, ngeres, badan saya gatel-gatel setiap bangun tidur, tapi so far baik yang lain."
7874,Traveloka,Hotel Santika Bogor,2023-07-22,"semuanya ramah dan sangat membantu. buat yang akan menginap ke sini langsung aja masuk parkiran botani (depan convention hall). free parkir dengan stempel hotel. lokasi strategis, ke mall bisa punya akses langsung lewat lantai basement. bagi orang jakarta yang ingin pulang, bisa langsung akses toll jagorawi saat keluar parkir. makanan lumayan variatif, tersedia kolam renang buat anak. pagi-pagi bisa olahraga keliling kebun raya bogor.",,,positif,positif,positif,positif,positif,,,semuanya ramah dan sangat membantu.,"lokasi strategis, ke mall bisa punya akses langsung lewat lantai basement.","lokasi strategis, ke mall bisa punya akses langsung lewat lantai basement.","makanan lumayan variatif, tersedia kolam renang buat anak.","makanan lumayan variatif, tersedia kolam renang buat anak."
7970,Traveloka,Hotel Santika Bogor,2022-10-15,"alhamdulillah staffnya ramah, kalau ada kesempatan staycation lagi saya akan kesini lagi. makanan enak sangat bervariasi.",,,positif,,,,positif,,,"alhamdulillah staffnya ramah, kalau ada kesempatan staycation lagi saya akan kesini lagi.",,,,makanan enak sangat bervariasi.
8006,Traveloka,Hotel Santika Bogor,2022-06-04,secara keseluruhan seperti biasa memenuhi ekspektasi. mungkin sedikit masukan untuk tayangan televisinya di review kembali karena pas di kamar saya kok tampilannya tidak jernih dan sepertinya tidak ada televisi kabel.,negatif,,,,,negatif,,mungkin sedikit masukan untuk tayangan televisinya di review kembali karena pas di kamar saya kok tampilannya tidak jernih dan sepertinya tidak ada televisi kab,,,,,mungkin sedikit masukan untuk tayangan televisinya di review kembali karena pas di kamar saya kok tampilannya tidak jernih dan sepertinya tidak ada televisi kab,
8019,Traveloka,Hotel Santika Bogor,2022-05-14,"pelayanannya sangat baik, lokasi nyambung sama mall botani square, sarapan enak dan banyak macam nya dan kebersihannya terjamin.",positif,positif,positif,,positif,positif,positif,"pelayanannya sangat baik, lokasi nyambung sama mall botani square, sarapan enak dan banyak macam nya dan kebersihannya terjamin.","pelayanannya sangat baik, lokasi nyambung sama mall botani square, sarapan enak dan banyak macam nya dan kebersihannya terjamin.","pelayanannya sangat baik, lokasi nyambung sama mall botani square, sarapan enak dan banyak macam nya dan kebersihannya terjamin.",,"pelayanannya sangat baik, lokasi nyambung sama mall botani square, sarapan enak dan banyak macam nya dan kebersihannya terjamin.","pelayanannya sangat baik, lokasi nyambung sama mall botani square, sarapan enak dan banyak macam nya dan kebersihannya terjamin.","pelayanannya sangat baik, lokasi nyambung sama mall botani square, sarapan enak dan banyak macam nya dan kebersihannya terjamin."
8029,Traveloka,Hotel Santika Bogor,2022-03-26,hotel yang lengkap dengan fasilitas dekat dengan mall jadi tidak perlu kemana-mana lagi untuk cari makan n hiburan untuk anak.,,,,,netral,netral,netral,,,,,hotel yang lengkap dengan fasilitas dekat dengan mall jadi tidak perlu kemana-mana lagi untuk cari makan n hiburan untuk anak.,hotel yang lengkap dengan fasilitas dekat dengan mall jadi tidak perlu kemana-mana lagi untuk cari makan n hiburan untuk anak.,hotel yang lengkap dengan fasilitas dekat dengan mall jadi tidak perlu kemana-mana lagi untuk cari makan n hiburan untuk anak.
8210,Traveloka,Hotel Santika Bogor,2020-10-17,"check-in sangat cepat, untuk roomnya sendiri kamarnya cukup luas tapi sayang sekali sprei dan sarung bantalnya banyak bercak-bercak entah bekas kopi atau bekas nyaman darah. untuk kamar mandi lampunya kurang terang agak remang-remang gitu dan agak berbau.",netral,netral,netral,,,,netral,"check-in sangat cepat, untuk roomnya sendiri kamarnya cukup luas tapi sayang sekali sprei dan sarung bantalnya banyak bercak-bercak entah bekas kopi atau bekas ","check-in sangat cepat, untuk roomnya sendiri kamarnya cukup luas tapi sayang sekali sprei dan sarung bantalnya banyak bercak-bercak entah bekas kopi atau bekas ","check-in sangat cepat, untuk roomnya sendiri kamarnya cukup luas tapi sayang sekali sprei dan sarung bantalnya banyak bercak-bercak entah bekas kopi atau bekas ",,,,"check-in sangat cepat, untuk roomnya sendiri kamarnya cukup luas tapi sayang sekali sprei dan sarung bantalnya banyak bercak-bercak entah bekas kopi atau bekas "
8240,Traveloka,Hotel Santika Bogor,2020-08-08,sarapan yang lebih baik diantarkan ke kamar,positif,,,,,,positif,sarapan yang lebih baik diantarkan ke kamar,,,,,,sarapan yang lebih baik diantarkan ke kamar
8255,Traveloka,Hotel Santika Bogor,2020-04-04,"hotelnya bersih, dekat dengan mal, jadi mau makan dan belanja gampang, pelayanannya ramah dan membantu, breakfast enak dan bervariasi, ada jamu juga, best pokoknya.",,positif,positif,,positif,,positif,,"hotelnya bersih, dekat dengan mal, jadi mau makan dan belanja gampang, pelayanannya ramah dan membantu, breakfast enak dan bervariasi, ada jamu juga, best pokok","hotelnya bersih, dekat dengan mal, jadi mau makan dan belanja gampang, pelayanannya ramah dan membantu, breakfast enak dan bervariasi, ada jamu juga, best pokok",,"hotelnya bersih, dekat dengan mal, jadi mau makan dan belanja gampang, pelayanannya ramah dan membantu, breakfast enak dan bervariasi, ada jamu juga, best pokok",,"hotelnya bersih, dekat dengan mal, jadi mau makan dan belanja gampang, pelayanannya ramah dan membantu, breakfast enak dan bervariasi, ada jamu juga, best pokok"
8292,Traveloka,Hotel Santika Bogor,2020-01-18,sangat meyenangkan dekat mall botani di pusat kota bogor dekat damri ke bandara dekat terminal baranag siang pokoknya sangat strategis lokasinya.,,,,positif,positif,,,,,,sangat meyenangkan dekat mall botani di pusat kota bogor dekat damri ke bandara dekat terminal baranag siang pokoknya sangat strategis lokasinya.,sangat meyenangkan dekat mall botani di pusat kota bogor dekat damri ke bandara dekat terminal baranag siang pokoknya sangat strategis lokasinya.,,
8331,Traveloka,Hotel Santika Bogor,2019-10-19,"ramah, dekat kemana saja, sarapannya pun enak-enak.",,,positif,,positif,,positif,,,"ramah, dekat kemana saja, sarapannya pun enak-enak.",,"ramah, dekat kemana saja, sarapannya pun enak-enak.",,"ramah, dekat kemana saja, sarapannya pun enak-enak."
8998,Traveloka,Hotel Santika Bogor,2016-03-05,tempat yang bagus dan pelayanan yang baik,,,positif,,,,,,,tempat yang bagus dan pelayanan yang baik,,,,
9016,Traveloka,Hotel Santika Bogor,2016-01-30,"tempat bersih dan nyaman, view bagus dan berada di pusat kota",positif,positif,,,positif,,,"tempat bersih dan nyaman, view bagus dan berada di pusat kota","tempat bersih dan nyaman, view bagus dan berada di pusat kota",,,"tempat bersih dan nyaman, view bagus dan berada di pusat kota",,
9122,Traveloka,Hotel Santika Bogor,2015-07-04,suasana dan pelayanan yang baik,positif,,positif,,,,,suasana dan pelayanan yang baik,,suasana dan pelayanan yang baik,,,,
9265,Traveloka,Hotel Santika Cirebon,2025-02-22,selalu nginap di sini karena kolam renang dan akses nya,,,,,,,,,,,,,,
9280,Traveloka,Hotel Santika Cirebon,2024-10-19,satu-satunya masalah adalah nyamuk. tapi selain itu baik,,negatif,,,,,,,satu-satunya masalah adalah nyamuk.,,,,,
9361,Traveloka,Hotel Santika Cirebon,2023-01-14,"santika adalah hotel tua tetapi masih dikelola dengan baik. bersih, hangat, nyaman dan semua staf sangat membantu. kamar besar dan nyaman, makanan enak, parkir luas, ada kolam renang dan anak-anak saya senang bermain di kolam renang. akan memilih lagi ketika kita pergi ke cirebon lagi.",netral,positif,positif,,,positif,positif,"santika adalah hotel tua tetapi masih dikelola dengan baik. ... bersih, hangat, nyaman dan semua staf sangat membantu. ... kamar besar dan nyaman, makanan enak,","bersih, hangat, nyaman dan semua staf sangat membantu.","bersih, hangat, nyaman dan semua staf sangat membantu.",,,"kamar besar dan nyaman, makanan enak, parkir luas, ada kolam renang dan anak-anak saya senang bermain di kolam renang.","kamar besar dan nyaman, makanan enak, parkir luas, ada kolam renang dan anak-anak saya senang bermain di kolam renang."
9407,Traveloka,Hotel Santika Cirebon,2022-02-12,breakfast nya dilayani tapi pelayannya kurang sigap. juga kurang komplit.,,,netral,,,,netral,,,breakfast nya dilayani tapi pelayannya kurang sigap.,,,,breakfast nya dilayani tapi pelayannya kurang sigap.
9431,Traveloka,Hotel Santika Cirebon,2021-11-20,"ini pertama kalinya nginep di sini, proses check in cepat, kamar bagus bersih, air conditioner dingin, televisi banyak channel dan lengkap isinya. sarapan enak-enak dan menjaga prokes. kolam renang menyenangkan buat anak-anak dan berair hangat. fasilitas hotel bagus, parkiran luas dan setiap pagi mobil kita dicuci bersih. minusnya cuma 1: wi-fi di dalam kamar buruk (414), tapi kalau ke depan lorong bagus signalnya. kapan-kapan mau kesini lagi, tentunya kalau dapat harga promo.",netral,positif,positif,negatif,,netral,netral,"ini pertama kalinya nginep di sini, proses check in cepat, kamar bagus bersih, air conditioner dingin, televisi banyak channel dan lengkap isinya. ... fasilitas","ini pertama kalinya nginep di sini, proses check in cepat, kamar bagus bersih, air conditioner dingin, televisi banyak channel dan lengkap isinya.","ini pertama kalinya nginep di sini, proses check in cepat, kamar bagus bersih, air conditioner dingin, televisi banyak channel dan lengkap isinya.","kapan-kapan mau kesini lagi, tentunya kalau dapat harga promo.",,"fasilitas hotel bagus, parkiran luas dan setiap pagi mobil kita dicuci bersih. ... minusnya cuma 1: wi-fi di dalam kamar buruk (414), tapi kalau ke depan lorong",sarapan enak-enak dan menjaga prokes.
9546,Traveloka,Hotel Santika Cirebon,2020-01-18,"pertama kali ke sini tahun 2009. lalu saat natal 2019 kemarin kamai pun kembali menginap di sini. interiornya tidak berubah, masih sama seperti 10 tahun lalu, kamar rapi dan bersih, yang agak susah kuncinya, karena kuncinya masih semi-manual, tidak seperti kunci zaman sekarang yang tinggal tap kartu saja. pelayanannya juga masih baik. dan karena datangnya saat liburan natal, kami dapat compliment berupa cookies ginger bread man, definitely will come here again.",,positif,netral,,,,,,kamar rapi dan bersih,pelayanannya juga masih baik.,,,,
9705,Traveloka,Hotel Santika Cirebon,2018-06-16,"kamar bersih, nyaman, pelayanan ramah, hanya 1 yang kurang tidak ada televisi cable kartun untuk anak-anak",negatif,negatif,negatif,,,negatif,,"kamar bersih, nyaman, pelayanan ramah, hanya 1 yang kurang tidak ada televisi cable kartun untuk anak-anak","kamar bersih, nyaman, pelayanan ramah, hanya 1 yang kurang tidak ada televisi cable kartun untuk anak-anak","kamar bersih, nyaman, pelayanan ramah, hanya 1 yang kurang tidak ada televisi cable kartun untuk anak-anak",,,"kamar bersih, nyaman, pelayanan ramah, hanya 1 yang kurang tidak ada televisi cable kartun untuk anak-anak",
9712,Traveloka,Hotel Santika Cirebon,2018-05-19,"hotelnya walaupun lama tapi sangat terawat, mulai dari pintu masuk, securitynya ramah sekali sampai lobby, welcome drink langsung tersedia. semua pegawainya ramah dan membantu, kamarnya bersih, cukup tenang, enak banget buat istirahat, kolam renangnya juga bersih, aman buat anak-anak, kaporitnya juga tidak terlalu menyengat. makanannya enak, apalagi paket barbeque malamnya bagus banget, harganya juga terjangkau. satu lagi, pas mau check-out masukin barang ke mobil, ternyata mobil sudah dicuciin. overall, bagus banget nih hotel. terima kasih management hotel santika, terimakasih traveloka.",positif,netral,netral,netral,netral,netral,netral,cukup tenang,kamarnya bersih ... kolam renangnya juga bersih,"hotelnya walaupun lama tapi sangat terawat, mulai dari pintu masuk, securitynya ramah sekali sampai lobby, welcome drink langsung tersedia. ... semua pegawainya","makanannya enak, apalagi paket barbeque malamnya bagus banget, harganya juga terjangkau.","makanannya enak, apalagi paket barbeque malamnya bagus banget, harganya juga terjangkau.","hotelnya walaupun lama tapi sangat terawat, mulai dari pintu masuk, securitynya ramah sekali sampai lobby, welcome drink langsung tersedia.","hotelnya walaupun lama tapi sangat terawat, mulai dari pintu masuk, securitynya ramah sekali sampai lobby, welcome drink langsung tersedia. ... enak banget buat"
9856,Traveloka,Hotel Santika Cirebon,2017-07-15,"pelayanan khas santika, namun kondisi hotel yang sudah tua sehingga banyak hal yang kurang optimal. dan perlu diperbaharui.",negatif,,negatif,,negatif,,,"pelayanan khas santika, namun kondisi hotel yang sudah tua sehingga banyak hal yang kurang optimal.",,"pelayanan khas santika, namun kondisi hotel yang sudah tua sehingga banyak hal yang kurang optimal.",,"pelayanan khas santika, namun kondisi hotel yang sudah tua sehingga banyak hal yang kurang optimal.",,
9892,Traveloka,Hotel Santika Cirebon,2017-06-03,"sangat memuaskan pelayanannya, kebersihan, kenyamanan dan makannya.",positif,positif,positif,,,,positif,"sangat memuaskan pelayanannya, kebersihan, kenyamanan dan makannya.","sangat memuaskan pelayanannya, kebersihan, kenyamanan dan makannya.","sangat memuaskan pelayanannya, kebersihan, kenyamanan dan makannya.",,,,"sangat memuaskan pelayanannya, kebersihan, kenyamanan dan makannya."
9968,Traveloka,Hotel Santika Cirebon,2017-03-04,"saya pesan 2 kamar yang executive dan suite, yang kamar executive sempat masuk air dari jendela karena hujan tapi cepat diatasi setelah kami telepon room service, kamarnya yang suite bagus dan luas, cuma closet dan bathtubnya sudah lama tidak diganti warnanya kusam, hairdryernya juga copot pas mau digunakan, wifinya kenceng, sarapannya variatif, kolam renangnya luas, tapi sayang petugas penjaga kolam renangnya seperti kurang bersahabat, overall bagus.",positif,,positif,,,netral,positif,kamarnya yang suite bagus dan luas,,cepat diatasi setelah kami telepon room service,,,hairdryernya juga copot pas mau digunakan ... kolam renangnya luas ... petugas penjaga kolam renangnya seperti kurang bersahabat,sarapannya variatif
10053,Traveloka,Hotel Santika Cirebon,2016-08-13,cukup baik dan tidak mengecewakan,,,,,,,,,,,,,,
10163,Traveloka,Hotel Santika Cirebon,2015-12-05,sangat bagus dengan harga yang wajar. dengan dekorasi etnik dan unik.,,,,netral,,,,,,,sangat bagus dengan harga yang wajar.,,,
10309,Traveloka,Hotel Santika Depok,2025-12-06,"secara keseluruhan baik, hanya tidak ada wi-fi (tergantung ketersediaan kamar), televisi masih lcd jadul bukan internet televisi (tergantung ketersediaan kamar), sama tidak ada hairdryer kebersihan baik, keramahan staf baik, sarapan enak dan sangat variatif",negatif,negatif,positif,,,netral,positif,hanya tidak ada wi-fi (tergantung ketersediaan kamar),sama tidak ada hairdryer kebersihan baik,keramahan staf baik,,,hanya tidak ada wi-fi (tergantung ketersediaan kamar) ... televisi masih lcd jadul bukan internet televisi (tergantung ketersediaan kamar) ... sama tidak ada ha,sarapan enak dan sangat variatif
10375,Traveloka,Hotel Santika Depok,2025-02-15,hotel terfavorit kalau lagi dinas ke depok,,,,,,,,,,,,,,
10669,Traveloka,Hotel Santika Depok,2020-10-24,"kamar agak terlalu kecil dari foto. tapi, bersenang-senang tinggal!",negatif,,,,,,,kamar agak terlalu kecil dari foto.,,,,,,
10837,Traveloka,Hotel Santika Depok,2019-04-13,"senang sekali menginap di hotel santika depok, pelayanan sangat ramah, kamar sangat nyaman, rapi dan bersih, dan breakfast menunya sangat enak dan memuaskan.",positif,positif,positif,,,,positif,"senang sekali menginap di hotel santika depok, pelayanan sangat ramah, kamar sangat nyaman, rapi dan bersih, dan breakfast menunya sangat enak dan memuaskan.","senang sekali menginap di hotel santika depok, pelayanan sangat ramah, kamar sangat nyaman, rapi dan bersih, dan breakfast menunya sangat enak dan memuaskan.","senang sekali menginap di hotel santika depok, pelayanan sangat ramah, kamar sangat nyaman, rapi dan bersih, dan breakfast menunya sangat enak dan memuaskan.",,,,"senang sekali menginap di hotel santika depok, pelayanan sangat ramah, kamar sangat nyaman, rapi dan bersih, dan breakfast menunya sangat enak dan memuaskan."
11045,Traveloka,Hotel Santika Depok,2018-08-25,overall sangat puas dengan pelayanan.,,,positif,,,,,,,overall sangat puas dengan pelayanan.,,,,
11093,Traveloka,Hotel Santika Depok,2018-06-30,layanan hebat dan sarapan enak.,,,positif,,,,positif,,,layanan hebat dan sarapan enak.,,,,layanan hebat dan sarapan enak.
11096,Traveloka,Hotel Santika Depok,2018-06-23,"kamarnya bersih, nyaman, dan makanannya enak.",positif,positif,,,,,positif,"kamarnya bersih, nyaman, dan makanannya enak.","kamarnya bersih, nyaman, dan makanannya enak.",,,,,"kamarnya bersih, nyaman, dan makanannya enak."
11125,Traveloka,Hotel Santika Depok,2018-04-21,kenyamanan saat istirahat/tidur kurang karena terdengar suara yang berisik seperti suara mesin/pompa air) mungkin karena dapat kamar dekat area pompa/mesin.,netral,,,,netral,,,kenyamanan saat istirahat/tidur kurang karena terdengar suara yang berisik seperti suara mesin/pompa air) mungkin karena dapat kamar dekat area pompa/mesin.,,,,kenyamanan saat istirahat/tidur kurang karena terdengar suara yang berisik seperti suara mesin/pompa air) mungkin karena dapat kamar dekat area pompa/mesin.,,
11201,Traveloka,Hotel Santika Depok,2017-12-23,kamarnya kecil type deluxe breakfast baik menunya kamar mandi agak bau selebihnya baik.,netral,netral,,,,,netral,kamarnya kecil type deluxe breakfast baik menunya kamar mandi agak bau selebihnya baik.,kamarnya kecil type deluxe breakfast baik menunya kamar mandi agak bau selebihnya baik.,,,,,kamarnya kecil type deluxe breakfast baik menunya kamar mandi agak bau selebihnya baik.
11227,Traveloka,Hotel Santika Depok,2017-11-25,"kalau booked via online booking harus isi special request. saya hampir dikasih smoking room, untungnya tidak jadi.",,,,,,,,,,,,,,
11335,Traveloka,Hotel Santika Depok,2017-07-15,"bagus, sipp, bagus, tingkatkan terus",,,,,,,,,,,,,,
11482,Traveloka,Hotel Santika Depok,2017-01-28,"besar dan bersih, membuat saya merasa seperti di kamar saya sendiri",,positif,,,,,positif,,"besar dan bersih, membuat saya merasa seperti di kamar saya sendiri",,,,,"besar dan bersih, membuat saya merasa seperti di kamar saya sendiri"
11596,Traveloka,Hotel Santika Depok,2016-08-27,sudah baik tapi belum terlalu sesuai dengan tarif,,,,positif,,,,,,,sudah baik tapi belum terlalu sesuai dengan tarif,,,
11710,Traveloka,Hotel Santika Depok,2016-05-07,"kebersihan baik, kamarnya small, perlengkapan body masih kurang, cukur, bodylotion tidak ada, akses internet tidak normal, dengan tarif kamar yang ada harusnya sudah lengkap.",,negatif,,negatif,negatif,negatif,,,"kebersihan baik, kamarnya small, perlengkapan body masih kurang, cukur, bodylotion tidak ada, akses internet tidak normal, dengan tarif kamar yang ada harusnya ",,"kebersihan baik, kamarnya small, perlengkapan body masih kurang, cukur, bodylotion tidak ada, akses internet tidak normal, dengan tarif kamar yang ada harusnya ","kebersihan baik, kamarnya small, perlengkapan body masih kurang, cukur, bodylotion tidak ada, akses internet tidak normal, dengan tarif kamar yang ada harusnya ","kebersihan baik, kamarnya small, perlengkapan body masih kurang, cukur, bodylotion tidak ada, akses internet tidak normal, dengan tarif kamar yang ada harusnya ",
11954,Traveloka,Hotel Santika Depok,2015-10-24,pelayanan yang bagus dan lokasi yang bagus,,,positif,,positif,,,,,pelayanan yang bagus dan lokasi yang bagus,,pelayanan yang bagus dan lokasi yang bagus,,
12009,Traveloka,Hotel Santika Depok,2015-08-22,banyak semut berjalan di teko listriknya. mungkin ada sisa gula atau minuman manis.,,negatif,,,,,,,banyak semut berjalan di teko listriknya.,,,,,
12010,Traveloka,Hotel Santika Depok,2015-08-15,walau semalam. ok semua. sedikit terganggu dengan adanya semut kecil keluar dari besek makan.,,negatif,,,,,negatif,,sedikit terganggu dengan adanya semut kecil keluar dari besek makan.,,,,,sedikit terganggu dengan adanya semut kecil keluar dari besek makan.
12138,Traveloka,Hotel Santika Depok,2015-03-07,"bagus service, banget lah pokoknya, pelayanan memuaskan, roomnya juga",,,positif,,,,,,,"bagus service, banget lah pokoknya, pelayanan memuaskan, roomnya juga",,,,
12148,Traveloka,Hotel Santika Depok,2015-01-31,"kamarnya kecil, check-in baru bisa jam 2 siang jadi harus nunggu lama. tapi pelayanannya bagus, stafnya sangat ramah. bahkan barang saya yang sudah tertinggal lebih dari 1 minggu masih dapat diambil dan tidak hilang. tetapi harus call dulu untuk dicarikan. breakfastnya enak, beragam, dan jam 6 pagi sudah ready.",negatif,,netral,,,,positif,"kamarnya kecil, check-in baru bisa jam 2 siang jadi harus nunggu lama.",,"kamarnya kecil, check-in baru bisa jam 2 siang jadi harus nunggu lama. ... tapi pelayanannya bagus, stafnya sangat ramah.",,,,"breakfastnya enak, beragam, dan jam 6 pagi sudah ready."
12197,Traveloka,Hotel Santika Megacity Bekasi,2025-12-06,"security hotel sangat baik dan ramah, petugas hotel juga sangat baik dan ramah, ada 1 sih yang agak jutek. tp untung yang lain baik2. makanan2nya enak, ada kids corner tapi lebih baik lagi jika diberi pagar sedikit. terima kasih santika",,,netral,,,,netral,,,"security hotel sangat baik dan ramah, petugas hotel juga sangat baik dan ramah, ada 1 sih yang agak jutek.",,,,"makanan2nya enak, ada kids corner tapi lebih baik lagi jika diberi pagar sedikit."
12361,Traveloka,Hotel Santika Megacity Bekasi,2023-03-25,"lokasi bagus, tapi pintu kamar mandi di room saya rusak.",netral,,,,netral,,,"lokasi bagus, tapi pintu kamar mandi di room saya rusak.",,,,"lokasi bagus, tapi pintu kamar mandi di room saya rusak.",,
12401,Traveloka,Hotel Santika Megacity Bekasi,2022-07-30,"sudah jam check in, tapi room nya belum ready. perlengkapan di kamar mandi, sudah tidak layak.",netral,,,,,,,"perlengkapan di kamar mandi, sudah tidak layak.",,,,,,
12405,Traveloka,Hotel Santika Megacity Bekasi,2022-07-23,tempatnya baik. sepi tidak berisik dengan suasana jalanan + langsung terkoneksi dengan pusat perbelanjaan. kolam renang baik buat anak-anak. varian sarapan juga banyak enak.,positif,,,,,positif,netral,sepi tidak berisik dengan suasana jalanan + langsung terkoneksi dengan pusat perbelanjaan.,,,,,kolam renang baik buat anak-anak.,varian sarapan juga banyak enak.
12484,Traveloka,Hotel Santika Megacity Bekasi,2021-06-26,"kamar bersih, receptionist ramah, tapi kalau mau gofood agak susah karena hotelnya di atas mall, menu breakfast kurang banyak.",,netral,netral,,netral,,netral,,"kamar bersih, receptionist ramah, tapi kalau mau gofood agak susah karena hotelnya di atas mall, menu breakfast kurang banyak.","kamar bersih, receptionist ramah, tapi kalau mau gofood agak susah karena hotelnya di atas mall, menu breakfast kurang banyak.",,"kamar bersih, receptionist ramah, tapi kalau mau gofood agak susah karena hotelnya di atas mall, menu breakfast kurang banyak.",,"kamar bersih, receptionist ramah, tapi kalau mau gofood agak susah karena hotelnya di atas mall, menu breakfast kurang banyak."
12551,Traveloka,Hotel Santika Megacity Bekasi,2020-12-05,"akses yang sulit, mereka harus memastikan, customer tidak mendapatkan akses yang sulit untuk datang",,,,,negatif,,,,,,,"akses yang sulit, mereka harus memastikan, customer tidak mendapatkan akses yang sulit untuk datang",,
12581,Traveloka,Hotel Santika Megacity Bekasi,2020-07-18,"saya suka sarapannya, enak!",,,,,,,positif,,,,,,,"saya suka sarapannya, enak!"
12665,Traveloka,Hotel Santika Megacity Bekasi,2019-12-14,"air panas di kamar mandi tidak berfungsi, sudah dibayar dan memesan untuk perpanjangan check out tetapi masih mengetuk oleh layanan kamar karena kurangnya koordinasi dengan staf kantor depan. jika tidak, makanannya enak, ada begitu banyak pilihan menu dari sarapan. bukan layanan khas santika tapi mungkin bisa lebih baik di masa depan.",negatif,,netral,negatif,,,netral,sudah dibayar dan memesan untuk perpanjangan check out tetapi masih mengetuk oleh layanan kamar karena kurangnya koordinasi dengan staf kantor depan.,,sudah dibayar dan memesan untuk perpanjangan check out tetapi masih mengetuk oleh layanan kamar karena kurangnya koordinasi dengan staf kantor depan. ... bukan ,sudah dibayar dan memesan untuk perpanjangan check out tetapi masih mengetuk oleh layanan kamar karena kurangnya koordinasi dengan staf kantor depan.,,,"jika tidak, makanannya enak, ada begitu banyak pilihan menu dari sarapan."
12672,Traveloka,Hotel Santika Megacity Bekasi,2019-12-07,"petugas resepsionis tidak memberikan informasi detail kepada pelanggan, dia tidak tersenyum dan makanannya tidak enak",,,negatif,,,,negatif,,,"petugas resepsionis tidak memberikan informasi detail kepada pelanggan, dia tidak tersenyum dan makanannya tidak enak",,,,"petugas resepsionis tidak memberikan informasi detail kepada pelanggan, dia tidak tersenyum dan makanannya tidak enak"
12801,Traveloka,Hotel Santika Megacity Bekasi,2019-06-15,bagus makanan sedap tempat strategis.,,,,positif,positif,,positif,,,,bagus makanan sedap tempat strategis.,bagus makanan sedap tempat strategis.,,bagus makanan sedap tempat strategis.
13294,Traveloka,Hotel Santika Megacity Bekasi,2018-05-19,"waktu kita check-out. resepsionis lama responnya dan judes. padahal hanya ada 1 pengunjung yang di layani saat itu, dan tidak ramah dan senyum sama sekali, namanya laurnya enak",,,negatif,,,,negatif,,,"padahal hanya ada 1 pengunjung yang di layani saat itu, dan tidak ramah dan senyum sama sekali, namanya laurnya enak",,,,"padahal hanya ada 1 pengunjung yang di layani saat itu, dan tidak ramah dan senyum sama sekali, namanya laurnya enak"
